"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"19","18","Minnesota Timberwolves","49","11835",".442","14.7",NA,".544",".252",".182",".062",".048",".456",NA,".526",".662",".416",".394",".403",".340",NA,".498",".788",NA,".061","229",NA,".272","657",NA,".208",".342",NA,"14","0"
"20","19","New Orleans Pelicans","49","11810",".439","13.8",NA,".623",".272",".178",".092",".081",".377",NA,".504",".659",".392",".408",".337",".331",NA,".540",".883",NA,".053","202",NA,".304","693",NA,".233",".378",NA,"10","1"
"21","20","New York Knicks","50","12050",".436","14.8",NA,".571",".253",".154",".086",".079",".429",NA,".495",".650",".371",".381",".366",".357",NA,".451",".789",NA,".067","248",NA,".234","518",NA,".201",".378",NA,"6","0"
"22","21","Oklahoma City Thunder","48","11545",".416","14.3",NA,".578",".224",".232",".076",".047",".422",NA,".493",".623",".418",".410",".373",".312",NA,".447",".813",NA,".050","177",NA,".315","673",NA,".208",".357",NA,"1","0"
"23","22","Orlando Magic","50","12025",".430","14.4",NA,".589",".226",".227",".071",".066",".411",NA,".502",".650",".425",".443",".322",".327",NA,".493",".847",NA,".058","222",NA,".268","603",NA,".197",".363",NA,"9","0"
"24","23","Philadelphia 76ers","49","11835",".463","14.1",NA,".633",".225",".202",".127",".079",".367",NA,".526",".704",".422",".425",".448",".355",NA,".484",".836",NA,".047","176",NA,".245","578",NA,".236",".386",NA,"6","0"
"25","24","Phoenix Suns","48","11545",".477","14.2",NA,".646",".191",".220",".144",".090",".354",NA,".537",".695",".487",".468",".432",".367",NA,".534",".844",NA,".053","210",NA,".218","535",NA,".262",".397",NA,"8","0"
"26","25","Portland Trail Blazers","49","11785",".450","15.0",NA,".562",".251",".162",".070",".079",".438",NA,".520",".623",".448",".409",".439",".361",NA,".481",".775",NA,".042","155",NA,".267","606",NA,".207",".403",NA,"4","0"
"27","26","Sacramento Kings","51","12315",".452","14.0",NA,".620",".227",".218",".111",".064",".380",NA,".519",".695",".410",".417",".440",".344",NA,".478",".785",NA,".062","238",NA,".251","620",NA,".208",".369",NA,"10","1"
"28","27","San Antonio Spurs","50","12075",".464","13.2",NA,".665",".231",".237",".129",".067",".335",NA,".521",".657",".454",".460",".401",".351",NA,".553",".907",NA,".036","150",NA,".290","734",NA,".228",".378",NA,"4","0"
"29","28","Toronto Raptors","47","11380",".438","14.7",NA,".613",".214",".196",".106",".096",".387",NA,".496",".652",".416",".400",".420",".345",NA,".444",".797",NA,".057","208",NA,".239","530",NA,".223",".390",NA,"11","2"
"30","29","Utah Jazz","50","12000",".471","15.0",NA,".531",".204",".236",".065",".026",".469",NA,".566",".732",".481",".431",".378",".364",NA,".444",".718",NA,".070","268",NA,".252","621",NA,".234",".391",NA,"6","1"
"31","30","Washington Wizards","49","11860",".465","13.6",NA,".639",".231",".244",".103",".062",".361",NA,".545",".727",".449",".442",".415",".324",NA,".522",".834",NA,".066","249",NA,".297","716",NA,".259",".388",NA,"5","0"
"32","","League Average","49","11932",".454","14.4",NA,".598",".239",".191",".096",".072",".402",NA,".525",".679",".428",".424",".404",".348",NA,".506",".818",NA,".056","213",NA,".265","636",NA,".231",".376",NA,"8.8","0.3"
