"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"11","10","Golden State Warriors","53","12770",".467","15.5",NA,".537",".220",".193",".061",".062",".463",NA,".557",".698",".508",".377",".386",".364",NA,".614",".799",NA,".063","262",NA,".286","770",NA,".221",".356",NA,"14","1"
"12","11","Houston Rockets","52","12505",".451","14.1",NA,".552",".314",".172",".035",".031",".448",NA,".538",".682",".372",".308",".265",".344",NA,".490",".787",NA,".083","325",NA,".311","746",NA,".180",".342",NA,"15","0"
"13","12","Indiana Pacers","54","13110",".458","14.1",NA,".603",".255",".184",".097",".067",".397",NA,".539",".690",".443",".406",".419",".334",NA,".492",".865",NA,".038","161",NA,".301","864",NA,".247",".380",NA,"16","0"
"14","13","Los Angeles Clippers","54","13010",".451","15.0",NA,".605",".208",".177",".116",".103",".395",NA,".511",".675",".456",".433",".359",".359",NA,".489",".816",NA,".051","203",NA,".214","541",NA,".218",".389",NA,"11","0"
"15","14","Los Angeles Lakers","53","12920",".463","14.1",NA,".612",".283",".146",".087",".096",".388",NA,".536",".695",".393",".399",".409",".349",NA,".475",".837",NA,".064","264",NA,".301","810",NA,".215",".372",NA,"5","0"
"16","15","Memphis Grizzlies","54","13035",".456","13.0",NA,".650",".266",".231",".109",".044",".350",NA,".519",".671",".413",".436",".364",".339",NA,".499",".843",NA,".052","233",NA,".275","774",NA,".229",".366",NA,"7","0"
"17","16","Miami Heat","53","12845",".460","14.8",NA,".578",".225",".179",".109",".065",".422",NA,".522",".690",".411",".426",".405",".375",NA,".546",".866",NA,".047","193",NA,".242","627",NA,".302",".418",NA,"14","0"
"18","17","Milwaukee Bucks","53","12770",".455","15.3",NA,".559",".231",".157",".106",".066",".441",NA,".531",".705",".398",".446",".377",".359",NA,".447",".803",NA,".045","184",NA,".250","680",NA,".240",".378",NA,"6","0"
"19","18","Minnesota Timberwolves","52","12555",".446","14.6",NA,".547",".257",".180",".061",".048",".453",NA,".530",".664",".418",".399",".397",".345",NA,".509",".791",NA,".063","253",NA,".273","700",NA,".211",".355",NA,"14","0"
"20","19","New Orleans Pelicans","52","12530",".440","13.7",NA,".625",".274",".178",".091",".082",".375",NA,".507",".655",".399",".421",".341",".328",NA,".546",".882",NA,".055","222",NA,".303","724",NA,".237",".371",NA,"11","1"
"21","20","New York Knicks","52","12530",".437","14.7",NA,".572",".256",".151",".084",".079",".428",NA,".497",".653",".368",".381",".365",".357",NA,".455",".788",NA,".068","264",NA,".236","544",NA,".201",".373",NA,"6","0"
"22","21","Oklahoma City Thunder","51","12290",".417","14.4",NA,".576",".221",".232",".076",".047",".424",NA,".492",".623",".419",".409",".369",".315",NA,".449",".819",NA,".049","184",NA,".311","707",NA,".210",".359",NA,"4","0"
"23","22","Orlando Magic","53","12745",".433","14.3",NA,".590",".229",".227",".069",".065",".410",NA,".507",".650",".434",".444",".322",".328",NA,".499",".849",NA,".060","245",NA,".269","646",NA,".204",".369",NA,"9","0"
"24","23","Philadelphia 76ers","52","12580",".465","14.0",NA,".636",".230",".200",".126",".079",".364",NA,".527",".700",".424",".425",".449",".355",NA,".487",".836",NA,".046","184",NA,".247","624",NA,".234",".386",NA,"7","0"
"25","24","Phoenix Suns","51","12265",".479","14.2",NA,".645",".191",".217",".146",".091",".355",NA,".542",".702",".492",".477",".433",".365",NA,".539",".840",NA,".053","224",NA,".217","572",NA,".261",".393",NA,"8","0"
"26","25","Portland Trail Blazers","53","12745",".448","15.0",NA,".563",".248",".167",".070",".078",".437",NA,".519",".616",".452",".432",".431",".356",NA,".477",".777",NA,".041","166",NA,".266","651",NA,".209",".394",NA,"4","0"
"27","26","Sacramento Kings","54","13035",".453","14.0",NA,".618",".225",".219",".108",".066",".382",NA,".521",".693",".419",".417",".443",".343",NA,".481",".790",NA,".062","253",NA,".253","660",NA,".214",".375",NA,"11","1"
"28","27","San Antonio Spurs","54","13035",".466","13.2",NA,".662",".236",".231",".128",".067",".338",NA,".523",".661",".453",".459",".396",".354",NA,".553",".912",NA,".036","162",NA,".289","799",NA,".230",".379",NA,"4","0"
"29","28","Toronto Raptors","51","12365",".440","14.6",NA,".616",".217",".196",".107",".098",".384",NA,".493",".646",".418",".401",".406",".355",NA,".446",".796",NA,".057","224",NA,".239","573",NA,".226",".410",NA,"11","2"
"30","29","Utah Jazz","53","12720",".473","15.0",NA,".534",".204",".237",".067",".026",".466",NA,".569",".731",".489",".426",".390",".364",NA,".449",".722",NA,".069","281",NA,".253","665",NA,".234",".391",NA,"7","1"
"31","30","Washington Wizards","51","12340",".465","13.6",NA,".640",".232",".240",".104",".063",".360",NA,".543",".723",".448",".443",".404",".326",NA,".522",".835",NA,".064","251",NA,".296","744",NA,".256",".389",NA,"5","0"
"32","","League Average","53","12691",".455","14.4",NA,".599",".240",".191",".096",".072",".401",NA,".526",".679",".430",".427",".403",".349",NA,".508",".820",NA,".056","227",NA,".265","677",NA,".232",".379",NA,"9.3","0.3"
