"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","74","17785",".468","14.8",NA,".614",".249",".161",".112",".093",".386",NA,".529",".668",".430",".453",".417",".370",NA,".532",".731",NA,".059","357",NA,".235","842",NA,".217",".408",NA,"14","1"
"3","2","Boston Celtics","74","17960",".461","15.2",NA,".579",".213",".202",".085",".079",".421",NA,".541",".731",".451",".408",".407",".351",NA,".505",".814",NA,".057","328",NA,".274","1012",NA,".230",".380",NA,"10","0"
"4","3","Brooklyn Nets","74","17810",".474","13.9",NA,".643",".247",".169",".132",".094",".357",NA,".539",".656",".446",".481",".481",".357",NA,".539",".767",NA,".050","292",NA,".256","906",NA,".226",".390",NA,"7","0"
"5","4","Chicago Bulls","74","17785",".481","13.9",NA,".664",".258",".148",".130",".129",".336",NA,".536",".678",".447",".451",".440",".371",NA,".481",".850",NA,".050","289",NA,".247","919",NA,".275",".423",NA,"15","1"
"6","5","Charlotte Hornets","74","17960",".463","14.0",NA,".580",".285",".176",".070",".048",".420",NA,".537",".684",".380",".401",".433",".362",NA,".546",".862",NA,".077","463",NA,".285","1023",NA,".286",".364",NA,"16","0"
"7","6","Cleveland Cavaliers","74","17810",".467","13.7",NA,".613",".286",".181",".092",".055",".387",NA,".540",".695",".399",".422",".398",".351",NA,".559",".827",NA,".079","445",NA,".244","853",NA,".235",".344",NA,"8","1"
"8","7","Dallas Mavericks","74","17835",".456","15.3",NA,".566",".205",".176",".112",".073",".434",NA,".544",".730",".446",".448",".401",".341",NA,".502",".784",NA,".059","320",NA,".208","781",NA,".260",".383",NA,"13","0"
"9","8","Denver Nuggets","75","18100",".479","14.5",NA,".581",".233",".202",".074",".073",".419",NA,".570",".743",".473",".435",".422",".354",NA,".583",".854",NA,".058","334",NA,".265","1019",NA,".261",".385",NA,"23","0"
"10","9","Detroit Pistons","74","17860",".429","14.0",NA,".613",".249",".209",".080",".074",".387",NA,".494",".641",".415",".356",".376",".325",NA,".489",".896",NA,".039","231",NA,".307","1072",NA,".268",".364",NA,"19","0"
