"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.5","64","17","59","22","7.68","-0.50","7.18","114.9","107.2","+7.7","99.7",".222",".353",".582",NA,".550","11.6","22.2",".177",NA,".509","13.0","77.0",".195",NA,"Phoenix Suns Arena","646,100","16,153"
"3","2","Boston Celtics","26.1","50","31","58","23","7.01","-0.33","6.69","114.1","106.9","+7.2","96.5",".241",".424",".577",NA,".541","12.4","23.9",".196",NA,".502","12.5","77.4",".184",NA,"TD Garden","727,928","17,754"
"4","3","Utah Jazz","29.3","48","33","55","26","5.73","-0.23","5.50","116.7","110.8","+5.9","97.1",".269",".468",".589",NA,".556","12.7","25.3",".206",NA,".522","10.9","78.1",".164",NA,"Vivint Smart Home Arena","750,546","18,306"
"5","4","Memphis Grizzlies","24.0","55","25","54","26","5.85","-0.39","5.46","114.5","108.7","+5.8","100.2",".245",".344",".552",NA,".521","11.2","29.9",".180",NA,".521","13.3","77.9",".195",NA,"FedEx Forum","612,137","15,696"
"6","5","Golden State Warriors","27.6","51","29","53","27","5.34","0.00","5.34","112.3","106.9","+5.4","98.5",".234",".457",".581",NA,".551","13.5","22.8",".179",NA,".509","13.1","78.8",".202",NA,"Chase Center","740,624","18,064"
"7","6","Miami Heat","28.2","53","28","52","29","4.68","-0.14","4.54","113.7","108.9","+4.8","95.9",".253",".421",".584",NA,".547","13.4","23.5",".205",NA,".523","13.8","77.9",".210",NA,"FTX Arena","804,761","19,628"
"8","7","Milwaukee Bucks","28.6","51","30","49","32","3.62","-0.19","3.43","115.2","111.6","+3.6","99.9",".255",".431",".581",NA,".547","11.9","23.1",".198",NA,".535","11.6","78.7",".166",NA,"Fiserv Forum","715,581","17,453"
"9","8","Dallas Mavericks","26.7","51","30","49","32","3.22","-0.17","3.05","112.6","109.2","+3.4","95.3",".249",".439",".570",NA,".537","11.6","21.3",".192",NA,".520","12.2","78.0",".184",NA,"American Airlines Center","787,767","19,694"
"10","9","Minnesota Timberwolves","24.2","46","35","47","34","2.72","-0.09","2.63","114.3","111.6","+2.7","100.9",".254",".455",".573",NA,".538","12.4","24.4",".198",NA,".535","14.2","75.1",".226",NA,"Target Center","640,012","16,000"
"11","10","Toronto Raptors","24.8","48","33","47","34","2.46","0.07","2.52","113.1","110.6","+2.5","96.0",".235",".374",".544",NA,".511","11.0","28.5",".178",NA,".535","14.4","75.6",".200",NA,"Scotiabank Arena","547,343","13,350"
"12","11","Philadelphia 76ers","26.8","49","31","46","34","2.36","0.07","2.44","113.2","110.7","+2.5","96.2",".282",".377",".577",NA,".533","11.6","19.8",".231",NA,".523","12.0","76.9",".190",NA,"Wells Fargo Center","804,237","20,621"
"13","12","Denver Nuggets","27.7","48","33","47","34","2.40","-0.10","2.29","114.3","111.9","+2.4","97.8",".242",".415",".589",NA,".556","13.2","21.9",".193",NA,".537","11.7","78.4",".185",NA,"Ball Arena","675,742","16,894"
"14","13","Cleveland Cavaliers","24.7","43","38","46","35","1.93","-0.12","1.80","111.6","109.6","+2.0","96.0",".262",".387",".570",NA,".536","13.3","24.0",".199",NA,".520","12.3","76.4",".171",NA,"Rocket Mortgage Fieldhouse","738,796","18,470"
"15","14","Atlanta Hawks","26.1","42","39","44","37","1.38","0.08","1.47","116.3","114.9","+1.4","97.7",".252",".389",".580",NA,".541","10.8","22.9",".205",NA,".543","11.6","76.7",".178",NA,"State Farm Arena","672,742","16,408"
"16","15","Brooklyn Nets","29.1","43","38","42","39","0.69","0.07","0.76","113.4","112.7","+0.7","99.0",".245",".360",".574",NA,".538","12.5","23.8",".197",NA,".521","11.8","75.1",".202",NA,"Barclays Center","693,572","17,339"
"17","16","San Antonio Spurs","24.5","34","46","41","39","0.33","-0.18","0.14","112.4","112.1","+0.3","100.1",".218",".345",".556",NA,".528","11.1","23.9",".164",NA,".532","12.1","75.1",".174",NA,"AT&T Center","596,961","14,924"
"18","17","Charlotte Hornets","25.5","42","39","41","40","0.25","0.12","0.37","114.0","113.8","+0.2","100.0",".235",".418",".571",NA,".543","11.5","23.3",".174",NA,".545","13.1","74.9",".188",NA,"Spectrum Center","682,290","17,057"
"19","18","New York Knicks","26.0","36","45","40","41","-0.26","0.07","-0.19","110.5","110.7","-0.2","95.9",".282",".428",".550",NA,".513","12.0","25.1",".210",NA,".522","11.7","78.7",".199",NA,"Madison Square Garden (IV)","743,672","18,592"
"20","19","New Orleans Pelicans","25.6","36","44","39","41","-0.41","0.01","-0.40","112.0","112.4","-0.4","97.2",".264",".364",".558",NA,".518","12.6","26.9",".209",NA,".543","12.9","78.4",".197",NA,"Smoothie King Center","619,346","15,484"
"21","20","Chicago Bulls","26.3","45","36","39","42","-0.44","-0.02","-0.47","113.1","113.6","-0.5","98.3",".246",".333",".578",NA,".541","11.7","20.2",".200",NA,".540","11.9","78.3",".200",NA,"United Center","856,148","20,882"
