"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.7","45","10","40","15","7.91","-0.10","7.81","114.0","106.1","+7.9","99.2",".226",".352",".576",NA,".543","11.7","23.1",".179",NA,".505","13.0","77.3",".179",NA,"Phoenix Suns Arena","441,248","15,759"
"3","2","Golden State Warriors","27.9","41","15","41","15","7.54","-0.24","7.30","111.8","104.2","+7.6","98.5",".234",".466",".580",NA,".551","13.9","23.0",".179",NA,".499","13.6","78.6",".192",NA,"Chase Center","541,920","18,064"
"4","3","Utah Jazz","29.6","34","21","38","17","6.44","-0.06","6.37","116.0","109.5","+6.5","97.9",".265",".469",".591",NA,".557","12.9","24.1",".207",NA,".516","10.9","77.9",".155",NA,"Vivint Smart Home Arena","530,874","18,306"
"5","4","Miami Heat","28.1","36","20","36","20","4.71","-0.45","4.26","112.9","108.0","+4.9","95.6",".239",".420",".577",NA,".540","13.7","25.1",".195",NA,".522","14.3","78.0",".204",NA,"FTX Arena","470,904","19,621"
"6","5","Memphis Grizzlies","23.9","39","18","37","20","4.84","-0.08","4.76","113.2","108.4","+4.8","99.6",".239",".348",".548",NA,".518","11.4","29.5",".176",NA,".523","13.6","78.0",".187",NA,"FedEx Forum","440,478","15,189"
"7","6","Cleveland Cavaliers","24.8","34","21","36","19","4.56","-0.08","4.48","110.6","105.8","+4.8","96.3",".246",".393",".565",NA,".534","13.6","24.3",".185",NA,".503","12.6","76.0",".156",NA,"Rocket Mortgage Fieldhouse","488,294","18,085"
"8","7","Boston Celtics","26.1","31","25","36","20","4.66","-0.40","4.26","110.6","105.9","+4.7","96.6",".235",".416",".561",NA,".523","12.8","23.9",".192",NA,".499","12.6","77.6",".179",NA,"TD Garden","517,212","18,472"
"9","8","Milwaukee Bucks","28.4","35","22","35","22","3.68","-0.67","3.01","113.4","109.7","+3.7","99.2",".243",".441",".573",NA,".540","12.2","23.0",".189",NA,".524","12.0","77.7",".165",NA,"Fiserv Forum","486,727","17,383"
"10","9","Dallas Mavericks","26.7","33","23","34","22","3.30","-0.29","3.01","110.6","107.2","+3.4","95.8",".237",".427",".560",NA,".526","11.7","21.2",".183",NA,".516","12.6","78.9",".180",NA,"American Airlines Center","586,355","19,545"
"11","10","Toronto Raptors","24.6","31","23","31","23","2.22","0.18","2.40","112.6","110.3","+2.3","96.0",".228",".385",".545",NA,".513","11.5","28.2",".173",NA,".532","14.7","74.9",".202",NA,"Scotiabank Arena","311,611","11,129"
"12","11","Philadelphia 76ers","26.6","32","22","31","23","2.07","-0.44","1.64","111.6","109.4","+2.2","95.9",".254",".363",".570",NA,".530","11.7","19.5",".206",NA,".514","12.1","76.1",".186",NA,"Wells Fargo Center","528,624","20,332"
