"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"13","12","Denver Nuggets","27.5","30","24","31","23","2.13","0.04","2.17","112.7","110.6","+2.1","96.9",".219",".420",".578",NA,".548","12.8","21.3",".172",NA,".534","12.2","78.4",".178",NA,"Ball Arena","406,193","16,248"
"14","13","Chicago Bulls","26.3","34","21","31","24","1.78","-0.62","1.16","113.7","111.9","+1.8","98.3",".245",".345",".582",NA,".545","11.9","20.6",".199",NA,".533","12.3","78.0",".188",NA,"United Center","561,135","20,783"
"15","14","Minnesota Timberwolves","24.0","29","26","30","25","1.73","-0.07","1.65","112.1","110.4","+1.7","100.1",".234",".452",".558",NA,".526","12.6","25.6",".179",NA,".530","14.6","74.9",".227",NA,"Target Center","404,570","15,560"
"16","15","Atlanta Hawks","26.1","26","28","28","26","0.44","0.29","0.74","114.7","114.2","+0.5","97.5",".248",".381",".576",NA,".539","11.3","22.6",".199",NA,".539","11.2","77.6",".174",NA,"State Farm Arena","447,930","15,998"
"17","16","Brooklyn Nets","29.2","29","26","27","28","-0.20","-0.20","-0.40","111.8","112.0","-0.2","98.9",".236",".359",".568",NA,".531","12.5","23.3",".191",NA,".515","11.5","75.5",".192",NA,"Barclays Center","445,156","17,121"
"18","17","San Antonio Spurs","24.9","20","35","27","28","-0.25","0.20","-0.06","110.9","111.1","-0.2","99.7",".198",".338",".549",NA,".523","11.1","24.1",".146",NA,".528","12.2","75.2",".166",NA,"AT&T Center","423,439","14,601"
"19","18","Charlotte Hornets","25.7","28","28","26","30","-1.05","0.12","-0.94","111.9","112.9","-1.0","100.5",".227",".416",".560",NA,".532","11.5","22.5",".167",NA,".543","13.3","75.6",".189",NA,"Spectrum Center","439,854","16,917"
"20","19","New York Knicks","26.4","25","31","26","30","-1.27","0.12","-1.15","108.9","110.2","-1.3","95.6",".260",".425",".545",NA,".511","12.4","24.9",".194",NA,".519","11.8","78.1",".188",NA,"Madison Square Garden (IV)","509,802","18,207"
"21","20","Los Angeles Lakers","30.6","26","30","25","31","-1.57","-0.64","-2.21","108.9","110.4","-1.5","100.2",".249",".388",".562",NA,".534","13.1","21.0",".180",NA,".526","12.7","75.9",".189",NA,"Crypto.com Arena","560,244","18,675"
"22","21","Los Angeles Clippers","27.6","27","30","26","31","-1.61","0.27","-1.35","107.6","109.2","-1.6","98.5",".222",".394",".555",NA,".522","12.9","19.9",".175",NA,".510","12.3","74.2",".168",NA,"Crypto.com Arena","476,756","16,440"
"23","22","Indiana Pacers","26.9","19","37","24","32","-2.48","0.51","-1.98","110.6","113.1","-2.5","97.3",".237",".395",".554",NA,".521","12.7","24.9",".183",NA,".535","11.8","77.1",".204",NA,"Gainbridge Fieldhouse","391,917","13,997"
"24","23","Washington Wizards","26.0","25","29","22","32","-3.09","0.59","-2.50","109.4","112.6","-3.2","96.9",".257",".359",".558",NA,".521","12.2","21.0",".201",NA,".518","10.7","76.7",".197",NA,"Capital One Arena","429,093","15,325"
"25","24","New Orleans Pelicans","25.6","22","33","21","34","-3.45","0.25","-3.21","108.7","112.3","-3.6","96.8",".258",".377",".544",NA,".504","12.9","25.7",".205",NA,".542","12.7","78.6",".194",NA,"Smoothie King Center","400,976","15,422"
"26","25","Portland Trail Blazers","26.8","22","34","20","36","-4.57","0.49","-4.09","109.8","114.5","-4.7","97.8",".247",".437",".558",NA,".524","12.5","22.7",".188",NA,".555","12.5","78.6",".190",NA,"Moda Center","525,454","16,950"
"27","26","Sacramento Kings","25.5","21","36","20","37","-4.95","0.24","-4.71","109.7","114.6","-4.9","99.7",".250",".380",".555",NA,".521","12.5","22.7",".190",NA,".542","11.6","75.3",".175",NA,"Golden 1 Center","433,978","13,562"
"28","27","Oklahoma City Thunder","22.7","17","37","16","38","-6.72","0.24","-6.49","102.8","109.7","-6.9","97.8",".215",".424",".518",NA,".484","12.3","22.1",".164",NA,".522","12.1","76.3",".157",NA,"Paycom Center","378,731","14,027"
"29","28","Orlando Magic","23.5","13","43","15","41","-7.95","0.12","-7.82","104.2","112.2","-8.0","98.8",".225",".411",".536",NA,".501","13.2","20.1",".177",NA,".530","12.0","76.4",".195",NA,"Amway Center","376,936","15,077"
"30","29","Houston Rockets","24.7","15","40","14","41","-8.95","0.26","-8.69","107.3","116.1","-8.8","100.8",".292",".451",".561",NA,".529","15.0","22.1",".208",NA,".554","12.3","75.3",".201",NA,"Toyota Center","402,286","15,473"
"31","30","Detroit Pistons","23.6","12","43","12","43","-10.05","0.48","-9.57","103.1","113.2","-10.1","98.8",".248",".395",".522",NA,".482","12.9","22.4",".193",NA,".545","13.6","75.8",".217",NA,"Little Caesars Arena","409,288","15,159"
"32","","League Average","26.4","","","28","28","0.00","0.00","0.00","110.5","110.5","","98.1",".240",".401",".559",NA,".526","12.5","23.2",".186",NA,".526","12.5","76.8",".186",NA,"","458,933","16,568"
