"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Boston Celtics",79,242.8,38.2,87.9,0.434,11.8,34.8,0.339,26.3,53,0.497,16.1,20.5,0.787,10.4,33.3,43.7,21.5,7.4,4.6,13.9,19.4,104.3
"2",2,"Dallas Mavericks",79,240.9,39.1,85.4,0.458,11,32.2,0.341,28.1,53.2,0.529,15.6,20.5,0.761,9.6,34.4,44,23.5,6.9,3.7,13.1,20.1,104.8
"3",3,"Miami Heat",79,242.2,37.3,83.8,0.445,12.9,38.1,0.339,24.4,45.7,0.533,17.7,22.7,0.778,9.6,32.1,41.7,23.1,7.4,4.1,15,20.6,105.2
"4",4,"Cleveland Cavaliers",79,240.6,39.3,87.1,0.452,11.6,33.2,0.351,27.7,53.9,0.514,14.9,19.3,0.773,10.5,32.4,42.9,23.9,8.5,4.6,13.6,20.1,105.2
"5",5,"Golden State Warriors",79,240.6,38,86.5,0.439,12.2,36,0.34,25.7,50.5,0.509,17.3,22.8,0.759,9.6,33,42.7,23,7.9,3.9,14.5,18,105.5
"6",6,"Philadelphia 76ers",78,241.6,39.5,86.5,0.457,11.3,32.8,0.345,28.2,53.7,0.526,16.4,21.4,0.769,10.1,34.3,44.4,23.4,6.6,4.6,13.1,19.5,106.8
"7",7,"Toronto Raptors",78,242.2,38.9,84.4,0.461,12.3,34.8,0.352,26.6,49.6,0.538,16.9,21.4,0.788,10.4,33.7,44.1,25.2,6.7,5.1,15.9,19.1,106.9
"8",8,"New York Knicks",79,241.3,38.5,86,0.448,12.7,37,0.343,25.8,49.1,0.526,17.2,22.5,0.763,9.4,34.3,43.7,24.1,7,4.6,12.5,20.4,106.9
"9",9,"Phoenix Suns",78,240.6,39.3,88.7,0.444,11.6,34.3,0.339,27.7,54.4,0.51,16.8,22.1,0.761,10.6,33.7,44.4,22.9,7.5,3.9,14.7,19.1,107.1
"10",10,"Utah Jazz",78,240.3,40.5,89.1,0.455,12.2,34.8,0.35,28.3,54.3,0.522,14.6,19.3,0.757,9.9,31.7,41.6,23.3,7.6,4.3,11.9,20,107.9
"11",11,"Los Angeles Clippers",79,241.3,40.8,90.4,0.452,11.7,33.8,0.346,29.1,56.6,0.515,15.4,19.8,0.779,12,35.2,47.2,24.1,7.6,4.2,13.6,18.4,108.8
"12",12,"Memphis Grizzlies",78,241,40.1,88.5,0.453,12,34.4,0.35,28,54.1,0.518,17,22.1,0.771,10,32.8,42.8,24.9,7.2,6.2,15,19.7,109.2
"13",13,"Denver Nuggets",79,241.3,41,87.3,0.469,11.8,34.3,0.344,29.2,53,0.551,16.2,21.4,0.754,9.7,32.6,42.3,25.3,8,4.8,12.8,19.9,109.9
"14",14,"New Orleans Pelicans",78,241,40.1,85.8,0.467,12.9,35.7,0.361,27.2,50.1,0.542,16.9,21.6,0.784,9.4,32.6,42,24.5,7.4,4.8,14,20.4,109.9
"15",15,"Oklahoma City Thunder",78,241.6,41.3,90.7,0.455,13.7,38.9,0.351,27.6,51.8,0.533,15.1,19.6,0.771,11,37.3,48.3,26.1,8.5,5.9,13.3,18,111.3
"16",16,"Chicago Bulls",78,240.6,41.2,87.4,0.471,11.6,31.8,0.364,29.6,55.7,0.532,17.5,22.1,0.794,9.4,34,43.4,24.7,7.1,4.9,13.1,18.1,111.4
"17",17,"Washington Wizards",78,241.9,41.2,88.8,0.464,11.2,31.5,0.357,29.9,57.3,0.522,18.1,22.4,0.809,10.3,34,44.3,23.4,7.2,4.2,11.9,20.1,111.7
"18",18,"Milwaukee Bucks",78,241,41.3,90.5,0.456,14.4,40.5,0.357,26.8,50,0.536,15,20,0.747,9.9,34.2,44.1,25.7,7.4,4.4,13,19.6,112
"19",19,"Orlando Magic",79,241.3,40.7,89,0.458,13.1,36.2,0.362,27.6,52.8,0.523,17.5,22.6,0.774,10.4,36.6,47,24.8,8,5.2,13.2,18.5,112
"20",20,"Detroit Pistons",79,241.3,40.4,85.8,0.471,11.8,32.6,0.363,28.6,53.3,0.536,19.4,25,0.774,10.4,35.9,46.3,25.1,7.3,5.3,14.8,19.7,112
"21",21,"Brooklyn Nets",78,241,40.8,90.1,0.453,12.5,36.2,0.346,28.3,53.9,0.524,18.2,22.9,0.797,11.2,33.2,44.4,23.9,7.9,4.9,13.5,19.7,112.3
"22",22,"Atlanta Hawks",78,240.3,41.9,89.1,0.47,12.9,35.2,0.366,29,53.8,0.539,15.7,19.8,0.795,10.3,33.6,43.9,25.6,7.1,4.5,12.8,20.5,112.4
"23",23,"Minnesota Timberwolves",79,241.3,39.9,87.2,0.458,13.1,37.8,0.348,26.8,49.5,0.542,19.8,25.3,0.783,11,34.8,45.8,26.1,7.3,4.9,16.4,20.8,112.8
"24",24,"San Antonio Spurs",78,241.6,42.6,91.2,0.467,12,33.4,0.36,30.6,57.9,0.528,15.8,20.7,0.767,11.4,35.3,46.7,23.9,7.4,5.1,13.9,18.8,113
"25",25,"Indiana Pacers",79,242.5,42.2,88,0.48,11.9,32.3,0.37,30.3,55.8,0.543,17.9,22.5,0.796,10.2,32.9,43.1,24.8,8.1,4.9,13.1,19.3,114.3
"26",26,"Los Angeles Lakers",78,243.5,42.3,90.2,0.469,12.6,35.7,0.352,29.7,54.5,0.546,17.5,23.6,0.745,11.1,35.6,46.6,25.9,8.3,4.1,14,19.7,114.8
"27",27,"Charlotte Hornets",78,242.6,41.9,90.2,0.465,14,38.9,0.359,28,51.3,0.546,16.9,22.1,0.763,11.4,35.9,47.3,26.4,7.5,4.7,15.1,19.7,114.8
"28",28,"Portland Trail Blazers",78,240.6,41.2,86,0.479,13.8,37.2,0.372,27.3,48.9,0.56,18.9,24.3,0.78,9.5,34.9,44.4,26.8,8.1,4.9,14,19.6,115.1
"29",29,"Sacramento Kings",79,241.6,43.4,90.5,0.48,12.9,34.8,0.37,30.6,55.7,0.548,16,20.6,0.776,10.4,35.3,45.8,25.3,8.1,4.8,13.5,20.2,115.7
"30",30,"Houston Rockets",79,240.9,43.5,89.9,0.483,12.7,36.2,0.351,30.7,53.7,0.572,18.4,23.7,0.778,11.1,34.5,45.6,25.7,9.5,5.8,14.1,22.2,118.1
"31",NA,"League Average",78,241.4,40.5,88.1,0.46,12.4,35.2,0.353,28.1,52.9,0.532,16.9,21.8,0.774,10.3,34.1,44.5,24.6,7.6,4.7,13.8,19.6,110.4
