"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Cleveland Cavaliers",61,240,38.7,87.3,0.443,11.5,33.5,0.343,27.2,53.8,0.505,13.9,18.2,0.763,10.8,32.4,43.2,23.2,8.7,4.6,13.9,19.6,102.7
"2",2,"Dallas Mavericks",62,241.2,38.7,85.1,0.455,10.7,31.9,0.337,28,53.2,0.526,15.2,20.2,0.754,9.4,34.7,44.1,23.3,7,3.8,13.6,20,103.4
"3",3,"Boston Celtics",64,243.1,38,88.2,0.43,11.7,34.7,0.337,26.3,53.5,0.491,16.1,20.6,0.782,10.4,34.1,44.5,21.5,7.5,4.6,14,19.3,103.8
"4",4,"Golden State Warriors",62,240.8,37.6,86.4,0.435,12.1,36.1,0.335,25.5,50.3,0.507,16.7,22.3,0.752,9.7,33,42.7,22.3,7.9,4.1,15.2,18,104
"5",5,"Miami Heat",62,242.8,37.2,83.7,0.444,13.2,38.5,0.344,24,45.3,0.53,17.1,22.3,0.767,9.6,32.2,41.7,23.3,7.4,4.2,15.5,20.7,104.7
"6",6,"Phoenix Suns",61,240.4,39.2,89,0.441,11.4,34.3,0.332,27.9,54.7,0.51,16,21.2,0.754,10.6,34,44.6,22.2,7.5,4.1,14.6,19.1,105.9
"7",7,"Philadelphia 76ers",60,241.7,39.2,87,0.451,11.3,33.4,0.337,27.9,53.6,0.521,16.3,21.1,0.775,10.5,34.6,45.1,23.1,6.3,4.6,13.4,19.2,106
"8",8,"Utah Jazz",60,240,40.6,89.9,0.452,11.9,34.4,0.345,28.8,55.5,0.518,13.9,18.6,0.748,10.1,31.7,41.8,23.1,7.6,4.2,12.1,20,107
"9",9,"New York Knicks",61,241.6,38.6,86.6,0.446,13,37.6,0.346,25.6,49.1,0.522,16.8,21.9,0.767,9.6,34.7,44.3,24.5,7.4,4.5,12.7,19.9,107
"10",10,"Los Angeles Clippers",64,240.8,40.4,90.9,0.445,11.6,34.4,0.338,28.8,56.5,0.51,14.9,19,0.781,12,35.3,47.3,23.8,7.9,4.2,13.9,18.6,107.3
"11",11,"Toronto Raptors",61,242,39,84.3,0.463,12.4,34.8,0.356,26.7,49.4,0.539,16.9,21.2,0.797,10.4,33.9,44.3,25,6.9,5.1,16.2,19,107.4
"12",12,"Denver Nuggets",61,240.8,40.2,86.7,0.464,11.5,34.3,0.334,28.7,52.3,0.549,15.7,20.9,0.753,9.6,33,42.6,24.4,7.9,4.9,13.1,19.4,107.6
"13",13,"Oklahoma City Thunder",61,241.6,40.6,90.2,0.45,13,38,0.342,27.6,52.2,0.529,14.6,19.4,0.753,11.1,37.8,48.9,25.4,8.1,6.3,13.6,17.7,108.8
"14",14,"Memphis Grizzlies",63,241.2,39.9,88.5,0.451,12.3,35,0.353,27.6,53.5,0.516,16.8,21.6,0.778,10.1,32.7,42.7,25.1,7.3,6.3,15,19.5,109.1
"15",15,"New Orleans Pelicans",61,240.8,39.8,85.7,0.465,12.8,35.4,0.36,27.1,50.3,0.538,16.7,21.3,0.785,9.3,32.9,42.2,23.8,7.6,5,13.6,20.3,109.2
