"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","66","15865",".469","14.7",NA,".599",".253",".159",".101",".086",".401",NA,".540",".697",".419",".458",".400",".363",NA,".513",".849",NA,".059","306",NA,".251","847",NA,".236",".385"
"3","2","Boston Celtics","68","16520",".431","15.2",NA,".607",".194",".214",".103",".096",".393",NA,".493",".701",".392",".407",".387",".336",NA,".464",".796",NA,".047","263",NA,".259","790",NA,".213",".355"
"4","3","Brooklyn Nets","67","16130",".453","14.2",NA,".600",".262",".168",".093",".077",".400",NA,".528",".679",".393",".441",".409",".340",NA,".501",".787",NA,".056","298",NA,".270","895",NA,".243",".357"
"5","4","Chicago Bulls","66","15865",".468","13.4",NA,".636",".299",".170",".091",".077",".364",NA,".528",".669",".409",".402",".389",".363",NA,".519",".828",NA,".057","300",NA,".291","944",NA,".229",".418"
"6","5","Charlotte Hornets","68","16520",".464","14.5",NA,".570",".262",".172",".077",".059",".430",NA,".545",".682",".435",".405",".439",".357",NA,".526",".829",NA,".067","353",NA,".266","905",NA,".270",".373"
"7","6","Cleveland Cavaliers","66","15840",".446","13.7",NA,".617",".296",".160",".090",".071",".383",NA,".508",".609",".413",".420",".412",".347",NA,".511",".818",NA,".059","294",NA,".274","823",NA,".258",".360"
"8","7","Dallas Mavericks","67","16155",".457","13.9",NA,".627",".238",".206",".109",".073",".373",NA,".528",".692",".457",".421",".352",".337",NA,".516",".824",NA,".057","280",NA,".257","851",NA,".252",".374"
"9","8","Denver Nuggets","67","16155",".465","14.3",NA,".603",".222",".216",".097",".070",".397",NA,".548",".727",".470",".447",".363",".339",NA,".524",".819",NA,".058","306",NA,".263","899",NA,".235",".365"
"10","9","Detroit Pistons","67","16180",".474","13.8",NA,".621",".258",".211",".081",".070",".379",NA,".539",".670",".473",".415",".398",".368",NA,".538",".817",NA,".062","321",NA,".284","923",NA,".250",".421"
"11","10","Golden State Warriors","67","16130",".437","14.8",NA,".582",".181",".254",".087",".061",".418",NA,".510",".692",".448",".424",".346",".337",NA,".485",".842",NA,".046","242",NA,".274","863",NA,".245",".398"
"12","11","Houston Rockets","67","16155",".482","14.2",NA,".588",".273",".170",".083",".063",".412",NA,".571",".711",".455",".466",".418",".356",NA,".497",".801",NA,".073","390",NA,".265","931",NA,".244",".383"
"13","12","Indiana Pacers","67","16280",".473","13.6",NA,".639",".256",".205",".104",".074",".361",NA,".536",".678",".450",".432",".431",".361",NA,".489",".796",NA,".063","326",NA,".280","925",NA,".224",".384"
"14","13","Los Angeles Clippers","69","16610",".447","13.7",NA,".623",".256",".205",".104",".059",".377",NA,".512",".652",".421",".424",".377",".340",NA,".508",".801",NA,".058","319",NA,".275","906",NA,".216",".344"
"15","14","Los Angeles Lakers","66","16090",".462","14.0",NA,".603",".263",".192",".086",".062",".397",NA,".536",".708",".414",".389",".389",".351",NA,".521",".837",NA,".062","327",NA,".275","933",NA,".198",".370"
"16","15","Memphis Grizzlies","68","16395",".453","14.0",NA,".605",".276",".167",".097",".066",".395",NA,".517",".649",".394",".431",".406",".354",NA,".541",".825",NA,".063","327",NA,".269","866",NA,".173",".397"
