"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"17","16","Miami Heat","69","16735",".443","15.4",NA,".545",".216",".173",".097",".059",".455",NA,".529",".691",".434",".419",".390",".341",NA,".507",".834",NA,".046","236",NA,".237","779",NA,".266",".371"
"18","17","Milwaukee Bucks","68","16370",".452","15.6",NA,".552",".215",".165",".100",".071",".448",NA,".535",".697",".433",".435",".424",".349",NA,".512",".832",NA,".046","249",NA,".242","841",NA,".210",".365"
"19","18","Minnesota Timberwolves","69","16660",".452","14.4",NA,".569",".252",".171",".084",".061",".431",NA,".532",".687",".408",".391",".429",".348",NA,".562",".843",NA,".067","361",NA,".268","858",NA,".288",".380"
"20","19","New Orleans Pelicans","67","16155",".465","14.8",NA,".584",".229",".174",".102",".078",".416",NA,".541",".700",".457",".450",".386",".359",NA,".504",".808",NA,".047","248",NA,".248","830",NA,".221",".410"
"21","20","New York Knicks","67","16180",".444","14.7",NA,".569",".260",".147",".088",".074",".431",NA,".519",".662",".409",".433",".335",".345",NA,".524",".840",NA,".054","286",NA,".261","832",NA,".234",".354"
"22","21","Oklahoma City Thunder","66","15940",".454","14.9",NA,".571",".199",".219",".083",".070",".429",NA,".533",".676",".481",".464",".368",".349",NA,".521",".854",NA,".055","271",NA,".272","900",NA,".259",".409"
"23","22","Orlando Magic","68","16370",".459","14.7",NA,".598",".215",".198",".101",".084",".402",NA,".524",".654",".462",".454",".417",".362",NA,".503",".820",NA,".054","301",NA,".252","813",NA,".226",".385"
"24","23","Philadelphia 76ers","65","15700",".454","14.0",NA,".619",".252",".185",".109",".072",".381",NA,".523",".694",".398",".394",".444",".341",NA,".508",".791",NA,".062","308",NA,".258","810",NA,".206",".371"
"25","24","Phoenix Suns","67","16105",".441","14.6",NA,".615",".191",".237",".101",".086",".385",NA,".507",".674",".457",".430",".366",".334",NA,".483",".783",NA,".044","233",NA,".260","850",NA,".189",".345"
"26","25","Portland Trail Blazers","66","15865",".475","14.5",NA,".569",".269",".160",".079",".061",".431",NA,".553",".683",".454",".401",".438",".371",NA,".541",".845",NA,".058","291",NA,".256","864",NA,".287",".404"
"27","26","Sacramento Kings","69","16635",".480","13.9",NA,".619",".245",".210",".092",".072",".381",NA,".552",".718",".446",".427",".451",".363",NA,".481",".809",NA,".058","329",NA,".281","1008",NA,".221",".394"
"28","27","San Antonio Spurs","68","16445",".467","13.4",NA,".639",".266",".210",".093",".071",".361",NA,".530",".653",".440",".448",".446",".356",NA,".467",".798",NA,".059","314",NA,".307","1014",NA,".197",".410"
"29","28","Toronto Raptors","67","16205",".463","14.4",NA,".588",".239",".197",".091",".061",".412",NA,".541",".709",".421",".442",".423",".352",NA,".539",".871",NA,".061","306",NA,".263","838",NA,".306",".384"
"30","29","Utah Jazz","67","16105",".451","14.6",NA,".613",".195",".219",".117",".082",".387",NA,".520",".697",".436",".447",".431",".342",NA,".483",".769",NA,".048","254",NA,".246","831",NA,".204",".363"
"31","30","Washington Wizards","66","15990",".461","14.0",NA,".654",".206",".244",".115",".088",".346",NA,".517",".696",".449",".431",".405",".354",NA,".485",".796",NA,".057","281",NA,".269","869",NA,".198",".378"
"32","","League Average","67","16252",".458","14.3",NA,".601",".241",".193",".095",".072",".399",NA,".530",".682",".436",".429",".402",".350",NA,".509",".820",NA,".057","298",NA,".266","877",NA,".234",".381"
