"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Cleveland Cavaliers",62,240,38.7,87.3,0.444,11.6,33.5,0.345,27.2,53.7,0.506,14,18.3,0.762,10.8,32.5,43.2,23.3,8.7,4.6,13.9,19.7,103
"2",2,"Dallas Mavericks",63,241.2,38.8,85,0.457,10.8,31.9,0.339,28,53.1,0.527,15.2,20.1,0.754,9.4,34.6,44,23.3,7,3.8,13.6,20,103.6
"3",3,"Boston Celtics",65,243.1,38,88.4,0.43,11.7,34.8,0.337,26.3,53.6,0.491,16,20.5,0.782,10.5,34,44.5,21.6,7.6,4.6,13.9,19.2,103.8
"4",4,"Golden State Warriors",63,240.8,37.7,86.4,0.436,12.2,36.2,0.337,25.5,50.2,0.508,16.7,22.2,0.752,9.6,32.9,42.5,22.4,7.9,4,15.1,18,104.3
"5",5,"Miami Heat",64,242.7,37.3,83.8,0.445,13.2,38.3,0.345,24.1,45.5,0.529,17.2,22.4,0.77,9.5,32.2,41.7,23.3,7.3,4.2,15.4,20.7,105
"6",6,"Phoenix Suns",62,240.4,39.1,88.8,0.44,11.4,34.3,0.332,27.7,54.5,0.508,16,21.3,0.754,10.5,33.9,44.4,22.2,7.5,4,14.7,19.2,105.6
"7",7,"Philadelphia 76ers",61,241.6,39.2,87,0.45,11.2,33.3,0.337,28,53.8,0.521,16.4,21.2,0.773,10.5,34.5,45,23,6.4,4.5,13.3,19.3,106
"8",8,"New York Knicks",62,241.6,38.6,86.5,0.447,13,37.5,0.348,25.6,48.9,0.523,17,22.1,0.769,9.5,34.7,44.3,24.5,7.3,4.6,12.7,20,107.3
"9",9,"Utah Jazz",61,240.4,40.7,89.8,0.453,12,34.6,0.347,28.6,55.2,0.519,14,18.8,0.746,10,31.6,41.6,23.1,7.7,4.2,12.2,20.1,107.4
"10",10,"Toronto Raptors",62,242,39,84.3,0.463,12.4,34.9,0.355,26.7,49.4,0.54,17,21.3,0.796,10.4,33.9,44.3,25,6.9,5.1,16.1,19.2,107.4
