"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"14","13","Los Angeles Clippers","65","15650",".456","14.8",NA,".612",".210",".181",".118",".102",".388",NA,".513",".685",".458",".430",".353",".366",NA,".494",".814",NA,".053","259",NA,".213","662",NA,".214",".408",NA,"14","0"
"15","14","Los Angeles Lakers","62","15105",".465","14.0",NA,".613",".284",".153",".085",".091",".387",NA,".539",".696",".413",".383",".410",".346",NA,".478",".837",NA,".064","310",NA,".308","973",NA,".214",".380",NA,"5","0"
"16","15","Memphis Grizzlies","64","15435",".458","12.8",NA,".654",".273",".229",".107",".044",".346",NA,".521",".664",".417",".436",".379",".341",NA,".498",".848",NA,".053","285",NA,".280","928",NA,".233",".364",NA,"8","0"
"17","16","Miami Heat","64","15535",".463","14.7",NA,".583",".227",".182",".111",".064",".417",NA,".526",".695",".424",".421",".394",".375",NA,".545",".861",NA,".050","242",NA,".243","765",NA,".302",".421",NA,"18","0"
"18","17","Milwaukee Bucks","64","15410",".461","15.3",NA,".560",".229",".160",".104",".067",".440",NA,".539",".707",".420",".446",".391",".362",NA,".449",".795",NA,".046","229",NA,".246","815",NA,".244",".386",NA,"8","0"
"19","18","Minnesota Timberwolves","64","15460",".451","14.6",NA,".546",".262",".177",".059",".047",".454",NA,".535",".668",".421",".408",".381",".351",NA,".515",".799",NA,".064","322",NA,".276","880",NA,".220",".374",NA,"15","0"
"20","19","New Orleans Pelicans","63","15170",".452","13.8",NA,".627",".267",".182",".093",".085",".373",NA,".524",".671",".419",".442",".380",".329",NA,".536",".880",NA,".056","277",NA,".293","864",NA,".243",".377",NA,"13","1"
"21","20","New York Knicks","63","15220",".434","14.7",NA,".574",".251",".157",".087",".080",".426",NA,".495",".647",".375",".395",".363",".352",NA,".456",".794",NA,".067","315",NA,".235","656",NA,".206",".374",NA,"6","0"
"22","21","Oklahoma City Thunder","63","15220",".422","14.3",NA,".586",".213",".251",".076",".045",".414",NA,".499",".625",".439",".419",".373",".314",NA,".458",".823",NA,".051","245",NA,".320","907",NA,".203",".352",NA,"6","0"
"23","22","Orlando Magic","64","15410",".434","14.3",NA,".589",".228",".227",".069",".066",".411",NA,".507",".660",".428",".430",".329",".330",NA,".493",".865",NA,".062","308",NA,".268","792",NA,".206",".375",NA,"9","0"
"24","23","Philadelphia 76ers","62","14980",".465","14.0",NA,".634",".233",".195",".126",".079",".366",NA,".526",".701",".419",".423",".443",".360",NA,".494",".832",NA,".046","220",NA,".247","739",NA,".233",".379",NA,"8","0"
"25","24","Phoenix Suns","63","15145",".482","14.3",NA,".646",".181",".229",".145",".091",".354",NA,".547",".698",".515",".482",".430",".363",NA,".553",".841",NA,".053","279",NA,".217","708",NA,".260",".394",NA,"10","0"
"26","25","Portland Trail Blazers","62","14905",".446","14.9",NA,".565",".254",".164",".071",".076",".435",NA,".518",".625",".436",".437",".415",".352",NA,".489",".779",NA,".044","204",NA,".267","773",NA,".208",".378",NA,"5","0"
"27","26","Sacramento Kings","65","15675",".457","13.9",NA,".622",".230",".221",".104",".067",".378",NA,".528",".699",".430",".420",".433",".341",NA,".493",".794",NA,".061","298",NA,".260","835",NA,".219",".382",NA,"12","1"
"28","27","San Antonio Spurs","63","15245",".468","13.2",NA,".664",".234",".231",".128",".070",".336",NA,".526",".667",".461",".453",".400",".354",NA,".555",".912",NA,".037","195",NA,".293","966",NA,".230",".378",NA,"6","1"
"29","28","Toronto Raptors","63","15245",".443","14.4",NA,".623",".222",".203",".102",".095",".377",NA,".497",".652",".427",".405",".385",".353",NA,".443",".793",NA,".057","275",NA,".247","742",NA,".226",".407",NA,"13","2"
"30","29","Utah Jazz","62","14905",".473","15.0",NA,".532",".206",".233",".067",".026",".468",NA,".571",".734",".485",".440",".390",".361",NA,".456",".717",NA,".070","337",NA,".251","769",NA,".235",".387",NA,"10","1"
"31","30","Washington Wizards","62","15030",".467","13.7",NA,".642",".229",".236",".103",".075",".358",NA,".540",".727",".449",".425",".411",".336",NA,".525",".841",NA,".064","303",NA,".288","884",NA,".249",".402",NA,"7","0"
"32","","League Average","63","15305",".457","14.3",NA,".601",".241",".192",".096",".072",".399",NA,".529",".681",".436",".428",".402",".350",NA,".509",".820",NA,".057","279",NA,".265","823",NA,".234",".381",NA,"11.1","0.3"
