"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"11","10","Golden State Warriors*","0","","","14.8",NA,"","","","","","",NA,"",".688",".457",".428",".335","",NA,"","",NA,"","296",NA,"","1037",NA,"",".397"
"12","11","Houston Rockets","0","","","14.0",NA,"","","","","","",NA,"",".713",".457",".457",".414","",NA,"","",NA,"","495",NA,"","1157",NA,"",".377"
"13","12","Indiana Pacers","0","","","13.6",NA,"","","","","","",NA,"",".692",".455",".441",".423","",NA,"","",NA,"","413",NA,"","1165",NA,"",".400"
"14","13","Los Angeles Clippers","2","480",".462","13.7",NA,".667","10.883","9.333","4.380","2.608",".333",NA,".518",".660",".422",".417",".383",".351",NA,"20.407","38.550",NA,"2.439","365",NA,"11.901","1087",NA,"10.561",".355"
"15","14","Los Angeles Lakers","0","","","14.0",NA,"","","","","","",NA,"",".714",".435",".420",".397","",NA,"","",NA,"","416",NA,"","1165",NA,"",".381"
"16","15","Memphis Grizzlies*","0","","","13.9",NA,"","","","","","",NA,"",".653",".413",".432",".407","",NA,"","",NA,"","404",NA,"","1070",NA,"",".391"
"17","16","Miami Heat*","0","","","15.4",NA,"","","","","","",NA,"",".702",".444",".416",".400","",NA,"","",NA,"","284",NA,"","941",NA,"",".372"
"18","17","Milwaukee Bucks*","0","","","15.6",NA,"","","","","","",NA,"",".697",".438",".444",".417","",NA,"","",NA,"","316",NA,"","984",NA,"",".359"
"19","18","Minnesota Timberwolves*","1","240",".436","14.3",NA,".551","23.897","15.269","7.885","5.526",".449",NA,".419",".707",".407",".395",".422",".457",NA,"69.056","56.625",NA,"6.205","438",NA,"24.692","1070",NA,"25.143",".377"
"20","19","New Orleans Pelicans","2","480",".409","14.8",NA,".602","9.284","6.852","4.017","3.119",".398",NA,".472",".706",".456",".447",".395",".314",NA,"23.300","39.727",NA,"1.920","305",NA,"9.972","1032",NA,"9.429",".403"
"21","20","New York Knicks","0","","","14.8",NA,"","","","","","",NA,"",".664",".422",".447",".353","",NA,"","",NA,"","347",NA,"","1006",NA,"",".346"
"22","21","Oklahoma City Thunder","0","","","14.8",NA,"","","","","","",NA,"",".682",".483",".470",".375","",NA,"","",NA,"","359",NA,"","1108",NA,"",".399"
"23","22","Orlando Magic","0","","","14.8",NA,"","","","","","",NA,"",".663",".457",".444",".425","",NA,"","",NA,"","369",NA,"","990",NA,"",".392"
"24","23","Philadelphia 76ers*","0","","","14.0",NA,"","","","","","",NA,"",".695",".405",".410",".434","",NA,"","",NA,"","395",NA,"","1020",NA,"",".369"
"25","24","Phoenix Suns*","0","","","14.6",NA,"","","","","","",NA,"",".677",".454",".435",".365","",NA,"","",NA,"","284",NA,"","1054",NA,"",".355"
"26","25","Portland Trail Blazers","0","","","14.4",NA,"","","","","","",NA,"",".694",".455",".414",".428","",NA,"","",NA,"","400",NA,"","1075",NA,"",".398"
"27","26","Sacramento Kings","0","","","13.9",NA,"","","","","","",NA,"",".712",".435",".424",".438","",NA,"","",NA,"","404",NA,"","1190",NA,"",".396"
"28","27","San Antonio Spurs","1","240",".543","13.6",NA,".753","24.407","19.136","8.457","6.259",".247",NA,".590",".649",".435",".442",".452",".400",NA,"32.361","100.625",NA,"5.235","359",NA,"28.025","1200",NA,"27.300",".410"
"29","28","Toronto Raptors*","0","","","14.4",NA,"","","","","","",NA,"",".702",".416",".439",".422","",NA,"","",NA,"","376",NA,"","1015",NA,"",".385"
"30","29","Utah Jazz*","0","","","14.6",NA,"","","","","","",NA,"",".705",".433",".438",".416","",NA,"","",NA,"","313",NA,"","997",NA,"",".370"
"31","30","Washington Wizards","0","","","14.2",NA,"","","","","","",NA,"",".700",".455",".436",".404","",NA,"","",NA,"","358",NA,"","1073",NA,"",".401"
"32","","League Average","0","360",".462","14.3",NA,".634","50.869","41.011","19.881","15.005",".366",NA,".521",".687",".439",".431",".400",".359",NA,"104.799","185.993",NA,"12.196","370",NA,"55.900","1069",NA,"54.484",".383"
