"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.5","62","16","57","21","7.81","-0.53","7.28","115.0","107.2","+7.8","99.7",".227",".353",".584",NA,".551","11.6","22.0",".181",NA,".509","13.0","76.9",".190",NA,"Phoenix Suns Arena","629,029","16,129"
"3","2","Boston Celtics","26.1","49","30","56","23","6.97","-0.38","6.59","114.0","106.8","+7.2","96.4",".241",".422",".576",NA,".539","12.3","24.0",".197",NA,".501","12.5","77.4",".184",NA,"TD Garden","727,928","17,754"
"4","3","Memphis Grizzlies","24.0","55","23","53","25","6.24","-0.51","5.74","114.8","108.6","+6.2","100.2",".245",".345",".553",NA,".522","11.2","30.2",".180",NA,".521","13.2","78.0",".192",NA,"FedEx Forum","612,137","15,696"
"5","4","Utah Jazz","29.3","46","32","52","26","5.49","-0.31","5.18","116.6","111.0","+5.6","97.1",".264",".470",".590",NA,".557","12.7","25.0",".203",NA,".523","10.9","78.1",".164",NA,"Vivint Smart Home Arena","695,628","18,306"
"6","5","Golden State Warriors","27.6","50","29","52","27","5.20","0.05","5.25","112.2","106.9","+5.3","98.4",".236",".459",".580",NA,".550","13.5","22.8",".181",NA,".510","13.1","78.7",".200",NA,"Chase Center","722,560","18,064"
"7","6","Miami Heat","28.2","51","28","50","29","4.38","-0.16","4.22","113.3","108.7","+4.6","95.8",".251",".420",".581",NA,".544","13.4","23.6",".202",NA,".522","13.8","78.0",".211",NA,"FTX Arena","765,168","19,620"
"8","7","Milwaukee Bucks","28.5","48","30","46","32","3.03","-0.17","2.86","114.8","111.8","+3.0","99.8",".256",".433",".579",NA,".546","12.0","23.1",".198",NA,".536","11.6","78.6",".165",NA,"Fiserv Forum","697,535","17,438"
"9","8","Minnesota Timberwolves","24.2","45","34","47","32","2.94","-0.07","2.87","114.3","111.4","+2.9","100.8",".253",".454",".573",NA,".538","12.5","24.5",".197",NA,".533","14.3","75.0",".227",NA,"Target Center","605,740","15,941"
"10","9","Denver Nuggets","27.7","47","32","46","33","2.53","-0.17","2.37","114.5","111.9","+2.6","97.7",".243",".417",".590",NA,".556","13.2","21.9",".193",NA,".537","11.7","78.2",".185",NA,"Ball Arena","639,185","16,821"
"11","10","Dallas Mavericks","26.7","49","30","46","33","2.44","0.04","2.48","112.0","109.5","+2.5","95.3",".245",".438",".567",NA,".534","11.6","21.2",".189",NA,".522","12.2","77.9",".183",NA,"American Airlines Center","767,593","19,682"
"12","11","Toronto Raptors","24.7","45","33","45","33","2.33","0.13","2.46","112.8","110.4","+2.4","95.9",".234",".375",".543",NA,".511","11.1","28.4",".177",NA,".533","14.5","75.4",".200",NA,"Scotiabank Arena","487,943","12,841"
"13","12","Philadelphia 76ers","26.8","48","30","45","33","2.37","0.08","2.45","112.9","110.5","+2.4","96.1",".282",".375",".575",NA,".530","11.6","19.9",".232",NA,".522","12.0","77.1",".190",NA,"Wells Fargo Center","804,237","20,621"
"14","13","Cleveland Cavaliers","24.7","43","36","45","34","2.18","-0.04","2.14","111.5","109.2","+2.3","96.1",".262",".387",".570",NA,".536","13.4","24.0",".199",NA,".519","12.4","76.4",".171",NA,"Rocket Mortgage Fieldhouse","738,796","18,470"
"15","14","Atlanta Hawks","26.1","41","37","42","36","1.42","0.04","1.47","116.3","114.9","+1.4","97.7",".255",".389",".580",NA,".542","10.8","22.9",".207",NA,".543","11.6","76.8",".177",NA,"State Farm Arena","655,361","16,384"
"16","15","Chicago Bulls","26.3","45","33","40","38","0.31","-0.18","0.13","113.4","113.0","+0.4","98.3",".247",".334",".579",NA,".541","11.6","20.2",".201",NA,".537","11.9","78.3",".200",NA,"United Center","792,793","20,863"
