"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Dallas Mavericks",67,241.1,38.9,85.1,0.457,10.7,31.7,0.337,28.2,53.4,0.528,15.3,20.3,0.753,9.4,34.7,44.1,23.3,6.9,3.8,13.6,20.2,103.7
"2",2,"Cleveland Cavaliers",66,240,38.9,87.2,0.446,11.6,33.4,0.347,27.3,53.8,0.508,14.3,18.7,0.764,10.7,32.3,43,23.5,8.7,4.6,13.7,19.8,103.7
"3",3,"Boston Celtics",68,242.9,38.1,88.3,0.431,11.7,34.7,0.336,26.4,53.6,0.493,16.2,20.6,0.786,10.6,33.9,44.5,21.5,7.5,4.6,13.9,19.3,104
"4",4,"Miami Heat",68,242.6,37.2,84,0.443,13,38.2,0.34,24.2,45.8,0.529,17.3,22.3,0.774,9.6,32.1,41.7,23.2,7.3,4.2,15.3,20.7,104.7
"5",5,"Golden State Warriors",67,240.7,37.8,86.4,0.437,12.2,36.1,0.337,25.6,50.3,0.51,17.1,22.6,0.754,9.7,33,42.7,22.7,8,4.1,15,18,104.9
"6",6,"Phoenix Suns",67,240.4,39.1,88.9,0.441,11.4,34.2,0.334,27.7,54.7,0.507,16.3,21.4,0.759,10.5,34.1,44.6,22.3,7.6,4.1,14.7,19.1,106
"7",7,"Philadelphia 76ers",65,241.5,39.4,86.8,0.454,11.3,33.1,0.341,28.1,53.7,0.523,16.4,21.3,0.773,10.4,34.4,44.9,23.2,6.4,4.7,13.3,19.4,106.4
"8",8,"New York Knicks",67,241.5,38.5,86.6,0.444,12.9,37.3,0.345,25.6,49.3,0.519,17.2,22.5,0.763,9.5,34.5,44,24.2,7.1,4.7,12.5,20.2,107
"9",9,"Utah Jazz",66,240.4,40.5,89.8,0.45,11.9,34.8,0.341,28.6,55,0.52,14.4,19.2,0.749,10.1,31.8,42,22.9,7.8,4.3,12,20.2,107.2
"10",10,"Toronto Raptors",66,241.9,39,84.5,0.462,12.3,34.9,0.351,26.8,49.6,0.54,16.9,21.2,0.797,10.4,34.1,44.5,25,6.8,5.2,16,19.2,107.3
"11",11,"Los Angeles Clippers",69,240.7,40.6,90.7,0.447,11.6,34.2,0.34,28.9,56.5,0.512,15,19.1,0.781,12,35.3,47.3,24,7.8,4.2,13.8,18.6,107.7
"12",12,"Denver Nuggets",67,241.1,40.4,86.9,0.465,11.7,34.4,0.339,28.7,52.4,0.548,15.7,21,0.749,9.6,33.1,42.7,24.6,7.9,4.8,13.2,19.8,108.2
"13",13,"Memphis Grizzlies",68,241.1,40,88.4,0.453,12.3,34.9,0.354,27.7,53.5,0.517,17,22,0.772,10.1,33,43.1,25.1,7.2,6.2,15,19.7,109.3
"14",14,"New Orleans Pelicans",67,241.1,40,86,0.465,12.8,35.8,0.359,27.1,50.2,0.541,17.1,21.9,0.783,9.5,32.9,42.4,24.1,7.6,4.9,13.7,20.3,109.9
"15",15,"Oklahoma City Thunder",66,241.5,41,90.2,0.454,13.5,38.7,0.349,27.5,51.6,0.533,14.8,19.5,0.757,11,37.8,48.8,25.8,8.3,6.2,13.6,17.8,110.2
"16",16,"Milwaukee Bucks",67,240.7,40.8,90.3,0.451,14.1,40.4,0.348,26.7,49.9,0.535,14.9,20.1,0.741,10.1,34.3,44.4,25.3,7.3,4.3,13.2,19.7,110.5
