"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Cleveland Cavaliers",56,240,38.6,87.7,0.44,11.4,33.7,0.337,27.2,54,0.504,13.6,18.1,0.754,11,32.5,43.5,23.1,8.6,4.5,13.9,19.3,102.1
"2",2,"Golden State Warriors",56,240.9,37.2,86.6,0.429,12,36.3,0.331,25.1,50.2,0.501,16.6,22.1,0.752,9.8,32.8,42.7,22.3,8.1,4.1,15.2,17.6,103
"3",3,"Dallas Mavericks",56,241.3,38.6,85.2,0.453,10.7,31.9,0.335,27.9,53.2,0.524,15.3,20.2,0.757,9.2,34.9,44.1,23.4,6.9,3.9,13.6,20,103.2
"4",4,"Boston Celtics",57,243.5,38.1,88.2,0.432,11.9,35.1,0.337,26.2,53.1,0.494,15.7,20.3,0.775,10.4,34.3,44.7,21.6,7.6,4.8,14.1,19.2,103.7
"5",5,"Miami Heat",56,242.2,37,83.5,0.443,13.3,38.6,0.344,23.7,44.9,0.527,17,21.9,0.776,9.5,31.9,41.4,23.2,7.4,4.3,15.5,20,104.2
"6",6,"Phoenix Suns",55,240.5,39.1,88.6,0.441,11.4,34.1,0.334,27.7,54.5,0.508,15.9,21.1,0.753,10.5,33.9,44.4,22.1,7.5,4,14.7,19.4,105.4
"7",7,"Philadelphia 76ers",55,241.8,39.1,87.1,0.449,11.1,33,0.335,28.1,54.1,0.519,16.1,20.7,0.776,10.6,34.6,45.2,23.1,6.5,4.7,13.3,18.8,105.4
"8",8,"New York Knicks",56,241.3,38.3,86.5,0.443,13.1,37.8,0.345,25.3,48.7,0.519,16.3,21.2,0.767,9.7,34.3,44.1,24.4,7.3,4.7,12.8,19.6,106
"9",9,"Toronto Raptors",54,242.3,38.8,84.4,0.459,12.3,34.8,0.354,26.4,49.6,0.533,17,21.4,0.798,10.6,33.5,44.2,24.7,7.1,5,16.2,18.9,106.9
"10",10,"Utah Jazz",56,240,40.6,90.2,0.45,11.8,34.3,0.343,28.8,55.9,0.516,14,18.6,0.75,10.1,32.1,42.2,23.1,7.6,4.2,12.2,20.1,107
"11",11,"Oklahoma City Thunder",55,240.9,40.1,89.7,0.447,13.1,38.3,0.343,26.9,51.4,0.524,14.2,19,0.749,11.1,37.5,48.6,25.1,8.1,6.2,13.5,17.6,107.5
"12",12,"Denver Nuggets",55,240.9,40.2,86.5,0.465,11.7,34.4,0.34,28.5,52.1,0.547,15.5,20.6,0.754,9.7,33.3,43,24.5,7.7,4.9,13.2,19.3,107.6
"13",13,"Los Angeles Clippers",57,240.9,40.6,90.9,0.447,11.5,34.2,0.336,29.1,56.7,0.514,15.3,19.3,0.791,12.1,35.8,47.9,23.9,8,4.3,13.9,18.8,108
"14",14,"Memphis Grizzlies",57,241.3,39.8,88.1,0.452,12.5,35.2,0.355,27.3,52.8,0.516,16.5,21.1,0.781,9.9,32.9,42.8,25.2,7.2,6.4,15.3,19.1,108.5
"15",15,"New Orleans Pelicans",55,240.9,39.9,85.5,0.466,12.9,35.3,0.365,27,50.1,0.538,16.5,21,0.788,9.1,33.3,42.4,24.2,7.6,5,13.7,20.3,109.1
"16",16,"Milwaukee Bucks",57,240.9,40.2,90,0.446,14,41.1,0.341,26.2,49,0.534,14.9,20,0.745,10.4,34.4,44.8,25.1,7.4,4.5,13.5,19.2,109.2
"17",17,"Washington Wizards",54,241.9,40.7,89.2,0.456,11,31.1,0.353,29.7,58,0.512,17.6,21.9,0.801,10.6,34.4,45,23.1,7.5,4.3,11.8,20.3,110
"18",18,"Chicago Bulls",56,240.4,41.1,87.9,0.467,11.8,32.4,0.365,29.3,55.6,0.527,16.5,20.7,0.798,9.5,34,43.5,25,7.3,5.1,13.5,17.7,110.4
"19",19,"Orlando Magic",57,240.4,40.5,88.5,0.458,12.8,35.5,0.36,27.8,53,0.523,17.3,22.3,0.775,10.6,36.2,46.8,24.6,8,5.4,13.4,18.3,111.1
"20",20,"Brooklyn Nets",55,240.9,40.8,90.9,0.449,12.1,36.4,0.332,28.7,54.5,0.527,17.4,21.7,0.803,11.2,33.6,44.8,23.9,7.8,5.2,13,19.3,111.1
"21",21,"Indiana Pacers",57,242.6,41.2,87.3,0.471,11.2,31.3,0.357,30,56,0.535,17.9,22.6,0.794,9.9,33.2,43.1,23.5,7.9,4.9,13,19.5,111.4
"22",22,"Minnesota Timberwolves",56,241.3,39.5,86.4,0.457,13.1,37.4,0.351,26.4,49,0.538,19.4,25,0.779,10.9,35.1,46,25.9,7.3,5.1,16.6,20.5,111.6
"23",23,"San Antonio Spurs",56,241.3,42.4,91.4,0.464,11.7,33.1,0.353,30.7,58.3,0.527,15.1,19.8,0.761,11.4,35.4,46.8,23.9,7.5,5.3,13.9,18.2,111.6
"24",24,"Atlanta Hawks",55,240,41.6,89.1,0.467,13.1,36.1,0.364,28.4,52.9,0.537,15.5,19.5,0.798,9.9,33.7,43.5,25.8,7.4,4.5,12.3,20.1,111.9
"25",25,"Portland Trail Blazers",56,240.4,41,86.3,0.475,13.8,36.8,0.374,27.2,49.4,0.55,16.4,21.8,0.755,9.2,34.7,43.8,26.2,7.5,4.6,13.7,19.6,112.2
"26",26,"Los Angeles Lakers",56,244,41.4,90.7,0.456,12.6,36.6,0.345,28.7,54.1,0.532,17.2,23,0.746,11.2,35.9,47.1,25.9,8.3,4,14.6,20,112.5
"27",27,"Detroit Pistons",56,240.9,40.9,86.2,0.475,12.4,33.1,0.375,28.5,53,0.537,18.6,24.1,0.773,10.3,36.8,47.1,25.6,7.6,5.1,15.2,20.2,112.8
"28",28,"Charlotte Hornets",57,241.8,41.7,89.8,0.465,14.1,39,0.361,27.7,50.8,0.544,16.9,21.8,0.773,10.9,36.5,47.5,26,7.6,4.8,15.3,19.4,114.4
"29",29,"Sacramento Kings",57,241.3,43.3,91.2,0.474,12.4,34.4,0.362,30.8,56.9,0.542,15.9,20.7,0.771,11,35,46,24.8,7.9,5.2,13.2,19.1,114.9
"30",30,"Houston Rockets",55,240.5,43.1,89.7,0.48,13.2,37.4,0.352,29.9,52.2,0.572,18,23.1,0.781,10.7,34.1,44.9,25.3,9.8,5.8,14,22.7,117.3
"31",NA,"League Average",56,241.3,40.2,88.1,0.456,12.3,35.3,0.349,27.8,52.8,0.527,16.3,21.2,0.773,10.4,34.4,44.7,24.3,7.7,4.8,13.9,19.4,109
