"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.5","61","14","56","19","8.45","-0.62","7.83","115.6","107.1","+8.5","99.5",".226",".353",".586",NA,".553","11.6","22.3",".181",NA,".509","13.0","77.1",".189",NA,"Phoenix Suns Arena","629,029","16,129"
"3","2","Boston Celtics","26.0","47","29","54","22","6.74","-0.38","6.35","113.5","106.6","+6.9","96.4",".240",".421",".574",NA,".536","12.3","24.1",".197",NA,".499","12.4","77.2",".182",NA,"TD Garden","689,616","18,148"
"4","3","Memphis Grizzlies","24.0","53","23","52","24","6.29","-0.61","5.68","114.7","108.5","+6.2","100.2",".246",".345",".552",NA,".522","11.2","30.2",".180",NA,".519","13.2","77.8",".194",NA,"FedEx Forum","594,343","15,641"
"5","4","Utah Jazz","29.3","45","30","50","25","5.67","-0.32","5.34","116.5","110.6","+5.9","97.2",".262",".470",".590",NA,".556","12.8","25.0",".204",NA,".521","10.9","78.1",".162",NA,"Vivint Smart Home Arena","677,322","18,306"
"6","5","Golden State Warriors","27.6","48","28","50","26","5.16","-0.05","5.11","112.3","107.0","+5.3","98.4",".237",".458",".580",NA,".549","13.4","22.9",".181",NA,".511","13.1","78.7",".199",NA,"Chase Center","686,432","18,064"
"7","6","Miami Heat","28.2","48","28","48","28","4.14","-0.28","3.86","113.1","108.8","+4.3","95.7",".248",".420",".579",NA,".542","13.4","23.9",".202",NA,".523","13.9","78.0",".208",NA,"FTX Arena","765,168","19,620"
"8","7","Milwaukee Bucks","28.5","46","28","45","29","3.69","-0.26","3.43","114.8","111.1","+3.7","99.8",".256",".435",".580",NA,".546","12.0","23.0",".198",NA,".531","11.6","78.3",".164",NA,"Fiserv Forum","661,610","17,411"
"9","8","Minnesota Timberwolves","24.2","43","33","45","31","3.18","-0.02","3.16","114.1","110.9","+3.2","100.6",".250",".454",".571",NA,".537","12.4","24.5",".195",NA,".530","14.2","75.1",".228",NA,"Target Center","605,740","15,941"
"10","9","Cleveland Cavaliers","24.7","42","33","44","31","2.53","-0.16","2.37","111.3","108.6","+2.7","96.1",".259",".388",".568",NA,".535","13.4","24.1",".197",NA,".517","12.5","76.4",".165",NA,"Rocket Mortgage Fieldhouse","699,932","18,419"
"11","10","Dallas Mavericks","26.7","46","29","44","31","2.57","0.03","2.61","111.5","108.8","+2.7","95.3",".243",".435",".564",NA,".531","11.7","21.4",".186",NA,".520","12.3","77.9",".182",NA,"American Airlines Center","747,211","19,663"
"12","11","Denver Nuggets","27.7","45","31","44","32","2.47","-0.14","2.34","114.0","111.5","+2.5","97.6",".241",".418",".586",NA,".553","13.1","21.9",".191",NA,".536","11.8","78.4",".183",NA,"Ball Arena","619,573","16,745"
"13","12","Philadelphia 76ers","26.7","46","28","42","32","2.18","0.10","2.27","112.6","110.3","+2.3","96.0",".280",".372",".572",NA,".528","11.5","20.0",".229",NA,".520","12.0","76.7",".189",NA,"Wells Fargo Center","761,261","20,575"
"14","13","Toronto Raptors","24.7","43","32","42","33","2.01","0.14","2.15","112.8","110.7","+2.1","95.8",".233",".373",".542",NA,".510","11.0","28.5",".176",NA,".534","14.3","75.4",".201",NA,"Scotiabank Arena","448,343","12,454"
"15","14","Atlanta Hawks","26.2","38","37","39","36","0.83","0.12","0.95","115.9","115.1","+0.8","97.5",".250",".386",".578",NA,".540","10.9","23.0",".203",NA,".544","11.5","76.8",".176",NA,"State Farm Arena","619,744","16,309"
"16","15","Brooklyn Nets","29.2","39","36","38","37","0.28","0.19","0.47","113.1","112.8","+0.3","98.9",".245",".357",".573",NA,".537","12.4","23.8",".196",NA,".522","11.8","75.1",".199",NA,"Barclays Center","622,159","17,282"
"17","16","Chicago Bulls","26.3","43","32","38","37","0.32","-0.20","0.12","113.1","112.8","+0.3","98.4",".245",".335",".579",NA,".542","11.8","20.0",".199",NA,".535","11.9","78.1",".199",NA,"United Center","749,577","20,822"
"18","17","Charlotte Hornets","25.5","39","37","39","37","0.33","0.13","0.46","113.5","113.2","+0.3","100.0",".236",".419",".567",NA,".539","11.5","23.5",".174",NA,".540","13.1","74.7",".187",NA,"Spectrum Center","665,863","17,073"
"19","18","San Antonio Spurs","24.6","31","44","37","38","-0.35","-0.09","-0.44","112.0","112.4","-0.4","100.1",".213",".342",".553",NA,".525","11.1","24.2",".160",NA,".533","12.1","75.0",".176",NA,"AT&T Center","547,812","14,806"
"20","19","New York Knicks","26.1","34","42","37","39","-0.42","0.17","-0.26","110.3","110.7","-0.4","95.9",".280",".426",".549",NA,".512","12.1","25.3",".209",NA,".520","11.6","78.6",".200",NA,"Madison Square Garden (IV)","684,236","18,493"
"21","20","New Orleans Pelicans","25.6","32","43","35","40","-0.99","0.34","-0.65","111.5","112.5","-1.0","97.2",".258",".367",".555",NA,".517","12.6","26.5",".203",NA,".541","12.7","78.3",".198",NA,"Smoothie King Center","606,914","15,562"
