"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.6","54","14","50","18","7.97","-0.53","7.44","114.2","106.2","+8.0","99.7",".224",".355",".579",NA,".547","11.6","22.3",".178",NA,".505","13.0","77.4",".184",NA,"Phoenix Suns Arena","594,887","16,078"
"3","2","Golden State Warriors","27.7","47","22","48","21","6.57","-0.16","6.41","112.7","106.1","+6.6","98.7",".234",".462",".583",NA,".554","13.5","22.7",".178",NA,".509","13.3","78.8",".197",NA,"Chase Center","650,304","18,064"
"4","3","Utah Jazz","29.4","42","26","47","21","6.21","-0.48","5.73","116.5","110.1","+6.4","97.6",".266",".470",".591",NA,".557","12.9","24.9",".206",NA,".518","10.9","78.1",".163",NA,"Vivint Smart Home Arena","640,710","18,306"
"5","4","Boston Celtics","26.0","41","28","47","22","5.58","-0.54","5.04","112.1","106.3","+5.8","96.5",".241",".417",".566",NA,".527","12.4","24.2",".196",NA,".498","12.6","77.2",".184",NA,"TD Garden","670,460","18,624"
"6","5","Memphis Grizzlies","23.9","47","22","45","24","4.94","-0.51","4.43","113.9","109.0","+4.9","99.9",".247",".344",".549",NA,".518","11.2","30.1",".181",NA,".522","13.2","77.6",".193",NA,"FedEx Forum","525,539","15,457"
"7","6","Miami Heat","28.1","45","24","45","24","4.59","-0.17","4.43","112.9","108.1","+4.8","95.9",".247",".416",".577",NA,".540","13.4","24.3",".200",NA,".521","14.0","78.1",".207",NA,"FTX Arena","647,568","19,623"
"8","7","Milwaukee Bucks","28.4","43","26","43","26","3.88","-0.31","3.58","114.6","110.8","+3.8","99.6",".256",".437",".578",NA,".543","11.9","23.1",".199",NA,".530","11.8","78.1",".165",NA,"Fiserv Forum","625,609","17,378"
"9","8","Cleveland Cavaliers","24.8","39","29","41","27","3.07","-0.06","3.01","110.9","107.7","+3.2","96.2",".256",".388",".568",NA,".534","13.6","24.1",".195",NA,".512","12.5","76.4",".163",NA,"Rocket Mortgage Fieldhouse","583,340","18,229"
"10","9","Dallas Mavericks","26.7","42","26","41","27","3.06","-0.07","2.99","111.1","107.9","+3.2","95.5",".243",".434",".563",NA,".530","11.7","21.3",".185",NA,".518","12.6","78.2",".180",NA,"American Airlines Center","686,931","19,627"
