"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Golden State Warriors","28.0","41","14","40","15","7.71","-0.23","7.48","111.7","103.9","+7.8","98.5",".234",".466",".581",NA,".551","14.0","23.1",".179",NA,".499","13.6","78.9",".191",NA,"Chase Center","523,856","18,064"
"3","2","Phoenix Suns","27.7","44","10","39","15","7.61","-0.14","7.47","113.7","106.0","+7.7","99.2",".224",".353",".575",NA,".542","11.8","23.1",".179",NA,".505","13.1","77.3",".179",NA,"Phoenix Suns Arena","424,177","15,710"
"4","3","Utah Jazz","29.6","34","21","38","17","6.44","-0.06","6.38","116.0","109.5","+6.5","97.9",".265",".469",".591",NA,".557","12.9","24.1",".207",NA,".516","10.9","77.9",".155",NA,"Vivint Smart Home Arena","530,874","18,306"
"5","4","Cleveland Cavaliers","24.8","34","21","36","19","4.56","-0.07","4.49","110.6","105.8","+4.8","96.3",".246",".393",".565",NA,".534","13.6","24.3",".185",NA,".503","12.6","76.0",".156",NA,"Quicken Loans Arena","488,294","18,085"
"6","5","Boston Celtics","26.1","31","25","36","20","4.66","-0.40","4.27","110.6","105.9","+4.7","96.6",".235",".416",".561",NA,".523","12.8","23.9",".192",NA,".499","12.6","77.6",".179",NA,"TD Garden","517,212","18,472"
"7","6","Miami Heat","28.1","35","20","35","20","4.53","-0.39","4.14","112.8","108.1","+4.7","95.6",".237",".421",".577",NA,".540","13.7","25.0",".193",NA,".523","14.2","78.1",".204",NA,"FTX Arena","470,904","19,621"
"8","7","Memphis Grizzlies","23.9","38","18","36","20","4.48","0.09","4.58","112.9","108.5","+4.4","99.5",".236",".348",".547",NA,".517","11.4","29.4",".174",NA,".524","13.7","78.0",".187",NA,"FedEx Forum","440,478","15,189"
"9","8","Milwaukee Bucks","28.4","35","21","35","21","4.18","-0.83","3.35","113.5","109.3","+4.2","99.2",".243",".442",".573",NA,".540","12.2","23.0",".189",NA,".522","12.1","77.8",".164",NA,"Fiserv Forum","486,727","17,383"
"10","9","Dallas Mavericks","26.7","32","23","33","22","3.24","-0.28","2.96","110.4","107.1","+3.3","95.8",".235",".426",".559",NA,".526","11.7","21.2",".181",NA,".516","12.7","78.7",".179",NA,"American Airlines Center","566,823","19,546"
"11","10","Philadelphia 76ers","26.6","32","22","31","23","2.07","-0.43","1.64","111.6","109.4","+2.2","95.9",".254",".363",".570",NA,".530","11.7","19.5",".206",NA,".514","12.1","76.1",".186",NA,"Wells Fargo Center","528,624","20,332"
"12","11","Denver Nuggets","27.5","30","24","31","23","2.13","0.05","2.18","112.7","110.6","+2.1","96.9",".219",".420",".578",NA,".548","12.8","21.3",".172",NA,".534","12.2","78.4",".178",NA,"Ball Arena","406,193","16,248"
"13","12","Toronto Raptors","24.6","30","23","30","23","1.91","0.35","2.26","112.1","110.1","+2.0","95.9",".228",".384",".543",NA,".511","11.5","28.2",".172",NA,".531","14.6","75.1",".202",NA,"Scotiabank Arena","311,611","11,129"
"14","13","Chicago Bulls","26.3","34","21","31","24","1.78","-0.62","1.17","113.7","111.9","+1.8","98.3",".245",".345",".582",NA,".545","11.9","20.6",".199",NA,".533","12.3","78.0",".188",NA,"United Center","561,135","20,783"
