"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","56","13440",".466","14.9",NA,".618",".248",".164",".113",".093",".382",NA,".523",".666",".424",".439",".420",".373",NA,".532",".741",NA,".059","269",NA,".241","645",NA,".220",".387",NA,"13","1"
"3","2","Boston Celtics","58","14120",".450","15.3",NA,".584",".209",".200",".089",".086",".416",NA,".530",".720",".444",".395",".410",".338",NA,".489",".823",NA,".052","242",NA,".273","787",NA,".233",".375",NA,"9","0"
"4","3","Brooklyn Nets","57","13730",".468","13.8",NA,".641",".254",".167",".127",".093",".359",NA,".534",".644",".428",".493",".484",".351",NA,".547",".753",NA,".048","209",NA,".265","711",NA,".235",".354",NA,"2","0"
"5","4","Chicago Bulls","58","13945",".483","14.0",NA,".657",".256",".145",".130",".125",".343",NA,".539",".676",".441",".466",".445",".376",NA,".486",".848",NA,".050","226",NA,".248","717",NA,".273",".440",NA,"11","1"
"6","5","Charlotte Hornets","58","14020",".458","14.1",NA,".582",".276",".182",".074",".051",".418",NA,".529",".680",".384",".389",".428",".360",NA,".536",".859",NA,".072","343",NA,".284","799",NA,".274",".363",NA,"13","0"
"7","6","Cleveland Cavaliers","57","13680",".466","13.9",NA,".610",".278",".179",".097",".055",".390",NA,".538",".691",".404",".424",".407",".352",NA,".559",".824",NA,".079","339",NA,".240","642",NA,".234",".342",NA,"8","1"
"8","7","Dallas Mavericks","57","13755",".454","15.3",NA,".572",".202",".171",".119",".080",".428",NA,".540",".715",".460",".453",".397",".339",NA,".515",".806",NA,".061","261",NA,".197","562",NA,".248",".390",NA,"11","0"
"9","8","Denver Nuggets","57","13730",".473","14.6",NA,".578",".230",".195",".080",".073",".422",NA,".559",".742",".449",".430",".422",".354",NA,".578",".847",NA,".054","237",NA,".266","776",NA,".256",".389",NA,"16","0"
"10","9","Detroit Pistons","57","13730",".420","14.1",NA,".608",".244",".206",".082",".076",".392",NA,".487",".634",".417",".330",".374",".317",NA,".491",".883",NA,".036","163",NA,".307","825",NA,".255",".351",NA,"16","0"
"11","10","Golden State Warriors","58","13970",".465","15.6",NA,".534",".208",".197",".066",".062",".466",NA,".555",".697",".515",".396",".377",".363",NA,".608",".798",NA,".061","281",NA,".280","820",NA,".216",".355",NA,"18","1"
"12","11","Houston Rockets","56","13465",".451","14.1",NA,".549",".313",".171",".034",".030",".451",NA,".538",".682",".371",".299",".269",".344",NA,".492",".790",NA,".084","353",NA,".307","792",NA,".184",".348",NA,"15","0"
"13","12","Indiana Pacers","58","14070",".455","14.1",NA,".603",".261",".179",".095",".068",".397",NA,".535",".681",".436",".406",".413",".334",NA,".494",".857",NA,".039","184",NA,".302","920",NA,".251",".372",NA,"17","0"
"14","13","Los Angeles Clippers","59","14210",".454","14.9",NA,".608",".207",".180",".118",".103",".392",NA,".513",".684",".458",".440",".350",".361",NA,".490",".815",NA,".051","224",NA,".213","595",NA,".216",".402",NA,"13","0"
