"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"15","14","Los Angeles Lakers","57","13905",".466","14.0",NA,".613",".286",".149",".086",".094",".387",NA,".539",".695",".406",".389",".409",".350",NA,".480",".841",NA,".064","287",NA,".306","891",NA,".219",".378",NA,"5","0"
"16","15","Memphis Grizzlies","58","13995",".459","12.9",NA,".652",".271",".231",".108",".043",".348",NA,".522",".668",".418",".437",".369",".341",NA,".499",".851",NA,".054","260",NA,".277","839",NA,".235",".372",NA,"7","0"
"17","16","Miami Heat","57","13805",".462","14.8",NA,".581",".227",".180",".109",".064",".419",NA,".524",".693",".408",".429",".408",".376",NA,".544",".866",NA,".049","210",NA,".243","676",NA,".303",".417",NA,"15","0"
"18","17","Milwaukee Bucks","58","13970",".459","15.3",NA,".558",".227",".162",".104",".065",".442",NA,".536",".705",".420",".443",".382",".362",NA,".450",".798",NA,".045","200",NA,".247","745",NA,".239",".388",NA,"7","0"
"19","18","Minnesota Timberwolves","57","13755",".449","14.5",NA,".550",".263",".177",".061",".049",".450",NA,".528",".664",".410",".404",".384",".352",NA,".509",".796",NA,".063","283",NA,".277","780",NA,".214",".367",NA,"14","0"
"20","19","New Orleans Pelicans","57","13730",".445","13.8",NA,".622",".270",".179",".092",".082",".378",NA,".516",".660",".414",".427",".362",".329",NA,".546",".883",NA,".056","249",NA,".294","770",NA,".242",".381",NA,"13","1"
"21","20","New York Knicks","58","14020",".434","14.8",NA,".573",".251",".155",".086",".081",".427",NA,".495",".648",".375",".386",".366",".352",NA,".454",".797",NA,".067","293",NA,".236","607",NA,".207",".376",NA,"6","0"
"22","21","Oklahoma City Thunder","57","13755",".418","14.4",NA,".578",".222",".235",".075",".046",".422",NA,".495",".625",".423",".415",".370",".313",NA,".456",".826",NA,".051","216",NA,".312","798",NA,".207",".357",NA,"5","0"
"23","22","Orlando Magic","59","14185",".433","14.4",NA,".587",".228",".224",".069",".066",".413",NA,".505",".653",".433",".434",".317",".330",NA,".501",".858",NA,".061","276",NA,".266","718",NA,".206",".377",NA,"9","0"
"24","23","Philadelphia 76ers","56","13540",".464","13.9",NA,".640",".236",".199",".126",".080",".360",NA,".525",".697",".420",".425",".437",".357",NA,".490",".835",NA,".047","202",NA,".251","680",NA,".236",".388",NA,"8","0"
"25","24","Phoenix Suns","56","13465",".481","14.2",NA,".648",".187",".222",".146",".094",".352",NA,".546",".702",".507",".482",".427",".361",NA,".548",".839",NA,".054","253",NA,".217","634",NA,".259",".395",NA,"9","0"
"26","25","Portland Trail Blazers","58","13945",".448","14.9",NA,".563",".255",".163",".069",".076",".437",NA,".520",".622",".441",".437",".419",".355",NA,".484",".782",NA,".043","189",NA,".268","727",NA,".210",".382",NA,"5","0"
"27","26","Sacramento Kings","59","14235",".456","13.9",NA,".620",".228",".220",".107",".067",".380",NA,".524",".698",".419",".422",".436",".344",NA,".490",".787",NA,".063","276",NA,".255","731",NA,".222",".381",NA,"12","1"
"28","27","San Antonio Spurs","58","13995",".466","13.2",NA,".663",".239",".228",".129",".067",".337",NA,".523",".664",".450",".458",".398",".355",NA,".551",".917",NA,".037","178",NA,".290","866",NA,".234",".376",NA,"5","1"
"29","28","Toronto Raptors","56","13565",".443","14.6",NA,".616",".215",".199",".104",".097",".384",NA,".497",".651",".432",".401",".394",".355",NA,".438",".787",NA,".056","244",NA,".242","650",NA,".220",".406",NA,"11","2"
"30","29","Utah Jazz","57","13680",".473","15.0",NA,".531",".204",".236",".066",".026",".469",NA,".571",".737",".486",".435",".394",".361",NA,".453",".724",NA,".070","311",NA,".251","709",NA,".238",".386",NA,"9","1"
"31","30","Washington Wizards","56","13540",".463","13.7",NA,".640",".229",".239",".103",".069",".360",NA,".542",".731",".449",".437",".397",".323",NA,".522",".838",NA,".063","270",NA,".294","817",NA,".253",".385",NA,"6","0"
"32","","League Average","57","13832",".456","14.4",NA,".600",".241",".191",".095",".072",".400",NA,".527",".679",".433",".428",".400",".349",NA,".509",".820",NA,".056","251",NA,".265","741",NA,".234",".380",NA,"10.3","0.3"
