"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","64","15385",".468","14.7",NA,".598",".252",".160",".100",".085",".402",NA,".539",".693",".417",".461",".405",".363",NA,".514",".853",NA,".060","297",NA,".251","814",NA,".238",".386"
"3","2","Boston Celtics","66","16040",".432","15.3",NA,".608",".192",".213",".105",".098",".392",NA,".492",".704",".391",".407",".385",".338",NA,".465",".795",NA,".047","251",NA,".257","766",NA,".208",".361"
"4","3","Brooklyn Nets","66","15890",".455","14.2",NA,".599",".264",".166",".093",".077",".401",NA,".532",".680",".401",".443",".414",".340",NA,".502",".786",NA,".056","292",NA,".271","890",NA,".246",".358"
"5","4","Chicago Bulls","65","15625",".467","13.4",NA,".636",".298",".169",".092",".077",".364",NA,".527",".667",".409",".403",".389",".364",NA,".520",".827",NA,".057","297",NA,".291","928",NA,".227",".416"
"6","5","Charlotte Hornets","66","16040",".463","14.5",NA,".570",".260",".173",".078",".059",".430",NA,".543",".680",".435",".409",".435",".357",NA,".523",".830",NA,".066","339",NA,".264","872",NA,".270",".375"
"7","6","Cleveland Cavaliers","65","15600",".446","13.7",NA,".618",".297",".159",".090",".072",".382",NA,".507",".607",".413",".417",".413",".347",NA,".510",".815",NA,".058","284",NA,".275","816",NA,".259",".364"
"8","7","Dallas Mavericks","65","15675",".457","13.9",NA,".627",".240",".204",".111",".073",".373",NA,".526",".690",".452",".426",".347",".340",NA,".514",".822",NA,".055","260",NA,".258","827",NA,".254",".375"
"9","8","Denver Nuggets","65","15675",".465","14.3",NA,".605",".222",".215",".098",".069",".395",NA,".548",".725",".470",".446",".366",".339",NA,".523",".819",NA,".059","299",NA,".262","870",NA,".235",".363"
"10","9","Detroit Pistons","65","15700",".473","13.8",NA,".618",".256",".212",".081",".069",".382",NA,".537",".666",".469",".416",".402",".371",NA,".540",".819",NA,".063","312",NA,".283","888",NA,".251",".425"
"11","10","Golden State Warriors","66","15890",".438","14.8",NA,".581",".180",".253",".087",".061",".419",NA,".509",".695",".446",".425",".345",".338",NA,".486",".840",NA,".045","238",NA,".274","852",NA,".245",".402"
"12","11","Houston Rockets","65","15650",".483","14.2",NA,".589",".275",".168",".082",".063",".411",NA,".572",".711",".455",".458",".423",".356",NA,".499",".804",NA,".074","380",NA,".263","898",NA,".240",".384"
"13","12","Indiana Pacers","67","16280",".473","13.6",NA,".639",".256",".205",".104",".074",".361",NA,".536",".678",".449",".432",".431",".361",NA,".489",".796",NA,".063","326",NA,".280","925",NA,".224",".384"
"14","13","Los Angeles Clippers","67","16130",".446","13.7",NA,".622",".255",".206",".102",".059",".378",NA,".511",".652",".420",".423",".372",".340",NA,".505",".802",NA,".057","305",NA,".276","884",NA,".218",".339"
"15","14","Los Angeles Lakers","64","15585",".462","14.0",NA,".601",".262",".192",".086",".062",".399",NA,".536",".706",".414",".393",".388",".349",NA,".525",".840",NA,".062","318",NA,".273","896",NA,".198",".369"
"16","15","Memphis Grizzlies","67","16155",".453","14.1",NA,".604",".275",".166",".098",".066",".396",NA,".519",".650",".396",".433",".410",".353",NA,".542",".823",NA,".062","321",NA,".269","855",NA,".173",".397"
"17","16","Miami Heat","66","16015",".443","15.4",NA,".542",".214",".172",".096",".060",".458",NA,".529",".695",".434",".417",".389",".341",NA,".502",".840",NA,".045","221",NA,".236","745",NA,".267",".375"
"18","17","Milwaukee Bucks","66","15890",".451","15.6",NA,".552",".217",".166",".099",".071",".448",NA,".533",".694",".432",".431",".418",".349",NA,".509",".832",NA,".045","238",NA,".243","819",NA,".210",".367"
"19","18","Minnesota Timberwolves","66","15940",".454","14.4",NA,".572",".253",".170",".086",".063",".428",NA,".533",".688",".414",".389",".429",".347",NA,".560",".840",NA,".067","349",NA,".268","825",NA,".287",".380"
"20","19","New Orleans Pelicans","65","15675",".463","14.8",NA,".586",".227",".177",".104",".079",".414",NA,".538",".697",".458",".448",".383",".356",NA,".500",".805",NA,".046","234",NA,".249","805",NA,".220",".409"
"21","20","New York Knicks","65","15700",".446","14.8",NA,".567",".260",".145",".088",".074",".433",NA,".520",".663",".406",".439",".337",".349",NA,".528",".842",NA,".055","277",NA,".261","805",NA,".234",".354"
"22","21","Oklahoma City Thunder","65","15700",".453","14.9",NA,".574",".199",".220",".084",".071",".426",NA,".531",".673",".482",".463",".368",".347",NA,".520",".853",NA,".055","265",NA,".273","885",NA,".259",".406"
"23","22","Orlando Magic","66","15890",".459","14.7",NA,".598",".214",".199",".101",".084",".402",NA,".523",".655",".463",".448",".417",".364",NA,".504",".821",NA,".053","288",NA,".253","794",NA,".228",".384"
"24","23","Philadelphia 76ers","64","15460",".452","14.0",NA,".620",".252",".187",".110",".071",".380",NA,".522",".692",".397",".392",".443",".339",NA,".509",".791",NA,".061","301",NA,".260","799",NA,".206",".363"
"25","24","Phoenix Suns","65","15625",".441","14.6",NA,".614",".189",".238",".101",".086",".386",NA,".509",".679",".460",".430",".367",".333",NA,".481",".784",NA,".044","225",NA,".261","832",NA,".189",".348"
"26","25","Portland Trail Blazers","64","15385",".474","14.5",NA,".571",".270",".160",".080",".062",".429",NA,".552",".684",".451",".400",".435",".370",NA,".542",".839",NA,".058","283",NA,".255","837",NA,".284",".401"
"27","26","Sacramento Kings","67","16155",".479","13.8",NA,".621",".248",".208",".092",".073",".379",NA,".548",".716",".438",".426",".449",".364",NA,".483",".809",NA,".058","323",NA,".282","979",NA,".219",".394"
"28","27","San Antonio Spurs","65","15725",".468","13.4",NA,".641",".266",".210",".094",".071",".359",NA,".531",".653",".443",".437",".451",".356",NA,".472",".805",NA,".059","299",NA,".309","979",NA,".197",".411"
"29","28","Toronto Raptors","64","15485",".462","14.4",NA,".586",".238",".198",".090",".061",".414",NA,".538",".711",".413",".436",".419",".353",NA,".536",".871",NA,".062","294",NA,".264","804",NA,".306",".384"
"30","29","Utah Jazz","64","15385",".453","14.6",NA,".612",".196",".218",".117",".081",".388",NA,".522",".702",".436",".448",".426",".344",NA,".483",".769",NA,".049","247",NA,".247","801",NA,".205",".367"
"31","30","Washington Wizards","63","15270",".458","14.0",NA,".654",".201",".248",".116",".089",".346",NA,".516",".696",".450",".430",".403",".350",NA,".487",".809",NA,".057","269",NA,".267","825",NA,".197",".382"
"32","","League Average","65","15754",".458","14.3",NA,".601",".241",".193",".095",".072",".399",NA,".529",".682",".435",".428",".402",".351",NA,".509",".820",NA,".057","288",NA,".266","851",NA,".234",".381"
