"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.7","45","10","40","15","7.91","-0.09","7.82","114.0","106.1","+7.9","99.2",".226",".352",".576",NA,".543","11.7","23.1",".179",NA,".505","13.0","77.3",".179",NA,"Phoenix Suns Arena","441,248","15,759"
"3","2","Golden State Warriors","27.9","41","15","41","15","7.54","-0.24","7.30","111.8","104.2","+7.6","98.5",".234",".466",".580",NA,".551","13.9","23.0",".179",NA,".499","13.6","78.6",".192",NA,"Chase Center","541,920","18,064"
"4","3","Utah Jazz","29.5","35","21","39","17","6.59","-0.22","6.37","116.0","109.3","+6.7","97.9",".265",".469",".591",NA,".556","12.9","24.2",".207",NA,".516","11.0","78.0",".155",NA,"Vivint Smart Home Arena","549,180","18,306"
"5","4","Miami Heat","28.1","36","20","36","20","4.71","-0.46","4.26","112.9","108.0","+4.9","95.6",".239",".420",".577",NA,".540","13.7","25.1",".195",NA,".522","14.3","78.0",".204",NA,"FTX Arena","470,904","19,621"
"6","5","Memphis Grizzlies","23.9","39","18","37","20","4.84","-0.09","4.75","113.2","108.4","+4.8","99.6",".239",".348",".548",NA,".518","11.4","29.5",".176",NA,".523","13.6","78.0",".187",NA,"FedEx Forum","440,478","15,189"
"7","6","Cleveland Cavaliers","24.8","35","21","36","20","4.61","-0.11","4.50","110.7","105.9","+4.8","96.4",".248",".391",".566",NA,".534","13.6","24.1",".187",NA,".504","12.7","76.0",".155",NA,"Rocket Mortgage Fieldhouse","488,294","18,085"
"8","7","Boston Celtics","26.1","32","25","37","20","4.68","-0.33","4.35","110.5","105.8","+4.7","96.7",".237",".416",".559",NA,".521","12.7","24.1",".193",NA,".499","12.7","77.5",".178",NA,"TD Garden","536,368","18,495"
"9","8","Milwaukee Bucks","28.4","35","22","35","22","3.68","-0.67","3.02","113.4","109.7","+3.7","99.2",".243",".441",".573",NA,".540","12.2","23.0",".189",NA,".524","12.0","77.7",".165",NA,"Fiserv Forum","486,727","17,383"
"10","9","Dallas Mavericks","26.7","33","23","34","22","3.30","-0.29","3.01","110.6","107.2","+3.4","95.8",".237",".427",".560",NA,".526","11.7","21.2",".183",NA,".516","12.6","78.9",".180",NA,"American Airlines Center","586,355","19,545"
"11","10","Philadelphia 76ers","26.6","33","22","32","23","2.27","-0.54","1.73","111.4","109.0","+2.4","96.0",".254",".361",".568",NA,".528","11.7","19.7",".206",NA,".513","12.2","76.2",".184",NA,"Wells Fargo Center","549,293","20,344"
"12","11","Toronto Raptors","24.6","31","23","31","23","2.22","0.19","2.42","112.6","110.3","+2.3","96.0",".228",".385",".545",NA,".513","11.5","28.2",".173",NA,".532","14.7","74.9",".202",NA,"Scotiabank Arena","311,611","11,129"
"13","12","Denver Nuggets","27.5","30","25","31","24","1.98","0.12","2.10","112.5","110.5","+2.0","97.0",".219",".421",".577",NA,".547","12.9","21.3",".172",NA,".532","12.1","78.1",".179",NA,"Ball Arena","406,193","16,248"
"14","13","Chicago Bulls","26.3","35","21","31","25","1.96","-0.58","1.38","114.0","112.0","+2.0","98.4",".243",".346",".584",NA,".548","11.9","20.6",".198",NA,".534","12.2","78.1",".187",NA,"United Center","581,227","20,758"
"15","14","Minnesota Timberwolves","24.1","29","27","31","25","1.48","-0.06","1.42","112.2","110.8","+1.4","100.2",".233",".451",".559",NA,".527","12.5","25.5",".178",NA,".533","14.6","75.0",".225",NA,"Target Center","404,570","15,560"
"16","15","Atlanta Hawks","26.1","26","29","28","27","0.16","0.31","0.47","114.7","114.5","+0.2","97.7",".246",".381",".576",NA,".539","11.3","22.8",".197",NA,".541","11.2","77.8",".175",NA,"State Farm Arena","465,164","16,040"
"17","16","San Antonio Spurs","24.9","21","35","28","28","0.02","0.20","0.21","111.2","111.2","0.0","99.8",".198",".338",".551",NA,".526","11.2","23.9",".147",NA,".528","12.2","75.1",".165",NA,"AT&T Center","423,439","14,601"
"18","17","Brooklyn Nets","29.2","29","26","27","28","-0.20","-0.20","-0.40","111.8","112.0","-0.2","98.9",".236",".359",".568",NA,".531","12.5","23.3",".191",NA,".515","11.5","75.5",".192",NA,"Barclays Center","445,156","17,121"
"19","18","Charlotte Hornets","25.7","29","28","27","30","-0.65","-0.06","-0.71","112.2","112.9","-0.7","100.6",".227",".417",".562",NA,".535","11.5","22.7",".167",NA,".543","13.4","75.5",".188",NA,"Spectrum Center","439,854","16,917"
"20","19","New York Knicks","26.4","25","31","26","30","-1.27","0.12","-1.14","108.9","110.2","-1.3","95.6",".260",".425",".545",NA,".511","12.4","24.9",".194",NA,".519","11.8","78.1",".188",NA,"Madison Square Garden (IV)","509,802","18,207"
"21","20","Los Angeles Lakers","30.6","26","30","25","31","-1.57","-0.64","-2.21","108.9","110.4","-1.5","100.2",".249",".388",".562",NA,".534","13.1","21.0",".180",NA,".526","12.7","75.9",".189",NA,"Crypto.com Arena","560,244","18,675"
"22","21","Los Angeles Clippers","27.6","27","30","26","31","-1.61","0.26","-1.35","107.6","109.2","-1.6","98.5",".222",".394",".555",NA,".522","12.9","19.9",".175",NA,".510","12.3","74.2",".168",NA,"Crypto.com Arena","476,756","16,440"
"23","22","Indiana Pacers","26.8","19","38","24","33","-2.56","0.60","-1.97","110.6","113.2","-2.6","97.4",".236",".396",".555",NA,".522","12.8","24.9",".182",NA,".535","11.8","77.1",".206",NA,"Gainbridge Fieldhouse","406,992","14,034"
"24","23","Washington Wizards","26.0","25","29","22","32","-3.09","0.61","-2.49","109.4","112.6","-3.2","96.9",".257",".359",".558",NA,".521","12.2","21.0",".201",NA,".518","10.7","76.7",".197",NA,"Capital One Arena","429,093","15,325"
"25","24","New Orleans Pelicans","25.6","22","33","21","34","-3.45","0.23","-3.23","108.7","112.3","-3.6","96.8",".258",".377",".544",NA,".504","12.9","25.7",".205",NA,".542","12.7","78.6",".194",NA,"Smoothie King Center","400,976","15,422"
"26","25","Portland Trail Blazers","26.8","22","34","20","36","-4.57","0.49","-4.08","109.8","114.5","-4.7","97.8",".247",".437",".558",NA,".524","12.5","22.7",".188",NA,".555","12.5","78.6",".190",NA,"Moda Center","525,454","16,950"
"27","26","Sacramento Kings","25.5","21","36","20","37","-4.95","0.23","-4.72","109.7","114.6","-4.9","99.7",".250",".380",".555",NA,".521","12.5","22.7",".190",NA,".542","11.6","75.3",".175",NA,"Golden 1 Center","433,978","13,562"
"28","27","Oklahoma City Thunder","22.7","17","38","16","39","-6.84","0.27","-6.57","102.6","109.5","-6.9","97.8",".213",".424",".517",NA,".483","12.3","22.0",".164",NA,".520","12.1","76.3",".159",NA,"Paycom Center","378,731","14,027"
"29","28","Orlando Magic","23.5","13","44","15","42","-8.07","0.25","-7.82","104.1","112.2","-8.1","98.8",".225",".411",".536",NA,".501","13.3","20.1",".177",NA,".530","12.0","76.3",".196",NA,"Amway Center","376,936","15,077"
"30","29","Houston Rockets","24.7","15","40","14","41","-8.95","0.26","-8.68","107.3","116.1","-8.8","100.8",".292",".451",".561",NA,".529","15.0","22.1",".208",NA,".554","12.3","75.3",".201",NA,"Toyota Center","402,286","15,473"
"31","30","Detroit Pistons","23.6","12","44","12","44","-10.27","0.48","-9.79","103.2","113.6","-10.4","99.0",".247",".394",".522",NA,".483","12.9","22.6",".191",NA,".547","13.6","75.6",".216",NA,"Little Caesars Arena","429,376","15,335"
"32","","League Average","26.3","","","28","28","0.00","0.00","0.00","110.5","110.5","","98.1",".240",".401",".559",NA,".526","12.5","23.2",".185",NA,".526","12.5","76.8",".185",NA,"","463,287","16,585"
