"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Boston Celtics",77,242.9,38.1,88,0.433,11.8,35,0.337,26.3,53,0.496,16,20.5,0.783,10.4,33.6,44,21.5,7.5,4.6,13.9,19.4,104
"2",2,"Dallas Mavericks",77,241,38.9,85.2,0.457,10.8,32.1,0.338,28.1,53.2,0.529,15.6,20.5,0.759,9.6,34.5,44.1,23.3,6.9,3.7,13.2,20,104.3
"3",3,"Miami Heat",77,242.3,37.3,83.8,0.445,13,38.1,0.341,24.3,45.7,0.533,17.4,22.5,0.775,9.6,32.2,41.8,23.2,7.4,4.1,15.1,20.6,105.1
"4",4,"Cleveland Cavaliers",77,240.6,39.5,87.3,0.453,11.6,33.3,0.35,27.9,54,0.516,14.5,18.8,0.771,10.5,32.3,42.9,24,8.5,4.5,13.6,20.1,105.2
"5",5,"Golden State Warriors",77,240.6,38.1,86.6,0.44,12.3,35.9,0.342,25.8,50.6,0.509,17.3,22.8,0.758,9.7,33.1,42.7,23.1,8,4,14.5,18,105.7
"6",6,"Philadelphia 76ers",76,241.6,39.6,86.6,0.457,11.3,32.9,0.343,28.3,53.8,0.526,16.3,21.2,0.769,10.2,34.4,44.6,23.3,6.5,4.6,13.1,19.4,106.7
"7",7,"Phoenix Suns",76,240.7,39.2,88.5,0.443,11.6,34.4,0.338,27.6,54.2,0.509,16.8,22.1,0.76,10.6,33.6,44.2,22.7,7.5,3.9,14.7,19.1,106.8
"8",8,"New York Knicks",77,241.3,38.5,86.1,0.448,12.7,36.9,0.343,25.9,49.2,0.526,17.2,22.5,0.766,9.4,34.3,43.7,24.2,7,4.7,12.5,20.4,107
"9",9,"Toronto Raptors",76,242.3,38.9,84.5,0.461,12.2,34.8,0.351,26.7,49.8,0.537,17,21.5,0.79,10.5,33.7,44.2,25.1,6.7,5.2,15.8,19.1,107.1
"10",10,"Utah Jazz",77,240.3,40.5,89.2,0.454,12.1,34.6,0.349,28.5,54.5,0.522,14.7,19.4,0.756,9.9,31.7,41.6,23.2,7.7,4.2,11.9,20,107.8
"11",11,"Los Angeles Clippers",77,241.3,40.8,90.4,0.451,11.8,34,0.346,29,56.3,0.515,15.4,19.7,0.781,11.9,35.4,47.2,24.1,7.7,4.2,13.6,18.5,108.8
"12",12,"Memphis Grizzlies",77,241,40,88.5,0.452,12.1,34.5,0.35,27.9,54.1,0.517,17.1,22.1,0.773,10.1,32.8,42.8,24.8,7.1,6.2,14.9,19.7,109.1
"13",13,"Denver Nuggets",77,241.3,40.8,87.2,0.468,11.8,34.4,0.342,29.1,52.8,0.55,16,21.2,0.753,9.8,32.6,42.4,25.2,8,4.8,12.8,19.8,109.5
