"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"18","17","Milwaukee Bucks","71","17090",".453","15.6",NA,".550",".214",".167",".098",".070",".450",NA,".535",".698",".434",".436",".418",".352",NA,".511",".828",NA,".046","262",NA,".241","877",NA,".207",".365"
"19","18","Minnesota Timberwolves","73","17620",".453","14.5",NA,".566",".253",".168",".084",".061",".434",NA,".536",".694",".410",".388",".432",".346",NA,".559",".844",NA,".065","377",NA,".268","928",NA,".288",".373"
"20","19","New Orleans Pelicans","72","17355",".466","14.8",NA,".583",".231",".171",".102",".080",".417",NA,".543",".700",".456",".445",".394",".359",NA,".512",".810",NA,".048","270",NA,".249","895",NA,".226",".406"
"21","20","New York Knicks","71","17140",".445","14.7",NA,".570",".261",".146",".089",".073",".430",NA,".520",".659",".413",".437",".343",".345",NA,".524",".836",NA,".054","301",NA,".262","882",NA,".234",".350"
"22","21","Oklahoma City Thunder","72","17380",".455","14.8",NA,".573",".199",".225",".081",".068",".427",NA,".532",".676",".480",".457",".369",".353",NA,".520",".853",NA,".056","303",NA,".274","986",NA,".264",".404"
"23","22","Orlando Magic","72","17355",".458","14.7",NA,".597",".214",".199",".101",".083",".403",NA,".522",".652",".462",".447",".421",".364",NA,".507",".818",NA,".053","314",NA,".254","864",NA,".222",".393"
"24","23","Philadelphia 76ers","71","17165",".454","14.0",NA,".619",".253",".185",".108",".073",".381",NA,".524",".694",".397",".402",".435",".342",NA,".511",".789",NA,".062","343",NA,".257","873",NA,".207",".373"
"25","24","Phoenix Suns","72","17330",".442","14.6",NA,".614",".195",".231",".100",".087",".386",NA,".507",".673",".454",".429",".367",".338",NA,".488",".785",NA,".044","250",NA,".261","917",NA,".192",".353"
"26","25","Portland Trail Blazers","71","17065",".475","14.4",NA,".570",".270",".163",".079",".059",".430",NA,".555",".683",".460",".409",".428",".369",NA,".546",".846",NA,".059","325",NA,".259","927",NA,".289",".401"
"27","26","Sacramento Kings","73","17620",".481","13.9",NA,".618",".245",".209",".092",".072",".382",NA,".550",".714",".447",".430",".447",".368",NA,".481",".806",NA,".058","347",NA,".281","1061",NA,".222",".399"
"28","27","San Antonio Spurs","72","17405",".470","13.4",NA,".638",".266",".208",".095",".070",".362",NA,".533",".658",".438",".452",".449",".359",NA,".466",".798",NA,".059","331",NA,".308","1078",NA,".201",".409"
"29","28","Toronto Raptors","72","17430",".463","14.4",NA,".589",".243",".194",".090",".061",".411",NA,".540",".699",".421",".439",".431",".352",NA,".541",".871",NA,".061","327",NA,".266","902",NA,".310",".376"
"30","29","Utah Jazz","72","17305",".451","14.6",NA,".612",".194",".218",".119",".082",".388",NA,".519",".700",".435",".442",".426",".343",NA,".487",".775",NA,".048","270",NA,".244","882",NA,".207",".367"
"31","30","Washington Wizards","71","17190",".462","14.1",NA,".648",".206",".241",".113",".089",".352",NA,".519",".696",".450",".433",".406",".358",NA,".485",".799",NA,".058","303",NA,".268","938",NA,".203",".373"
"32","","League Average","72","17348",".459","14.3",NA,".601",".242",".193",".095",".071",".399",NA,".530",".683",".436",".430",".400",".352",NA,".510",".820",NA,".057","320",NA,".266","937",NA,".235",".380"
