"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","71","17065",".470","14.5",NA,".605",".261",".159",".103",".082",".395",NA,".540",".690",".419",".459",".398",".364",NA,".510",".843",NA,".060","334",NA,".257","929",NA,".233",".384"
"3","2","Boston Celtics","73","17720",".431","15.3",NA,".602",".186",".220",".101",".095",".398",NA,".493",".702",".403",".401",".388",".338",NA,".467",".789",NA,".046","273",NA,".258","849",NA,".215",".357"
"4","3","Brooklyn Nets","72","17330",".453","14.2",NA,".599",".259",".172",".092",".076",".401",NA,".527",".681",".398",".436",".407",".342",NA,".504",".783",NA,".056","322",NA,".270","959",NA,".240",".362"
"5","4","Chicago Bulls","71","17065",".469","13.3",NA,".638",".299",".172",".090",".077",".362",NA,".529",".666",".415",".407",".391",".363",NA,".515",".828",NA,".057","326",NA,".290","1004",NA,".232",".413"
"6","5","Charlotte Hornets","72","17480",".463","14.4",NA,".572",".263",".175",".076",".059",".428",NA,".542",".680",".430",".407",".432",".357",NA,".526",".829",NA,".068","375",NA,".268","958",NA,".272",".365"
"7","6","Cleveland Cavaliers","72","17330",".450","13.7",NA,".621",".299",".160",".091",".071",".379",NA,".512",".618",".413",".423",".405",".349",NA,".514",".823",NA,".060","332",NA,".272","907",NA,".265",".362"
"8","7","Dallas Mavericks","72","17355",".456","13.9",NA,".624",".238",".206",".107",".072",".376",NA,".526",".692",".450",".426",".345",".340",NA,".515",".825",NA,".058","309",NA,".257","905",NA,".253",".378"
"9","8","Denver Nuggets","72","17380",".466","14.2",NA,".606",".225",".216",".095",".070",".394",NA,".547",".725",".465",".448",".364",".342",NA,".526",".821",NA,".059","338",NA,".262","962",NA,".237",".368"
"10","9","Detroit Pistons","72","17380",".473","13.7",NA,".624",".259",".215",".080",".070",".376",NA,".537",".670",".468",".429",".379",".366",NA,".535",".822",NA,".064","347",NA,".285","990",NA,".252",".417"
"11","10","Golden State Warriors","71","17090",".438","14.8",NA,".582",".176",".256",".088",".062",".418",NA,".508",".694",".449",".426",".345",".339",NA,".488",".845",NA,".046","260",NA,".272","904",NA,".244",".400"
"12","11","Houston Rockets","72","17355",".483","14.1",NA,".592",".271",".173",".086",".062",".408",NA,".571",".712",".460",".462",".413",".355",NA,".500",".803",NA,".074","429",NA,".265","1002",NA,".242",".376"
"13","12","Indiana Pacers","72","17480",".474","13.6",NA,".637",".259",".204",".103",".072",".363",NA,".538",".683",".447",".431",".419",".362",NA,".494",".797",NA,".066","362",NA,".279","1001",NA,".221",".391"
"14","13","Los Angeles Clippers","73","17595",".448","13.7",NA,".622",".253",".208",".102",".059",".378",NA,".512",".657",".419",".425",".372",".343",NA,".506",".804",NA,".057","332",NA,".274","957",NA,".219",".348"
"15","14","Los Angeles Lakers","72","17555",".465","14.0",NA,".603",".263",".190",".085",".065",".397",NA,".540",".706",".423",".400",".391",".351",NA,".520",".838",NA,".062","357",NA,".274","1020",NA,".202",".375"
"16","15","Memphis Grizzlies","72","17355",".452","14.0",NA,".608",".273",".171",".098",".066",".392",NA,".516",".648",".397",".430",".408",".352",NA,".541",".826",NA,".063","350",NA,".271","922",NA,".174",".392"
"17","16","Miami Heat","72","17455",".444","15.3",NA,".546",".218",".174",".095",".059",".454",NA,".531",".694",".436",".419",".394",".340",NA,".504",".836",NA,".045","245",NA,".238","822",NA,".266",".376"
