"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"11","10","Denver Nuggets","27.6","36","25","36","25","2.89","-0.06","2.83","112.9","109.9","+3.0","97.5",".225",".423",".581",NA,".550","13.2","21.4",".178",NA,".530","12.0","78.5",".181",NA,"Ball Arena","440,738","16,324"
"12","11","Philadelphia 76ers","26.6","37","23","34","26","2.28","-0.31","1.98","111.8","109.5","+2.3","96.1",".267",".364",".570",NA,".528","11.6","19.6",".218",NA,".515","12.2","76.4",".188",NA,"Wells Fargo Center","591,310","20,390"
"13","12","Chicago Bulls","26.3","39","22","35","26","2.15","-0.67","1.48","113.9","111.8","+2.1","98.6",".245",".340",".583",NA,".546","11.8","20.6",".200",NA,".531","11.9","78.3",".189",NA,"United Center","684,813","20,752"
"14","13","Minnesota Timberwolves","24.1","32","29","32","29","0.98","0.16","1.15","112.0","111.1","+0.9","100.3",".241",".453",".558",NA,".525","12.5","25.2",".184",NA,".530","14.3","74.4",".227",NA,"Target Center","470,698","15,690"
"15","14","Atlanta Hawks","26.1","29","31","32","28","0.85","0.26","1.11","115.1","114.2","+0.9","97.7",".248",".380",".577",NA,".540","11.2","22.8",".199",NA,".538","11.2","77.6",".175",NA,"State Farm Arena","498,981","16,096"
"16","15","Toronto Raptors","24.6","32","27","31","28","0.71","0.23","0.94","111.6","110.9","+0.7","96.1",".229",".380",".541",NA,".509","11.4","27.7",".173",NA,".538","14.7","75.2",".201",NA,"Scotiabank Arena","311,611","10,745"
"17","16","San Antonio Spurs","24.8","24","37","31","30","0.13","0.10","0.23","111.9","111.8","+0.1","100.0",".204",".336",".555",NA,".529","11.1","23.9",".152",NA,".531","12.1","75.2",".168",NA,"AT&T Center","423,439","14,601"
"18","17","Brooklyn Nets","29.1","32","29","30","31","-0.33","-0.13","-0.46","111.8","112.1","-0.3","98.9",".239",".359",".565",NA,".529","12.2","23.3",".192",NA,".519","11.6","75.8",".194",NA,"Barclays Center","497,492","17,155"
"19","18","Charlotte Hornets","25.6","30","32","30","32","-0.37","-0.09","-0.46","112.0","112.4","-0.4","100.6",".233",".415",".561",NA,".533","11.7","23.3",".171",NA,".539","13.3","75.1",".187",NA,"Spectrum Center","509,262","16,975"
"20","19","Los Angeles Clippers","27.6","32","31","30","33","-0.75","0.22","-0.53","108.0","108.7","-0.7","98.5",".221",".391",".558",NA,".526","13.0","20.1",".172",NA,".510","12.3","74.6",".164",NA,"Crypto.com Arena","513,343","16,559"
"21","20","Los Angeles Lakers","30.6","27","33","26","34","-1.93","-0.43","-2.37","108.6","110.5","-1.9","100.1",".251",".386",".560",NA,".531","13.0","21.1",".181",NA,".527","12.7","76.0",".190",NA,"Crypto.com Arena","614,564","18,623"
"22","21","New York Knicks","26.3","25","36","27","34","-1.97","0.03","-1.93","108.7","110.8","-2.1","96.0",".266",".429",".545",NA,".509","12.5","24.7",".199",NA,".521","11.7","78.3",".194",NA,"Madison Square Garden (IV)","586,775","18,337"
"23","22","Indiana Pacers","26.6","21","41","27","35","-2.29","0.48","-1.81","111.3","113.6","-2.3","97.6",".237",".394",".557",NA,".526","12.7","25.0",".180",NA,".537","11.8","77.1",".206",NA,"Gainbridge Fieldhouse","467,118","14,155"
"24","23","New Orleans Pelicans","25.7","25","36","26","35","-2.39","0.43","-1.97","109.8","112.3","-2.5","96.9",".259",".374",".550",NA,".510","12.9","26.0",".205",NA,".539","12.5","78.4",".195",NA,"Smoothie King Center","464,717","15,491"
"25","24","Washington Wizards","26.0","27","33","25","35","-2.87","0.29","-2.58","109.8","112.8","-3.0","96.8",".250",".358",".561",NA,".525","12.3","21.2",".195",NA,".519","10.8","76.3",".204",NA,"Capital One Arena","469,357","15,141"
"26","25","Portland Trail Blazers","26.5","25","36","21","40","-4.87","0.70","-4.17","109.6","114.5","-4.9","98.1",".251",".436",".557",NA,".523","12.6","22.7",".191",NA,".553","12.4","78.7",".200",NA,"Moda Center","581,844","17,113"
"27","26","Sacramento Kings","25.6","22","40","21","41","-5.21","0.29","-4.92","109.6","114.8","-5.2","99.8",".253",".378",".557",NA,".522","12.5","22.3",".194",NA,".545","11.7","75.8",".177",NA,"Golden 1 Center","449,833","13,631"
"28","27","Oklahoma City Thunder","22.7","19","41","17","43","-6.68","0.32","-6.36","103.0","109.8","-6.8","98.1",".215",".416",".518",NA,".485","12.1","21.8",".164",NA,".521","12.1","76.2",".161",NA,"Paycom Center","407,827","14,063"
"29","28","Orlando Magic","23.5","14","47","15","46","-8.36","0.31","-8.05","104.3","112.7","-8.4","99.2",".226",".413",".538",NA,".502","13.3","20.0",".178",NA,".533","12.0","76.5",".193",NA,"Amway Center","407,965","15,110"
"30","29","Houston Rockets","24.7","15","45","14","46","-9.48","0.34","-9.14","107.2","116.6","-9.4","100.9",".288",".451",".559",NA,".527","14.7","21.9",".205",NA,".557","12.4","75.2",".206",NA,"Toyota Center","416,610","15,430"
"31","30","Detroit Pistons","23.6","15","46","14","47","-9.64","0.53","-9.11","103.9","113.6","-9.7","98.7",".246",".389",".523",NA,".484","12.9","23.4",".191",NA,".548","13.5","75.9",".216",NA,"Little Caesars Arena","464,120","15,471"
"32","","League Average","26.4","","","31","30","0.00","0.00","0.00","110.8","110.8","","98.2",".243",".399",".560",NA,".527","12.5","23.2",".187",NA,".527","12.5","76.8",".187",NA,"","507,097","16,644"
