"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Charlotte Hornets",49,242,42.7,92.1,0.464,14.2,38.2,0.371,28.6,53.9,0.53,15.3,20.8,0.737,10.5,33.6,44.1,27.3,8.8,5.1,13.1,19.5,114.9
"2",2,"Utah Jazz",49,240,40.6,86,0.472,14.6,40.2,0.364,26,45.8,0.567,18,23.1,0.777,10.2,36.1,46.2,22,7,4.9,14.2,19,113.8
"3",3,"Phoenix Suns",47,240.5,42.6,89.4,0.476,11.4,31.5,0.363,31.1,57.9,0.537,15.8,19.8,0.797,10.1,35.9,46,26.1,8.7,4.3,13.4,19.4,112.4
"4",4,"Brooklyn Nets",48,241,41.8,88.2,0.473,11.1,31.5,0.351,30.7,56.7,0.541,17.4,21.2,0.822,9.9,35.5,45.4,25.5,7,5.4,14.3,20,112
"5",5,"Milwaukee Bucks",50,241,40.4,89,0.454,14.2,39.3,0.361,26.2,49.7,0.527,16.8,21.6,0.779,10.4,36.7,47.1,22.9,7.7,4.3,13.9,17.9,111.8
"6",6,"Memphis Grizzlies",50,241,42.2,92.9,0.454,11.1,32.8,0.338,31.2,60.2,0.518,16.3,22,0.738,13.5,34.7,48.2,25,10.2,6.4,13.5,19.1,111.8
"7",7,"Atlanta Hawks",47,240,40.6,87.5,0.464,12.6,33.6,0.375,28,53.9,0.52,17.6,21.9,0.806,9.9,34.5,44.4,24.1,6.7,4.4,12.3,18.1,111.4
"8",8,"Minnesota Timberwolves",48,241.6,40.3,91.5,0.441,14.2,41.7,0.34,26.1,49.8,0.525,16.2,21.4,0.759,12.3,32.9,45.2,24.3,8.8,5.9,15,21.9,111
"9",9,"San Antonio Spurs",49,241.5,43.2,93.4,0.463,10.9,31.2,0.349,32.3,62.2,0.519,13.5,18.4,0.735,11.3,34.7,46,27.8,7.7,5.3,12.7,17.8,110.9
"10",10,"Los Angeles Lakers",49,244.1,41.4,89.3,0.464,12,34.6,0.346,29.4,54.7,0.538,16,21.6,0.741,9.4,35.2,44.7,24,8.2,5.7,15,20.2,110.7
"11",11,"Chicago Bulls",47,240,41.1,86.8,0.474,11.4,30.2,0.378,29.7,56.6,0.525,16.7,20.7,0.807,9,33.9,42.9,24.1,7.4,4.6,13.4,19,110.4
"12",12,"Golden State Warriors",49,241,40.2,86.2,0.466,14.3,39.8,0.359,25.9,46.4,0.557,15.5,20.5,0.757,9.9,36.6,46.5,27.6,9.4,4.9,15.7,20.2,110.2
"13",13,"Sacramento Kings",50,241.5,40.6,89.6,0.453,11.7,34,0.344,28.9,55.7,0.519,16.8,22.3,0.756,10.5,33.8,44.2,22.9,7.1,4.7,13.9,19.3,109.7
"14",14,"Indiana Pacers",49,242.6,40.3,88.3,0.457,11.7,35.6,0.329,28.6,52.7,0.543,16.3,21.1,0.772,10.8,33.4,44.3,24.2,7.1,5.8,14.4,20.6,108.6
"15",15,"Miami Heat",48,241,39.3,85.3,0.461,13.6,36,0.377,25.8,49.3,0.523,16.4,20.3,0.809,10.7,33.6,44.4,25.8,7.3,3.3,14.6,20.2,108.6
"16",16,"Portland Trail Blazers",48,240.5,38.9,86.7,0.448,13.6,37.9,0.36,25.2,48.8,0.517,17.1,22.3,0.768,10.1,33.7,43.8,22.9,7.6,4.7,13.9,20,108.5
"17",17,"Denver Nuggets",47,241.1,40.6,86.7,0.468,12.6,36.2,0.347,28,50.5,0.555,14.6,18.7,0.78,9,34.4,43.4,26.8,7.2,3.7,14,19.3,108.3
"18",18,"Houston Rockets",48,240.5,38.8,85.9,0.451,13.2,38.3,0.345,25.5,47.6,0.536,17.5,24.5,0.716,9.7,33.4,43.1,22.9,7.3,4.8,16.9,20,108.3
"19",19,"Boston Celtics",49,244.1,39.3,87.8,0.448,12.4,36.2,0.343,26.9,51.6,0.521,17,20.8,0.819,10.8,35.4,46.2,23,7.3,5.8,14,18.7,108
"20",20,"Washington Wizards",48,242.1,40.2,86.2,0.466,10.1,31.1,0.324,30.1,55,0.547,17.4,22.4,0.779,9.2,35.3,44.5,24,6.1,5.1,13.4,19,107.9
"21",21,"Philadelphia 76ers",48,241.6,39.4,85.3,0.462,11,31.2,0.354,28.4,54.1,0.525,17.8,21.9,0.812,8.5,33.8,42.3,22.9,7.8,5.7,12.4,19,107.7
"22",22,"Toronto Raptors",46,240.5,39.7,90.8,0.438,12.1,35,0.344,27.7,55.7,0.496,15.6,20.7,0.754,13.3,31.3,44.7,21.9,9.2,4.8,12.7,19.9,107.1
"23",23,"Cleveland Cavaliers",49,240,39.8,85.2,0.467,11.9,34,0.351,27.9,51.3,0.543,15.7,20.7,0.758,10.2,35,45.3,25.5,7.2,4.3,15.1,16.6,107.1
"24",24,"New Orleans Pelicans",47,241.1,38.7,87.9,0.44,11.1,33.1,0.337,27.5,54.8,0.502,17.3,22.1,0.783,11.7,34,45.7,24.7,7.4,4.1,14.3,19.6,105.7
"25",25,"Los Angeles Clippers",50,241,38.9,87,0.448,12.4,34.5,0.36,26.5,52.5,0.505,15.3,19.3,0.791,9,35,44,23.2,7.6,4.5,14.4,18.6,105.6
"26",26,"Dallas Mavericks",49,241,38.8,86.1,0.45,12.1,36.8,0.329,26.7,49.4,0.541,15.8,20.6,0.771,9.4,34.6,44,23.8,7,4,12.6,19.7,105.5
"27",27,"New York Knicks",49,241,37.3,85.6,0.435,13.1,36.6,0.357,24.2,49,0.494,16.2,21.5,0.751,11.1,34.5,45.6,21.2,6.9,4.9,13.5,19.5,103.8
"28",28,"Orlando Magic",49,240.5,37.5,87.4,0.429,11.7,36.1,0.325,25.8,51.3,0.502,15.3,19.7,0.778,9.3,34.2,43.5,22.6,6.9,4.8,14.7,20.1,102.1
"29",29,"Detroit Pistons",47,241.1,37,87.7,0.421,11.3,35.4,0.318,25.7,52.4,0.491,16.9,21.7,0.777,10.2,32.2,42.4,22.2,8,4.8,14.9,21.3,102
"30",30,"Oklahoma City Thunder",47,240,37.1,89.2,0.416,11.7,37.5,0.311,25.4,51.6,0.492,14.7,19.3,0.765,10.3,35.5,45.8,20.9,7.4,4.6,13.3,18.3,100.6
"31",NA,"League Average",48,241.2,40,88,0.454,12.3,35.4,0.348,27.7,52.7,0.525,16.3,21.1,0.773,10.3,34.5,44.8,24.1,7.7,4.8,14,19.4,108.6
