"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","78","18745",".470","14.5",NA,".605",".261",".160",".102",".082",".395",NA,".539",".687",".424",".453",".399",".366",NA,".511",".834",NA,".060","366",NA,".258","1025",NA,".232",".382"
"3","2","Boston Celtics","79","19185",".434","15.3",NA,".604",".185",".225",".099",".094",".396",NA,".497",".705",".408",".415",".384",".339",NA,".464",".788",NA,".048","304",NA,".255","908",NA,".215",".355"
"4","3","Brooklyn Nets","78","18795",".453","14.2",NA,".599",".256",".174",".093",".075",".401",NA,".524",".682",".399",".425",".402",".346",NA,".500",".781",NA,".057","357",NA,".266","1016",NA,".243",".368"
"5","4","Chicago Bulls","78","18770",".471","13.4",NA,".637",".294",".171",".093",".079",".363",NA,".532",".671",".418",".415",".400",".364",NA,".510",".828",NA,".056","352",NA,".286","1094",NA,".234",".425"
"6","5","Charlotte Hornets","78","18920",".465","14.4",NA,".569",".265",".171",".076",".057",".431",NA,".546",".685",".432",".406",".426",".359",NA,".531",".830",NA,".069","418",NA,".265","1028",NA,".278",".370"
"7","6","Cleveland Cavaliers","79","19010",".452","13.7",NA,".619",".296",".160",".092",".071",".381",NA,".514",".625",".417",".414",".397",".351",NA,".519",".822",NA,".061","371",NA,".266","982",NA,".270",".374"
"8","7","Dallas Mavericks","79","19035",".458","13.9",NA,".623",".238",".206",".105",".074",".377",NA,".529",".698",".445",".432",".356",".341",NA,".513",".822",NA,".058","341",NA,".255","993",NA,".247",".376"
"9","8","Denver Nuggets","79","19060",".469","14.2",NA,".607",".223",".217",".098",".069",".393",NA,".551",".727",".469",".452",".375",".344",NA,".531",".828",NA,".059","370",NA,".262","1064",NA,".237",".370"
"10","9","Detroit Pistons","79","19060",".471","13.8",NA,".621",".254",".217",".079",".070",".379",NA,".536",".669",".467",".440",".379",".363",NA,".536",".822",NA,".065","384",NA,".282","1062",NA,".251",".420"
