"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Cleveland Cavaliers",60,240,38.5,87.3,0.441,11.4,33.3,0.341,27.2,54,0.503,13.9,18.2,0.762,10.9,32.6,43.4,23.1,8.7,4.6,13.9,19.5,102.3
"2",2,"Boston Celtics",62,243.2,37.9,88.3,0.429,11.7,34.8,0.336,26.2,53.5,0.489,16,20.6,0.78,10.5,34.1,44.6,21.6,7.5,4.6,14,19.2,103.5
"3",3,"Dallas Mavericks",60,241.3,38.8,85,0.456,10.7,31.7,0.337,28.1,53.3,0.527,15.3,20.2,0.756,9.4,34.8,44.2,23.2,6.8,3.8,13.6,19.9,103.5
"4",4,"Golden State Warriors",60,240.8,37.4,86.5,0.432,12,36.1,0.333,25.4,50.4,0.503,16.7,22.3,0.75,9.8,32.9,42.7,22.4,8,4.1,15.1,18,103.6
"5",5,"Miami Heat",61,242.9,37.1,83.7,0.443,13.3,38.6,0.345,23.8,45.1,0.528,17.2,22.4,0.768,9.6,32.1,41.8,23.3,7.3,4.2,15.5,20.7,104.8
"6",6,"Phoenix Suns",60,240.4,39.2,88.9,0.441,11.3,34.2,0.33,27.9,54.7,0.51,16.1,21.2,0.756,10.6,34.1,44.6,22.2,7.5,4,14.7,19.2,105.7
"7",7,"Philadelphia 76ers",59,241.7,39.2,87,0.451,11.3,33.4,0.337,27.9,53.6,0.521,16.2,20.8,0.779,10.4,34.6,45,23.1,6.3,4.6,13.3,19.1,105.9
"8",8,"New York Knicks",60,241.7,38.6,86.8,0.445,13,37.7,0.346,25.6,49.1,0.521,16.4,21.6,0.763,9.7,34.6,44.3,24.5,7.3,4.5,12.8,19.8,106.7
"9",9,"Utah Jazz",59,240,40.6,89.9,0.451,11.8,34.5,0.344,28.7,55.5,0.518,13.9,18.7,0.748,10.1,31.7,41.8,23.1,7.6,4.2,12.2,20.1,106.9
"10",10,"Toronto Raptors",59,242.1,39.1,84.3,0.464,12.4,35,0.355,26.7,49.3,0.541,16.9,21.2,0.798,10.4,34,44.4,25.2,7,5.1,16.1,18.9,107.5
