"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.5","62","15","57","20","8.18","-0.46","7.72","115.3","107.1","+8.2","99.7",".227",".352",".585",NA,".553","11.6","22.2",".181",NA,".508","13.0","77.0",".190",NA,"Phoenix Suns Arena","629,029","16,129"
"3","2","Boston Celtics","26.1","48","30","55","23","6.53","-0.33","6.19","113.5","106.8","+6.7","96.5",".242",".421",".574",NA,".536","12.4","24.0",".198",NA,".501","12.5","77.4",".183",NA,"TD Garden","708,772","17,719"
"4","3","Memphis Grizzlies","24.0","55","23","53","25","6.24","-0.51","5.74","114.8","108.6","+6.2","100.2",".245",".345",".553",NA,".522","11.2","30.2",".180",NA,".521","13.2","78.0",".192",NA,"FedEx Forum","612,137","15,696"
"5","4","Utah Jazz","29.3","46","31","52","25","5.61","-0.38","5.23","116.7","110.9","+5.8","97.1",".264",".470",".590",NA,".557","12.7","25.0",".204",NA,".522","10.9","78.0",".165",NA,"Vivint Smart Home Arena","695,628","18,306"
"6","5","Golden State Warriors","27.6","48","29","51","26","5.04","0.06","5.09","112.1","107.0","+5.1","98.5",".237",".458",".579",NA,".549","13.5","22.9",".182",NA,".511","13.1","78.7",".200",NA,"Chase Center","704,496","18,064"
"7","6","Miami Heat","28.2","49","28","49","28","4.19","-0.18","4.01","112.9","108.6","+4.3","95.8",".249",".420",".579",NA,".542","13.4","23.7",".202",NA,".523","13.9","78.0",".208",NA,"FTX Arena","765,168","19,620"
"8","7","Milwaukee Bucks","28.5","48","29","46","31","3.14","-0.19","2.95","114.8","111.6","+3.2","99.8",".257",".433",".580",NA,".546","12.0","23.1",".199",NA,".535","11.5","78.5",".164",NA,"Fiserv Forum","679,633","17,426"
"9","8","Minnesota Timberwolves","24.2","44","34","46","32","2.88","0.03","2.91","114.1","111.2","+2.9","100.7",".252",".454",".571",NA,".537","12.5","24.6",".197",NA,".532","14.2","75.0",".227",NA,"Target Center","605,740","15,941"
"10","9","Denver Nuggets","27.7","46","32","45","33","2.42","-0.13","2.30","114.4","111.9","+2.5","97.6",".242",".417",".589",NA,".555","13.2","22.0",".192",NA,".537","11.7","78.2",".186",NA,"Ball Arena","639,185","16,821"
"11","10","Toronto Raptors","24.7","45","32","45","32","2.43","0.08","2.51","112.8","110.3","+2.5","95.9",".232",".374",".543",NA,".511","11.0","28.4",".175",NA,".532","14.4","75.4",".200",NA,"Scotiabank Arena","468,143","12,653"
"12","11","Dallas Mavericks","26.7","48","30","45","33","2.40","0.00","2.39","111.9","109.4","+2.5","95.3",".244",".437",".566",NA,".533","11.6","21.3",".187",NA,".522","12.3","77.8",".183",NA,"American Airlines Center","767,593","19,682"
"13","12","Cleveland Cavaliers","24.7","42","35","44","33","2.05","-0.05","2.00","111.3","109.2","+2.1","96.1",".260",".386",".568",NA,".534","13.4","24.2",".198",NA,".519","12.4","76.4",".166",NA,"Rocket Mortgage Fieldhouse","719,364","18,445"
"14","13","Philadelphia 76ers","26.8","46","30","43","33","1.99","0.07","2.05","112.5","110.5","+2.0","96.0",".280",".373",".573",NA,".528","11.5","19.7",".230",NA,".522","12.0","76.9",".188",NA,"Wells Fargo Center","782,728","20,598"
"15","14","Atlanta Hawks","26.1","40","37","42","35","1.35","0.05","1.40","116.3","114.9","+1.4","97.6",".251",".387",".580",NA,".542","10.9","23.0",".204",NA,".543","11.6","76.7",".177",NA,"State Farm Arena","637,235","16,339"
"16","15","Chicago Bulls","26.3","45","32","40","37","0.55","-0.24","0.31","113.3","112.8","+0.5","98.3",".246",".333",".579",NA,".542","11.7","20.1",".200",NA,".536","11.9","78.3",".200",NA,"United Center","771,096","20,840"
"17","16","Charlotte Hornets","25.5","40","37","40","37","0.47","0.12","0.59","113.7","113.2","+0.5","100.0",".235",".419",".568",NA,".540","11.5","23.4",".174",NA,".540","13.1","74.7",".187",NA,"Spectrum Center","665,863","17,073"
"18","17","Brooklyn Nets","29.2","40","37","39","38","0.35","0.14","0.49","113.2","112.9","+0.3","99.0",".246",".358",".575",NA,".539","12.5","23.6",".197",NA,".522","11.9","75.0",".199",NA,"Barclays Center","657,635","17,306"
"19","18","San Antonio Spurs","24.6","32","45","38","39","-0.10","-0.12","-0.23","112.3","112.4","-0.1","100.1",".214",".344",".555",NA,".527","11.2","24.1",".161",NA,".533","12.1","74.9",".174",NA,"AT&T Center","581,145","14,901"
"20","19","New York Knicks","26.1","34","43","37","40","-0.56","0.19","-0.37","110.4","110.9","-0.5","95.9",".280",".427",".549",NA,".513","12.1","25.3",".209",NA,".521","11.6","78.6",".200",NA,"Madison Square Garden (IV)","704,048","18,528"
"21","20","New Orleans Pelicans","25.6","34","43","37","40","-0.79","0.19","-0.60","111.6","112.4","-0.8","97.3",".262",".366",".557",NA,".518","12.6","26.3",".207",NA,".541","12.8","78.2",".199",NA,"Smoothie King Center","606,914","15,562"
"22","21","Los Angeles Clippers","27.5","38","40","36","42","-1.15","0.22","-0.94","109.4","110.6","-1.2","98.0",".223",".388",".561",NA,".528","12.5","20.4",".177",NA,".517","12.1","74.4",".169",NA,"Crypto.com Arena","622,319","16,819"
"23","22","Washington Wizards","26.0","34","43","32","45","-2.60","-0.02","-2.61","111.2","113.9","-2.7","96.9",".255",".359",".568",NA,".531","12.0","21.0",".201",NA,".524","10.8","76.7",".206",NA,"Capital One Arena","622,027","15,551"
"24","23","Los Angeles Lakers","30.4","31","46","31","46","-3.06","-0.12","-3.19","110.0","113.0","-3.0","99.9",".250",".390",".565",NA,".537","12.9","21.3",".182",NA,".538","12.3","75.5",".193",NA,"Crypto.com Arena","726,637","18,632"
"25","24","Indiana Pacers","26.1","25","53","31","47","-3.22","0.25","-2.97","112.3","115.6","-3.3","97.8",".238",".395",".562",NA,".530","12.7","25.4",".182",NA,".548","11.8","76.2",".204",NA,"Gainbridge Fieldhouse","555,753","14,250"
"26","25","Sacramento Kings","25.8","29","49","27","51","-5.17","0.07","-5.10","110.1","115.2","-5.1","99.9",".262",".377",".561",NA,".525","12.5","21.8",".201",NA,".550","11.9","76.1",".177",NA,"Golden 1 Center","543,953","13,948"
"27","26","Detroit Pistons","23.6","22","56","22","56","-7.40","0.31","-7.09","105.8","113.3","-7.5","98.3",".246",".388",".532",NA,".494","12.6","23.4",".192",NA,".540","13.2","75.7",".227",NA,"Little Caesars Arena","623,046","15,976"
"28","27","Oklahoma City Thunder","22.4","22","55","21","56","-7.58","0.21","-7.38","104.6","112.3","-7.7","98.7",".225",".422",".530",NA,".497","12.5","21.7",".171",NA,".531","11.8","76.1",".166",NA,"Paycom Center","563,360","14,445"
