"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"11","10","Golden State Warriors","53","12770",".467","15.5",NA,".537",".220",".193",".061",".062",".463",NA,".557",".698",".508",".377",".386",".364",NA,".614",".799",NA,".063","262",NA,".286","770",NA,".221",".356",NA,"14","1"
"12","11","Houston Rockets","53","12745",".452","14.1",NA,".550",".313",".171",".035",".031",".450",NA,".540",".685",".372",".306",".266",".344",NA,".491",".791",NA,".084","333",NA,".307","755",NA,".180",".345",NA,"15","0"
"13","12","Indiana Pacers","55","13350",".456","14.1",NA,".604",".258",".182",".096",".067",".396",NA,".537",".686",".442",".406",".413",".333",NA,".492",".863",NA,".038","164",NA,".302","880",NA,".249",".376",NA,"17","0"
"14","13","Los Angeles Clippers","55","13250",".450","15.0",NA,".603",".206",".178",".116",".104",".397",NA,".509",".676",".451",".437",".357",".360",NA,".489",".817",NA,".051","207",NA,".212","546",NA,".215",".394",NA,"11","0"
"15","14","Los Angeles Lakers","54","13185",".464","14.1",NA,".614",".287",".144",".087",".095",".386",NA,".537",".693",".397",".391",".409",".348",NA,".476",".838",NA,".064","272",NA,".303","835",NA,".217",".365",NA,"5","0"
"16","15","Memphis Grizzlies","55","13275",".457","13.0",NA,".650",".265",".231",".109",".044",".350",NA,".521",".672",".417",".436",".366",".339",NA,".499",".844",NA,".053","240",NA,".274","789",NA,".232",".369",NA,"7","0"
"17","16","Miami Heat","54","13085",".459","14.8",NA,".579",".227",".179",".109",".065",".421",NA,".520",".689",".407",".422",".407",".375",NA,".547",".867",NA,".048","197",NA,".243","640",NA,".303",".416",NA,"14","0"
"18","17","Milwaukee Bucks","55","13250",".458","15.3",NA,".557",".229",".157",".105",".067",".443",NA,".533",".707",".406",".440",".387",".364",NA,".451",".803",NA,".044","188",NA,".247","703",NA,".243",".386",NA,"7","0"
"19","18","Minnesota Timberwolves","53","12795",".446","14.6",NA,".548",".258",".180",".062",".048",".452",NA,".528",".663",".416",".396",".393",".347",NA,".510",".791",NA,".062","258",NA,".274","713",NA,".212",".356",NA,"14","0"
"20","19","New Orleans Pelicans","53","12770",".441","13.7",NA,".625",".275",".177",".091",".082",".375",NA,".508",".657",".398",".422",".343",".329",NA,".547",".884",NA,".056","231",NA,".301","733",NA,".236",".374",NA,"13","1"
"21","20","New York Knicks","53","12795",".436","14.7",NA,".573",".257",".151",".085",".079",".427",NA,".497",".653",".367",".374",".368",".355",NA,".455",".791",NA,".068","267",NA,".237","560",NA,".202",".369",NA,"6","0"
"22","21","Oklahoma City Thunder","52","12530",".418","14.4",NA,".578",".220",".234",".076",".047",".422",NA,".493",".623",".421",".412",".379",".315",NA,".448",".821",NA,".049","187",NA,".311","720",NA,".211",".364",NA,"4","0"
"23","22","Orlando Magic","55","13225",".432","14.3",NA,".589",".230",".225",".069",".065",".411",NA,".505",".652",".432",".435",".318",".326",NA,".499",".853",NA,".059","251",NA,".270","676",NA,".204",".372",NA,"9","0"
"24","23","Philadelphia 76ers","53","12820",".466","14.0",NA,".637",".231",".200",".127",".080",".363",NA,".528",".702",".422",".429",".443",".358",NA,".490",".834",NA,".046","188",NA,".248","640",NA,".235",".388",NA,"8","0"
"25","24","Phoenix Suns","52","12505",".478","14.2",NA,".646",".191",".216",".147",".092",".354",NA,".541",".699",".494",".475",".428",".363",NA,".540",".839",NA,".053","229",NA,".217","580",NA,".261",".395",NA,"8","0"
"26","25","Portland Trail Blazers","54","12985",".449","15.0",NA,".562",".250",".165",".070",".077",".438",NA,".521",".620",".453",".431",".430",".355",NA,".477",".778",NA,".042","172",NA,".266","666",NA,".208",".390",NA,"4","0"
"27","26","Sacramento Kings","55","13275",".454","14.0",NA,".618",".226",".218",".107",".066",".382",NA,".523",".696",".420",".417",".441",".343",NA,".484",".792",NA,".062","257",NA,".253","675",NA,".216",".378",NA,"11","1"
"28","27","San Antonio Spurs","54","13035",".466","13.2",NA,".662",".236",".231",".128",".067",".338",NA,".523",".661",".453",".459",".396",".354",NA,".553",".912",NA,".036","162",NA,".289","799",NA,".230",".379",NA,"4","0"
"29","28","Toronto Raptors","51","12365",".440","14.6",NA,".616",".217",".196",".107",".098",".384",NA,".493",".646",".418",".401",".406",".355",NA,".446",".796",NA,".057","224",NA,".239","573",NA,".226",".410",NA,"11","2"
"30","29","Utah Jazz","53","12720",".473","15.0",NA,".534",".204",".237",".067",".026",".466",NA,".569",".731",".489",".426",".390",".364",NA,".449",".722",NA,".069","281",NA,".253","665",NA,".234",".391",NA,"7","1"
"31","30","Washington Wizards","52","12580",".463","13.6",NA,".642",".233",".239",".105",".065",".358",NA,".540",".723",".444",".443",".391",".324",NA,".521",".833",NA,".064","254",NA,".296","758",NA,".255",".386",NA,"5","0"
"32","","League Average","54","12920",".455","14.4",NA,".599",".241",".191",".096",".072",".401",NA,".526",".679",".430",".426",".402",".349",NA,".508",".821",NA,".056","231",NA,".265","690",NA,".233",".379",NA,"9.5","0.3"
