"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","72","17305",".468","14.8",NA,".616",".249",".160",".113",".094",".384",NA,".528",".670",".427",".453",".415",".371",NA,".534",".728",NA,".060","352",NA,".236","821",NA,".217",".405",NA,"14","1"
"3","2","Boston Celtics","73","17720",".460","15.2",NA,".579",".213",".201",".085",".080",".421",NA,".540",".729",".448",".409",".408",".349",NA,".502",".814",NA,".056","320",NA,".275","998",NA,".231",".380",NA,"10","0"
"4","3","Brooklyn Nets","72","17330",".474","13.9",NA,".642",".250",".167",".131",".095",".358",NA,".538",".655",".441",".483",".481",".358",NA,".542",".767",NA,".050","283",NA,".258","888",NA,".228",".387",NA,"7","0"
"5","4","Chicago Bulls","72","17305",".480","13.9",NA,".665",".258",".147",".130",".129",".335",NA,".535",".675",".449",".449",".441",".372",NA,".479",".849",NA,".050","280",NA,".246","892",NA,".275",".426",NA,"14","1"
"6","5","Charlotte Hornets","72","17480",".463","14.0",NA,".581",".285",".177",".071",".048",".419",NA,".535",".681",".379",".406",".439",".363",NA,".547",".862",NA,".077","451",NA,".286","989",NA,".283",".368",NA,"16","0"
"7","6","Cleveland Cavaliers","72","17330",".468","13.7",NA,".613",".286",".180",".093",".055",".387",NA,".541",".696",".401",".419",".392",".352",NA,".561",".825",NA,".079","437",NA,".243","828",NA,".235",".342",NA,"8","1"
"8","7","Dallas Mavericks","72","17355",".456","15.3",NA,".565",".203",".176",".113",".073",".435",NA,".542",".727",".446",".451",".403",".344",NA,".501",".786",NA,".059","313",NA,".206","746",NA,".259",".392",NA,"13","0"
"9","8","Denver Nuggets","73","17620",".478","14.5",NA,".580",".231",".202",".075",".073",".420",NA,".568",".744",".469",".428",".425",".353",NA,".583",".852",NA,".058","324",NA,".264","987",NA,".260",".384",NA,"23","0"
"10","9","Detroit Pistons","72","17380",".428","14.0",NA,".612",".249",".207",".081",".075",".388",NA,".493",".642",".413",".346",".374",".326",NA,".489",".894",NA,".039","219",NA,".306","1043",NA,".265",".361",NA,"19","0"
"11","10","Golden State Warriors","72","17330",".468","15.6",NA,".540",".204",".199",".069",".068",".460",NA,".558",".713",".512",".409",".383",".361",NA,".598",".800",NA,".059","338",NA,".279","1042",NA,".220",".343",NA,"22","1"
"12","11","Houston Rockets","72","17355",".454","14.2",NA,".553",".298",".185",".036",".034",".447",NA,".540",".685",".389",".314",".333",".348",NA,".498",".792",NA,".086","462",NA,".303","1019",NA,".178",".352",NA,"15","0"
"13","12","Indiana Pacers","72","17480",".462","14.0",NA,".606",".265",".179",".095",".067",".394",NA,".541",".678",".452",".421",".404",".341",NA,".500",".856",NA,".043","255",NA,".304","1144",NA,".250",".377",NA,"22","0"
"14","13","Los Angeles Clippers","74","17835",".454","14.8",NA,".612",".208",".185",".118",".101",".388",NA,".510",".686",".452",".431",".350",".364",NA,".500",".814",NA,".052","288",NA,".213","754",NA,".216",".395",NA,"17","0"
"15","14","Los Angeles Lakers","72","17555",".467","14.0",NA,".608",".284",".154",".084",".086",".392",NA,".542",".700",".412",".396",".398",".350",NA,".478",".828",NA,".063","357",NA,".311","1154",NA,".231",".374",NA,"5","0"
"16","15","Memphis Grizzlies","72","17355",".460","12.8",NA,".656",".272",".231",".108",".044",".344",NA,".521",".673",".418",".425",".367",".344",NA,".498",".848",NA,".057","343",NA,".280","1056",NA,".236",".365",NA,"12","0"
"17","16","Miami Heat","72","17455",".462","14.8",NA,".582",".228",".183",".107",".063",".418",NA,".527",".697",".420",".425",".395",".373",NA,".544",".854",NA,".051","276",NA,".241","849",NA,".301",".412",NA,"20","0"
"18","17","Milwaukee Bucks","72","17330",".466","15.2",NA,".564",".227",".163",".105",".068",".436",NA,".541",".716",".420",".448",".394",".369",NA,".451",".796",NA,".046","262",NA,".247","928",NA,".244",".394",NA,"8","0"
"19","18","Minnesota Timberwolves","73","17620",".454","14.6",NA,".544",".264",".174",".059",".047",".456",NA,".537",".673",".418",".415",".365",".356",NA,".516",".795",NA,".064","373",NA,".277","1008",NA,".222",".383",NA,"18","0"
"20","19","New Orleans Pelicans","72","17355",".455","13.7",NA,".631",".269",".183",".098",".082",".369",NA,".527",".665",".422",".458",".387",".332",NA,".534",".872",NA,".055","315",NA,".293","990",NA,".242",".373",NA,"17","2"
"21","20","New York Knicks","72","17380",".436","14.6",NA,".579",".255",".160",".087",".077",".421",NA,".494",".649",".370",".382",".363",".356",NA,".456",".795",NA,".069","372",NA,".240","761",NA,".207",".376",NA,"6","0"
"22","21","Oklahoma City Thunder","72","17380",".426","14.3",NA,".581",".209",".253",".076",".043",".419",NA,".504",".636",".438",".430",".380",".317",NA,".461",".821",NA,".051","280",NA,".320","1048",NA,".202",".347",NA,"7","0"
"23","22","Orlando Magic","73","17595",".434","14.3",NA,".588",".229",".224",".070",".065",".412",NA,".507",".662",".430",".418",".321",".329",NA,".499",".870",NA,".063","353",NA,".269","908",NA,".208",".380",NA,"12","0"
"24","23","Philadelphia 76ers","71","17165",".461","14.1",NA,".627",".236",".194",".121",".077",".373",NA,".522",".692",".411",".418",".440",".359",NA,".494",".838",NA,".047","256",NA,".247","828",NA,".231",".388",NA,"9","0"
"25","24","Phoenix Suns","72","17330",".486","14.2",NA,".646",".188",".222",".148",".090",".354",NA,".551",".701",".513",".488",".433",".367",NA,".553",".831",NA,".052","317",NA,".220","828",NA,".261",".388",NA,"12","0"
"26","25","Portland Trail Blazers","71","17065",".445","14.6",NA,".575",".257",".172",".073",".073",".425",NA,".515",".632",".429",".421",".401",".349",NA,".492",".777",NA,".045","239",NA,".275","911",NA,".210",".364",NA,"9","0"
"27","26","Sacramento Kings","73","17620",".458","13.9",NA,".622",".230",".222",".101",".069",".378",NA,".527",".692",".432",".426",".429",".345",NA,".493",".806",NA,".059","326",NA,".262","944",NA,".217",".392",NA,"12","1"
"28","27","San Antonio Spurs","72","17405",".465","13.3",NA,".658",".236",".226",".125",".071",".342",NA,".525",".665",".457",".447",".411",".350",NA,".550",".914",NA,".036","217",NA,".294","1104",NA,".226",".369",NA,"9","1"
"29","28","Toronto Raptors","72","17430",".442","14.3",NA,".628",".225",".207",".100",".095",".372",NA,".498",".648",".432",".419",".372",".349",NA,".434",".798",NA,".055","307",NA,".250","862",NA,".228",".400",NA,"15","2"
"30","29","Utah Jazz","72","17305",".472","15.1",NA,".529",".203",".231",".067",".028",".471",NA,".567",".724",".482",".454",".404",".365",NA,".452",".724",NA,".069","384",NA,".247","866",NA,".237",".388",NA,"10","1"
"31","30","Washington Wizards","71","17190",".468","13.7",NA,".642",".231",".230",".105",".077",".358",NA,".540",".721",".455",".418",".417",".339",NA,".529",".849",NA,".065","353",NA,".287","1004",NA,".248",".397",NA,"8","0"
"32","","League Average","72","17408",".459","14.3",NA,".601",".241",".193",".095",".072",".399",NA,".530",".683",".436",".430",".401",".352",NA,".510",".820",NA,".057","322",NA,".266","940",NA,".235",".380",NA,"13.0","0.4"
