"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"15","14","Atlanta Hawks","26.2","37","37","39","35","0.72","0.16","0.87","115.6","114.9","+0.7","97.5",".250",".386",".577",NA,".539","10.9","22.8",".203",NA,".543","11.5","76.8",".176",NA,"State Farm Arena","619,744","16,309"
"16","15","Brooklyn Nets","29.2","39","35","38","36","0.41","0.17","0.57","113.2","112.8","+0.4","98.9",".244",".357",".574",NA,".538","12.5","23.8",".196",NA,".522","11.9","75.2",".199",NA,"Barclays Center","603,993","17,257"
"17","16","Chicago Bulls","26.3","43","31","38","36","0.39","-0.21","0.18","113.2","112.8","+0.4","98.4",".243",".336",".580",NA,".543","11.8","20.1",".197",NA,".536","12.0","78.1",".199",NA,"United Center","749,577","20,822"
"18","17","Charlotte Hornets","25.6","38","36","38","36","0.27","0.09","0.36","113.5","113.2","+0.3","100.0",".237",".420",".567",NA,".539","11.5","23.4",".175",NA,".541","13.1","74.9",".186",NA,"Spectrum Center","648,249","17,059"
"19","18","San Antonio Spurs","24.6","30","44","36","38","-0.39","0.02","-0.37","112.0","112.4","-0.4","100.1",".212",".343",".553",NA,".525","11.1","24.1",".159",NA,".533","12.2","74.9",".175",NA,"AT&T Center","547,812","14,806"
"20","19","New York Knicks","26.1","32","42","36","38","-0.53","0.27","-0.26","110.3","110.8","-0.5","95.9",".278",".425",".549",NA,".513","12.2","25.2",".208",NA,".521","11.6","78.5",".198",NA,"Madison Square Garden (IV)","664,424","18,456"
"21","20","New Orleans Pelicans","25.6","31","43","34","40","-1.11","0.39","-0.71","111.3","112.4","-1.1","97.3",".258",".368",".555",NA,".517","12.6","26.4",".203",NA,".540","12.7","78.3",".199",NA,"Smoothie King Center","588,398","15,484"
"22","21","Los Angeles Clippers","27.5","36","39","33","42","-1.67","0.16","-1.51","108.4","110.1","-1.7","98.0",".221",".386",".556",NA,".523","12.6","20.4",".174",NA,".515","12.1","74.6",".168",NA,"Crypto.com Arena","603,251","16,757"
"23","22","Los Angeles Lakers","30.4","31","42","31","42","-2.66","-0.22","-2.88","109.8","112.4","-2.6","100.1",".248",".390",".564",NA,".536","12.9","21.2",".180",NA,".535","12.4","75.4",".192",NA,"Crypto.com Arena","707,640","18,622"
"24","23","Indiana Pacers","26.2","25","50","30","45","-3.07","0.09","-2.98","111.8","114.9","-3.1","97.8",".238",".394",".560",NA,".528","12.8","25.3",".181",NA,".544","11.7","76.6",".203",NA,"Gainbridge Fieldhouse","526,505","14,230"
"25","24","Washington Wizards","26.0","31","42","29","44","-3.34","-0.04","-3.38","110.6","114.0","-3.4","96.9",".255",".359",".565",NA,".528","12.1","21.0",".201",NA,".525","10.8","76.5",".203",NA,"Capital One Arena","547,145","15,198"
"26","25","Sacramento Kings","25.7","27","48","26","49","-5.17","0.26","-4.91","110.0","115.1","-5.1","99.8",".259",".379",".560",NA,".524","12.6","21.9",".199",NA,".550","11.8","76.3",".178",NA,"Golden 1 Center","543,953","13,948"
"27","26","Oklahoma City Thunder","22.5","21","53","20","54","-7.57","0.42","-7.15","104.3","111.9","-7.6","98.6",".222",".420",".527",NA,".494","12.3","21.6",".170",NA,".530","11.9","76.1",".167",NA,"Paycom Center","530,804","14,346"
"28","27","Portland Trail Blazers","25.9","27","47","21","53","-7.53","0.46","-7.07","108.6","116.2","-7.6","98.5",".256",".421",".552",NA,".517","12.8","23.2",".195",NA,".557","12.5","77.7",".217",NA,"Moda Center","650,746","17,125"
"29","28","Orlando Magic","23.3","20","55","20","55","-7.76","0.22","-7.55","104.4","112.2","-7.8","99.2",".227",".413",".537",NA,".501","13.1","20.0",".179",NA,".531","11.9","77.1",".197",NA,"Amway Center","553,418","14,957"
"30","29","Detroit Pistons","23.7","20","54","20","54","-7.91","0.37","-7.54","105.4","113.4","-8.0","98.4",".250",".387",".530",NA,".492","12.8","23.6",".195",NA,".540","13.1","75.7",".222",NA,"Little Caesars Arena","583,719","15,776"
"31","30","Houston Rockets","24.3","20","55","19","56","-8.61","0.35","-8.27","107.8","116.3","-8.5","100.7",".284",".446",".564",NA,".533","14.7","21.4",".202",NA,".553","12.4","74.6",".202",NA,"Toyota Center","558,106","15,503"
"32","","League Average","26.3","","","37","37","0.00","0.00","0.00","111.5","111.5","","98.2",".247",".399",".564",NA,".529","12.4","23.3",".191",NA,".529","12.4","76.7",".191",NA,"","622,694","16,784"
