"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","61","14640",".468","14.8",NA,".620",".248",".164",".113",".095",".380",NA,".525",".672",".425",".443",".413",".374",NA,".526",".734",NA,".061","304",NA,".237","694",NA,".215",".400",NA,"14","1"
"3","2","Boston Celtics","64","15560",".455","15.3",NA,".582",".212",".198",".088",".083",".418",NA,".535",".723",".444",".404",".411",".343",NA,".500",".817",NA,".053","266",NA,".273","873",NA,".228",".375",NA,"9","0"
"4","3","Brooklyn Nets","63","15170",".465","13.9",NA,".641",".250",".167",".129",".096",".359",NA,".530",".643",".430",".483",".472",".350",NA,".540",".758",NA,".048","235",NA,".260","773",NA,".230",".364",NA,"6","0"
"5","4","Chicago Bulls","62","14905",".482","14.0",NA,".660",".259",".145",".130",".126",".340",NA,".538",".675",".442",".464",".442",".374",NA,".479",".848",NA,".050","246",NA,".248","769",NA,".274",".441",NA,"11","1"
"6","5","Charlotte Hornets","64","15560",".458","14.0",NA,".584",".283",".178",".074",".049",".416",NA,".529",".678",".380",".390",".426",".359",NA,".541",".860",NA,".075","391",NA,".285","887",NA,".278",".369",NA,"14","0"
"7","6","Cleveland Cavaliers","62","14880",".466","13.9",NA,".607",".277",".178",".097",".056",".393",NA,".539",".692",".407",".423",".397",".353",NA,".560",".825",NA,".078","364",NA,".239","694",NA,".234",".345",NA,"8","1"
"8","7","Dallas Mavericks","62","14955",".457","15.3",NA,".569",".202",".173",".119",".076",".431",NA,".541",".727",".451",".451",".399",".344",NA,".506",".799",NA,".060","277",NA,".200","627",NA,".249",".398",NA,"11","0"
"9","8","Denver Nuggets","62","14930",".474","14.7",NA,".575",".230",".195",".077",".073",".425",NA,".563",".745",".456",".432",".416",".354",NA,".575",".850",NA,".054","257",NA,".266","850",NA,".257",".383",NA,"19","0"
"10","9","Detroit Pistons","62","14955",".423","14.0",NA,".613",".248",".206",".083",".076",".387",NA,".488",".631",".412",".345",".383",".320",NA,".487",".887",NA,".038","182",NA,".309","896",NA,".254",".344",NA,"16","0"
