"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","60","14400",".465","14.7",NA,".595",".255",".158",".098",".084",".405",NA,".537",".688",".418",".463",".386",".360",NA,".511",".846",NA,".060","280",NA,".251","763",NA,".239",".383"
"3","2","Boston Celtics","63","15320",".430","15.3",NA,".606",".192",".215",".103",".096",".394",NA,".490",".700",".392",".403",".382",".339",NA,".465",".799",NA,".047","240",NA,".258","731",NA,".212",".358"
"4","3","Brooklyn Nets","61","14690",".452","14.2",NA,".598",".264",".164",".092",".078",".402",NA,".530",".674",".402",".437",".421",".336",NA,".498",".778",NA,".054","259",NA,".272","830",NA,".243",".349"
"5","4","Chicago Bulls","61","14665",".465","13.3",NA,".638",".297",".171",".092",".077",".362",NA,".524",".663",".411",".401",".388",".362",NA,".517",".833",NA,".056","276",NA,".293","872",NA,".224",".410"
"6","5","Charlotte Hornets","62","15080",".462","14.5",NA,".569",".260",".173",".079",".058",".431",NA,".543",".679",".434",".411",".436",".355",NA,".522",".830",NA,".069","328",NA,".263","812",NA,".270",".372"
"7","6","Cleveland Cavaliers","60","14400",".441","13.8",NA,".618",".294",".159",".092",".074",".382",NA,".503",".605",".411",".410",".409",".341",NA,".508",".814",NA,".058","263",NA,".274","745",NA,".256",".359"
"8","7","Dallas Mavericks","61","14715",".455","13.9",NA,".626",".237",".202",".112",".074",".374",NA,".527",".692",".450",".432",".352",".336",NA,".516",".824",NA,".056","245",NA,".253","762",NA,".257",".371"
"9","8","Denver Nuggets","61","14690",".464","14.3",NA,".604",".223",".214",".098",".069",".396",NA,".549",".725",".473",".442",".366",".334",NA,".522",".823",NA,".058","276",NA,".262","816",NA,".238",".363"
"10","9","Detroit Pistons","61","14715",".476","13.8",NA,".617",".255",".213",".082",".067",".383",NA,".538",".670",".468",".414",".411",".375",NA,".541",".819",NA,".062","292",NA,".284","837",NA,".252",".425"
"11","10","Golden State Warriors","61","14690",".433","14.8",NA,".582",".176",".258",".085",".063",".418",NA,".505",".686",".446",".425",".345",".334",NA,".481",".835",NA,".046","224",NA,".274","779",NA,".243",".398"
"12","11","Houston Rockets","60","14425",".483","14.3",NA,".584",".271",".168",".081",".064",".416",NA,".574",".709",".463",".468",".427",".355",NA,".494",".809",NA,".072","342",NA,".260","815",NA,".239",".382"
"13","12","Indiana Pacers","62","15055",".472","13.6",NA,".640",".255",".204",".106",".074",".360",NA,".536",".674",".454",".436",".426",".360",NA,".488",".786",NA,".063","297",NA,".278","838",NA,".221",".377"
"14","13","Los Angeles Clippers","63","15170",".446","13.7",NA,".622",".254",".207",".102",".059",".378",NA,".511",".650",".424",".424",".371",".338",NA,".504",".804",NA,".055","276",NA,".276","836",NA,".221",".339"
"15","14","Los Angeles Lakers","60","14625",".457","14.1",NA,".598",".262",".188",".086",".062",".402",NA,".533",".702",".412",".392",".379",".346",NA,".530",".838",NA,".062","300",NA,".271","828",NA,".198",".361"
"16","15","Memphis Grizzlies","62","14955",".452","14.1",NA,".603",".273",".166",".097",".066",".397",NA,".517",".652",".388",".432",".407",".354",NA,".540",".821",NA,".062","297",NA,".268","785",NA,".174",".398"
"17","16","Miami Heat","61","14815",".443","15.4",NA,".539",".213",".174",".093",".058",".461",NA,".528",".695",".432",".418",".374",".345",NA,".507",".842",NA,".046","206",NA,".236","688",NA,".270",".373"
"18","17","Milwaukee Bucks","61","14690",".449","15.6",NA,".547",".218",".167",".093",".069",".453",NA,".535",".692",".435",".436",".416",".344",NA,".512",".829",NA,".045","222",NA,".245","759",NA,".210",".357"
"19","18","Minnesota Timberwolves","61","14740",".455","14.4",NA,".573",".258",".167",".085",".063",".427",NA,".535",".686",".413",".394",".428",".349",NA,".564",".843",NA,".070","336",NA,".266","759",NA,".292",".385"
"20","19","New Orleans Pelicans","61","14690",".465","14.8",NA,".587",".225",".177",".105",".080",".413",NA,".538",".695",".458",".453",".386",".360",NA,".497",".807",NA,".045","212",NA,".249","753",NA,".221",".417"
"21","20","New York Knicks","61","14740",".446","14.7",NA,".566",".267",".138",".088",".074",".434",NA,".522",".661",".402",".444",".339",".346",NA,".531",".842",NA,".056","269",NA,".263","757",NA,".237",".357"
"22","21","Oklahoma City Thunder","60","14500",".448","14.8",NA,".578",".205",".213",".087",".072",".422",NA,".526",".673",".468",".458",".362",".342",NA,".519",".850",NA,".054","237",NA,".271","806",NA,".255",".399"
"23","22","Orlando Magic","61","14665",".461","14.7",NA,".599",".218",".197",".101",".084",".401",NA,".525",".653",".464",".453",".423",".364",NA,".504",".823",NA,".054","269",NA,".255","742",NA,".229",".385"
"24","23","Philadelphia 76ers","60","14500",".451","14.0",NA,".616",".252",".187",".109",".069",".384",NA,".521",".684",".399",".398",".451",".337",NA,".508",".793",NA,".061","281",NA,".260","746",NA,".204",".367"
"25","24","Phoenix Suns","61","14665",".441","14.6",NA,".614",".188",".238",".101",".087",".386",NA,".510",".671",".464",".434",".372",".332",NA,".480",".780",NA,".043","205",NA,".262","785",NA,".190",".357"
"26","25","Portland Trail Blazers","61","14665",".473","14.5",NA,".572",".268",".162",".079",".063",".428",NA,".550",".682",".453",".391",".439",".371",NA,".537",".839",NA,".057","264",NA,".255","796",NA,".284",".404"
"27","26","Sacramento Kings","62","14955",".476","13.9",NA,".622",".248",".206",".093",".075",".378",NA,".545",".709",".440",".425",".440",".363",NA,".483",".812",NA,".059","301",NA,".278","887",NA,".219",".393"
"28","27","San Antonio Spurs","61","14765",".467","13.5",NA,".641",".262",".212",".095",".072",".359",NA,".529",".651",".444",".440",".458",".356",NA,".472",".803",NA,".060","286",NA,".306","903",NA,".193",".415"
"29","28","Toronto Raptors","59","14285",".464","14.4",NA,".585",".239",".197",".090",".060",".415",NA,".541",".711",".417",".450",".412",".355",NA,".538",".868",NA,".062","271",NA,".264","738",NA,".306",".388"
"30","29","Utah Jazz","60","14400",".452","14.5",NA,".618",".197",".220",".119",".083",".382",NA,".518",".701",".434",".441",".417",".345",NA,".483",".772",NA,".048","226",NA,".249","751",NA,".201",".372"
"31","30","Washington Wizards","60","14550",".458","14.0",NA,".654",".200",".250",".117",".088",".346",NA,".514",".699",".448",".424",".403",".351",NA,".488",".809",NA,".057","257",NA,".266","781",NA,".194",".380"
"32","","League Average","61","14707",".457","14.3",NA,".601",".241",".192",".095",".072",".399",NA,".528",".680",".435",".429",".401",".349",NA,".508",".820",NA,".056","268",NA,".266","790",NA,".234",".380"
