"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","67","16105",".470","14.7",NA,".599",".254",".159",".101",".085",".401",NA,".541",".696",".421",".460",".399",".364",NA,".510",".848",NA,".060","312",NA,".251","858",NA,".235",".384"
"3","2","Boston Celtics","69","16760",".431","15.3",NA,".606",".193",".215",".103",".096",".394",NA,".493",".702",".391",".409",".387",".338",NA,".465",".793",NA,".047","265",NA,".258","801",NA,".214",".357"
"4","3","Brooklyn Nets","68","16370",".453","14.2",NA,".600",".262",".168",".093",".077",".400",NA,".528",".679",".394",".440",".409",".341",NA,".502",".790",NA,".057","306",NA,".270","905",NA,".242",".358"
"5","4","Chicago Bulls","67","16105",".467","13.3",NA,".637",".299",".171",".091",".077",".363",NA,".527",".667",".411",".402",".391",".362",NA,".518",".829",NA,".057","305",NA,".290","953",NA,".229",".414"
"6","5","Charlotte Hornets","68","16520",".464","14.5",NA,".570",".262",".172",".077",".059",".430",NA,".545",".682",".435",".405",".439",".357",NA,".526",".829",NA,".067","353",NA,".266","905",NA,".270",".373"
"7","6","Cleveland Cavaliers","67","16080",".446","13.7",NA,".619",".296",".160",".091",".072",".381",NA,".507",".609",".413",".414",".412",".348",NA,".509",".820",NA,".059","297",NA,".273","835",NA,".258",".362"
"8","7","Dallas Mavericks","68","16395",".455","13.9",NA,".626",".237",".208",".109",".073",".374",NA,".527",".694",".455",".421",".348",".335",NA,".513",".825",NA,".057","286",NA,".258","863",NA,".253",".371"
"9","8","Denver Nuggets","68","16395",".465","14.3",NA,".605",".221",".218",".096",".070",".395",NA,".547",".728",".467",".447",".362",".340",NA,".522",".821",NA,".058","310",NA,".263","917",NA,".235",".367"
"10","9","Detroit Pistons","68","16420",".474","13.7",NA,".622",".258",".212",".081",".071",".378",NA,".539",".670",".473",".423",".388",".367",NA,".538",".817",NA,".062","324",NA,".283","933",NA,".251",".420"
