"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"23","22","Orlando Magic","56","13465",".433","14.3",NA,".589",".231",".225",".069",".065",".411",NA,".505",".648",".431",".439",".320",".330",NA,".501",".857",NA,".060","258",NA,".269","682",NA,".208",".373",NA,"9","0"
"24","23","Philadelphia 76ers","54","13060",".466","14.0",NA,".637",".232",".199",".127",".079",".363",NA,".528",".701",".422",".431",".441",".357",NA,".490",".835",NA,".046","192",NA,".248","653",NA,".234",".389",NA,"8","0"
"25","24","Phoenix Suns","55","13225",".480","14.2",NA,".648",".190",".218",".146",".093",".352",NA,".545",".702",".502",".477",".434",".360",NA,".544",".841",NA,".054","247",NA,".216","619",NA,".261",".394",NA,"8","0"
"26","25","Portland Trail Blazers","56","13465",".447","14.9",NA,".563",".254",".163",".069",".077",".437",NA,".520",".619",".447",".430",".427",".354",NA,".480",".781",NA,".043","182",NA,".267","696",NA,".210",".385",NA,"4","0"
"27","26","Sacramento Kings","57","13755",".456","13.9",NA,".620",".229",".219",".106",".066",".380",NA,".524",".700",".418",".417",".440",".344",NA,".492",".789",NA,".063","270",NA,".255","710",NA,".218",".375",NA,"12","1"
"28","27","San Antonio Spurs","55","13275",".464","13.2",NA,".662",".238",".230",".127",".067",".338",NA,".521",".661",".450",".455",".397",".352",NA,".552",".913",NA,".037","167",NA,".290","817",NA,".232",".373",NA,"4","0"
"29","28","Toronto Raptors","54","13085",".444","14.6",NA,".615",".217",".197",".104",".097",".385",NA,".499",".651",".431",".404",".400",".357",NA,".441",".794",NA,".057","239",NA,".242","628",NA,".222",".411",NA,"11","2"
"30","29","Utah Jazz","55","13200",".472","15.1",NA,".531",".202",".236",".066",".026",".469",NA,".570",".734",".488",".435",".395",".361",NA,".449",".723",NA,".069","291",NA,".251","687",NA,".234",".387",NA,"8","1"
"31","30","Washington Wizards","54","13060",".463","13.6",NA,".641",".231",".240",".104",".065",".359",NA,".542",".729",".447",".440",".393",".323",NA,".524",".838",NA,".064","263",NA,".296","789",NA,".252",".381",NA,"5","0"
"32","","League Average","55","13366",".456","14.4",NA,".599",".241",".191",".095",".072",".401",NA,".527",".679",".432",".427",".402",".349",NA,".509",".821",NA,".056","241",NA,".265","715",NA,".233",".380",NA,"9.8","0.3"
