"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Utah Jazz",54,240,40.6,86,0.472,14.5,40.2,0.361,26.1,45.8,0.57,17.9,22.9,0.78,10.2,35.7,45.9,22.1,7,4.8,14.3,19,113.6
"2",2,"Charlotte Hornets",55,241.8,42.1,91.9,0.458,13.8,38.2,0.361,28.3,53.7,0.527,15.4,20.8,0.738,10.7,33.7,44.4,26.9,8.7,4.9,13.2,19.5,113.3
"3",3,"Memphis Grizzlies",56,241.3,42.9,93.6,0.458,11.1,32.6,0.339,31.8,61,0.522,16.3,22.1,0.738,13.7,35,48.7,25.1,10.2,6.4,13.3,19.1,113.1
"4",4,"Milwaukee Bucks",56,240.9,40.9,89,0.46,14.3,39.3,0.364,26.6,49.7,0.535,16.8,21.6,0.779,10.3,36.4,46.7,23.5,7.8,4.2,13.7,17.9,113
"5",5,"Phoenix Suns",54,240.5,42.8,89.5,0.478,11.4,31.6,0.361,31.4,57.9,0.542,16,20.1,0.795,10.2,35.9,46.1,26.6,8.5,4.3,13.1,19.3,113
"6",6,"Minnesota Timberwolves",54,241.4,40.9,91.6,0.447,14.5,41.3,0.35,26.5,50.2,0.527,16.5,21.5,0.764,12.2,33,45.2,25,8.8,5.8,14.6,21.8,112.8
"7",7,"Atlanta Hawks",54,240,41,87.5,0.468,12.5,33.3,0.376,28.4,54.2,0.525,17.4,21.7,0.802,9.8,34.5,44.3,24.4,6.9,4.4,12.4,18.4,111.9
"8",8,"Chicago Bulls",54,240.5,41.6,87,0.478,11.2,30,0.373,30.5,57.1,0.534,17.4,21.3,0.816,8.9,34,42.9,24.4,7.2,4.6,12.9,18.7,111.8
"9",9,"San Antonio Spurs",54,241.4,43.3,93.1,0.466,11.1,31.5,0.354,32.2,61.6,0.523,13.7,18.6,0.738,11.2,34.4,45.6,27.9,7.7,5.2,12.7,17.9,111.5
"10",10,"Los Angeles Lakers",55,244.1,41.4,89.2,0.465,12,34.5,0.347,29.5,54.7,0.538,16.2,22.3,0.726,9.6,35.2,44.9,24.1,8.1,5.6,14.7,20.2,111
"11",11,"Golden State Warriors",54,240.9,40.4,86.4,0.468,14.6,40.1,0.363,25.9,46.3,0.559,15.5,20.3,0.764,10,36.4,46.4,27.6,9.5,4.9,15.6,20.3,110.9
"12",12,"Brooklyn Nets",54,240.9,41.5,88.6,0.468,11.2,31.8,0.352,30.3,56.8,0.533,16.8,20.7,0.811,10.1,34.7,44.8,25.3,7,5.5,14,19.8,110.9
"13",13,"Denver Nuggets",54,240.9,40.9,86.5,0.474,12.9,36.3,0.355,28.1,50.1,0.559,14.9,19,0.786,9,34.5,43.5,27.2,7.2,3.7,13.9,19.3,109.7
"14",14,"Sacramento Kings",56,241.3,40.5,89.1,0.455,11.7,33.9,0.344,28.9,55.1,0.523,16.8,22.2,0.757,10.3,33.5,43.7,23.3,7.3,4.6,14.1,19.2,109.5
"15",15,"Miami Heat",55,242.3,39.4,85.5,0.461,13.6,36,0.378,25.8,49.5,0.521,16.5,20.2,0.815,10.7,33.8,44.5,25.9,7.6,3.3,14.9,20.6,108.9
"16",16,"Indiana Pacers",56,242.7,40.4,88.9,0.455,11.7,35.1,0.333,28.8,53.8,0.535,16.2,21.1,0.77,11,33.6,44.6,24.2,6.9,5.6,14.3,20.4,108.8
"17",17,"Toronto Raptors",52,242.4,40.1,91,0.441,12.4,34.9,0.356,27.7,56,0.494,15.7,20.8,0.754,13.3,31.9,45.1,22.2,9.2,4.9,12.9,19.8,108.4
"18",18,"Boston Celtics",56,243.6,39.6,87.6,0.452,12.4,36.5,0.34,27.2,51.1,0.531,16.8,20.6,0.816,10.8,35.8,46.6,23.5,7.3,5.9,14.2,18.7,108.4
"19",19,"Houston Rockets",54,240.5,38.5,85.6,0.45,13.2,38.6,0.343,25.3,47,0.538,17.8,24.9,0.716,9.6,32.9,42.6,22.9,7.3,4.7,17,20.1,108.1
"20",20,"Philadelphia 76ers",54,241.9,39.6,85.1,0.466,11,30.9,0.357,28.6,54.2,0.528,17.5,21.6,0.811,8.4,33.7,42.1,23.2,7.6,5.6,12.6,19.2,107.8
"21",21,"Portland Trail Blazers",55,240.5,38.8,86.9,0.447,13.5,38.1,0.354,25.3,48.9,0.519,16.4,21.6,0.76,10.2,33.6,43.8,22.6,7.6,4.7,13.9,19.8,107.6
"22",22,"Washington Wizards",53,241.9,39.8,86,0.462,9.9,30.9,0.322,29.8,55.1,0.541,17.3,22.2,0.779,9.2,35,44.1,23.9,6.1,4.9,13.3,18.7,106.8
"23",23,"Cleveland Cavaliers",54,240,39.5,85.1,0.464,11.8,33.7,0.351,27.7,51.5,0.538,15.7,20.9,0.751,10.4,34.9,45.3,25.5,7.2,4.3,14.9,17,106.5
"24",24,"Los Angeles Clippers",56,240.9,39.3,87.4,0.45,12.5,34.6,0.36,26.9,52.8,0.509,15.2,19.3,0.789,9,35,44,23.4,7.5,4.6,14.2,18.7,106.4
"25",25,"Dallas Mavericks",55,241.4,39.2,86.3,0.454,12.4,36.8,0.338,26.7,49.5,0.54,15.6,20.3,0.771,9.4,34.5,43.9,24,7.2,4.1,12.6,19.7,106.4
"26",26,"New Orleans Pelicans",54,240.9,38.6,87.2,0.443,10.7,32.7,0.328,27.9,54.5,0.512,17.9,22.6,0.792,11.5,33.7,45.2,24.8,7.7,4.2,14.4,19.6,105.9
"27",27,"New York Knicks",55,241.4,37.5,86.2,0.435,13,36.7,0.353,24.5,49.5,0.496,16.6,22.2,0.746,11.3,34.6,45.9,21.4,7,4.9,13.6,19.8,104.5
"28",28,"Orlando Magic",56,240.4,37.9,87.5,0.433,11.9,36,0.33,26,51.5,0.505,15.5,19.7,0.787,9.1,34.4,43.4,23.2,6.8,4.8,14.6,19.9,103.1
"29",29,"Detroit Pistons",54,240.9,37,88.2,0.42,11.1,34.9,0.318,25.9,53.3,0.486,17,21.9,0.776,10.6,32.1,42.7,22.4,7.8,4.8,14.6,21.6,102.1
"30",30,"Oklahoma City Thunder",53,240.9,37.2,89.1,0.418,11.8,37.6,0.315,25.4,51.5,0.493,14.7,19.2,0.763,10.5,35.5,46,21.1,7.4,4.5,13.6,18.2,101
"31",NA,"League Average",55,241.3,40.1,88.1,0.455,12.3,35.3,0.349,27.8,52.8,0.526,16.3,21.1,0.773,10.4,34.4,44.8,24.3,7.7,4.8,13.9,19.4,108.9
