"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"11","10","Golden State Warriors","75","18050",".468","15.6",NA,".541",".204",".199",".070",".068",".459",NA,".559",".714",".517",".406",".378",".360",NA,".594",".797",NA,".058","345",NA,".280","1091",NA,".219",".340",NA,"22","1"
"12","11","Houston Rockets","75","18075",".455","14.1",NA,".554",".301",".182",".037",".034",".446",NA,".542",".687",".387",".308",".336",".348",NA,".503",".790",NA,".087","490",NA,".302","1056",NA,".177",".355",NA,"15","0"
"13","12","Indiana Pacers","75","18200",".461","14.0",NA,".606",".266",".177",".094",".068",".394",NA,".539",".677",".451",".421",".399",".340",NA,".502",".861",NA,".043","263",NA,".304","1195",NA,".250",".375",NA,"22","0"
"14","13","Los Angeles Clippers","75","18075",".453","14.8",NA,".614",".207",".186",".120",".101",".386",NA,".509",".688",".447",".430",".350",".364",NA,".499",".814",NA,".052","292",NA,".213","763",NA,".216",".396",NA,"17","0"
"15","14","Los Angeles Lakers","74","18035",".468","14.0",NA,".609",".284",".155",".085",".086",".391",NA,".544",".704",".412",".401",".394",".351",NA,".478",".828",NA,".062","361",NA,".311","1198",NA,".231",".375",NA,"5","0"
"16","15","Memphis Grizzlies","75","18075",".462","12.8",NA,".654",".271",".232",".108",".044",".346",NA,".521",".671",".421",".423",".373",".349",NA,".498",".849",NA,".056","357",NA,".278","1084",NA,".233",".368",NA,"13","0"
"17","16","Miami Heat","75","18175",".462","14.8",NA,".581",".228",".183",".107",".064",".419",NA,".527",".693",".427",".427",".392",".372",NA,".541",".854",NA,".051","284",NA,".240","871",NA,".298",".411",NA,"21","0"
"18","17","Milwaukee Bucks","74","17810",".466","15.2",NA,".565",".227",".164",".106",".069",".435",NA,".541",".712",".423",".450",".395",".368",NA,".452",".793",NA,".047","271",NA,".247","948",NA,".241",".394",NA,"8","0"
"19","18","Minnesota Timberwolves","76","18340",".456","14.5",NA,".546",".265",".174",".060",".047",".454",NA,".539",".677",".413",".428",".373",".356",NA,".517",".794",NA,".065","390",NA,".277","1049",NA,".223",".389",NA,"18","0"
"20","19","New Orleans Pelicans","75","18075",".456","13.7",NA,".633",".268",".185",".099",".081",".367",NA,".527",".666",".420",".462",".390",".333",NA,".531",".873",NA,".055","325",NA,".293","1030",NA,".241",".371",NA,"17","2"
"21","20","New York Knicks","75","18100",".436","14.6",NA,".574",".253",".160",".085",".076",".426",NA,".496",".654",".370",".382",".358",".356",NA,".456",".797",NA,".069","391",NA,".239","793",NA,".211",".378",NA,"6","0"
"22","21","Oklahoma City Thunder","74","17860",".427","14.3",NA,".580",".207",".255",".076",".042",".420",NA,".505",".635",".443",".430",".378",".319",NA,".463",".821",NA,".051","286",NA,".320","1075",NA,".202",".345",NA,"9","0"
"23","22","Orlando Magic","75","18100",".433","14.4",NA,".587",".226",".226",".070",".065",".413",NA,".505",".661",".430",".418",".321",".330",NA,".498",".871",NA,".062","360",NA,".269","936",NA,".207",".378",NA,"12","0"
"24","23","Philadelphia 76ers","74","17885",".461","14.0",NA,".628",".238",".194",".121",".075",".372",NA,".522",".691",".414",".415",".438",".358",NA,".494",".835",NA,".048","270",NA,".249","869",NA,".234",".386",NA,"11","0"
"25","24","Phoenix Suns","75","18050",".488","14.2",NA,".647",".188",".220",".150",".088",".353",NA,".553",".707",".508",".496",".434",".370",NA,".551",".832",NA,".053","331",NA,".220","864",NA,".261",".392",NA,"12","0"
"26","25","Portland Trail Blazers","74","17785",".444","14.5",NA,".579",".264",".170",".073",".072",".421",NA,".515",".629",".425",".423",".402",".346",NA,".494",".777",NA,".046","259",NA,".278","957",NA,".207",".363",NA,"10","0"
"27","26","Sacramento Kings","75","18125",".459","13.9",NA,".621",".230",".221",".101",".069",".379",NA,".528",".693",".435",".424",".434",".345",NA,".493",".806",NA,".059","333",NA,".263","976",NA,".218",".394",NA,"12","1"
"28","27","San Antonio Spurs","74","17885",".465","13.3",NA,".657",".238",".225",".123",".070",".343",NA,".524",".665",".454",".446",".412",".351",NA,".550",".913",NA,".036","224",NA,".295","1139",NA,".228",".369",NA,"11","1"
"29","28","Toronto Raptors","74","17910",".445","14.2",NA,".627",".226",".207",".099",".094",".373",NA,".501",".650",".433",".422",".373",".351",NA,".438",".800",NA,".055","317",NA,".249","884",NA,".232",".401",NA,"15","2"
"30","29","Utah Jazz","75","18025",".470","15.1",NA,".530",".203",".232",".066",".028",".470",NA,".566",".723",".480",".459",".398",".363",NA,".451",".726",NA,".069","399",NA,".247","895",NA,".238",".385",NA,"11","1"
"31","30","Washington Wizards","74","17910",".468","13.8",NA,".642",".226",".231",".105",".079",".358",NA,".540",".721",".456",".424",".421",".340",NA,".530",".849",NA,".065","366",NA,".282","1025",NA,".246",".398",NA,"9","0"
"32","","League Average","75","18015",".459","14.3",NA,".601",".242",".194",".095",".071",".399",NA,".531",".683",".437",".431",".401",".352",NA,".510",".820",NA,".057","333",NA,".266","973",NA,".235",".380",NA,"13.4","0.4"
