"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Minnesota Timberwolves",74,241.4,41.4,91.2,0.454,14.8,41.6,0.355,26.6,49.6,0.537,17.8,22.9,0.778,11.5,33.3,44.7,25.5,8.8,5.7,14.4,21.7,115.4
"2",2,"Milwaukee Bucks",72,240.7,41.5,89.1,0.466,14.3,38.9,0.369,27.2,50.3,0.541,17.7,22.8,0.774,10.3,36.6,46.9,23.7,7.6,4,13.4,18.2,115.1
"3",3,"Phoenix Suns",73,240.7,43.6,89.6,0.486,11.6,31.7,0.367,31.9,57.9,0.552,16.2,20.2,0.801,9.8,35.8,45.5,27.4,8.5,4.5,12.9,19.6,115
"4",4,"Memphis Grizzlies",73,241,43.4,94.2,0.46,11.2,32.4,0.346,32.2,61.8,0.52,16.9,23.1,0.734,14.2,35.2,49.4,25.5,9.8,6.6,13.2,19.7,114.9
"5",5,"Charlotte Hornets",73,242.7,42.4,91.6,0.463,13.9,38.5,0.361,28.5,53.1,0.537,16.1,21.8,0.737,10.9,33.9,44.8,27.6,8.7,5,13.2,19.9,114.8
"6",6,"Utah Jazz",73,240.3,40.5,86.1,0.471,14.7,40.5,0.363,25.8,45.6,0.567,17.8,22.9,0.778,10.7,35.6,46.3,22.3,7.2,5,14.2,18.9,113.7
"7",7,"San Antonio Spurs",73,241.7,43.5,93.3,0.466,11.3,32.1,0.352,32.2,61.3,0.525,14.7,19.7,0.748,11.2,34.1,45.3,28,7.6,5.1,12.8,18.1,112.9
"8",8,"Atlanta Hawks",73,240.3,41.2,88.2,0.467,12.6,34,0.37,28.6,54.2,0.528,17.9,22.1,0.812,10,33.9,43.9,24.4,7,4.4,12,18.6,112.8
"9",9,"Brooklyn Nets",73,240.7,41.9,88.3,0.474,11.3,31.5,0.358,30.6,56.8,0.539,17.2,21.5,0.802,10.3,33.8,44.1,25.1,7,5.3,13.9,20.1,112.2
"10",10,"Chicago Bulls",72,240.3,41.9,87.2,0.48,10.9,29.2,0.372,31,58,0.535,17.1,21.1,0.81,8.7,34,42.6,24.1,7.2,4.3,12.8,18.7,111.8
"11",11,"Los Angeles Lakers",73,243.8,41.7,89.2,0.468,12.2,34.8,0.35,29.5,54.4,0.543,16.1,22.1,0.728,9.6,34.4,44.1,24.2,7.8,5.4,14.6,20.2,111.6
"12",12,"Denver Nuggets",73,241.4,41.2,86.3,0.478,12.8,36.2,0.353,28.4,50.1,0.568,16.3,20.6,0.792,9.1,35,44.1,27.5,7.2,3.7,14.3,19.8,111.5
"13",13,"Golden State Warriors",73,240.7,40.5,86.6,0.468,14.4,39.9,0.362,26.1,46.7,0.559,15.5,20.3,0.764,9.8,35.8,45.5,27.1,9,4.6,14.9,20.7,111
"14",14,"Indiana Pacers",73,242.7,41.3,89.5,0.462,12,35.2,0.342,29.3,54.2,0.54,16.2,21.3,0.764,11.3,33.5,44.8,25.1,6.9,5.5,14.5,20.3,110.9
"15",15,"Sacramento Kings",74,241.4,40.6,88.5,0.459,11.6,33.5,0.345,29.1,55,0.529,17.6,22.9,0.768,9.8,33.3,43.1,23.7,7.2,4.4,14.2,19.2,110.5
"16",16,"Boston Celtics",74,242.7,40.2,87.2,0.461,12.9,36.7,0.351,27.3,50.5,0.541,17.1,20.9,0.817,10.6,35.5,46.1,24.3,7.2,6,13.5,18.5,110.4
