"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","74","17785",".471","14.4",NA,".605",".264",".158",".102",".082",".395",NA,".541",".690",".420",".459",".398",".364",NA,".511",".839",NA,".061","351",NA,".258","975",NA,".233",".384"
"3","2","Boston Celtics","74","17960",".431","15.3",NA,".602",".185",".223",".100",".094",".398",NA,".493",".703",".404",".403",".389",".336",NA,".465",".788",NA,".047","279",NA,".257","855",NA,".215",".354"
"4","3","Brooklyn Nets","74","17810",".453","14.2",NA,".599",".256",".174",".093",".076",".401",NA,".526",".682",".399",".430",".411",".344",NA,".502",".785",NA,".056","330",NA,".269","975",NA,".240",".366"
"5","4","Chicago Bulls","74","17785",".470","13.3",NA,".638",".297",".174",".091",".077",".362",NA,".531",".669",".416",".411",".402",".362",NA,".511",".828",NA,".057","339",NA,".289","1046",NA,".231",".420"
"6","5","Charlotte Hornets","74","17960",".464","14.5",NA,".569",".262",".174",".075",".058",".431",NA,".543",".683",".428",".408",".429",".359",NA,".527",".829",NA,".068","390",NA,".266","975",NA,".274",".368"
"7","6","Cleveland Cavaliers","74","17810",".451","13.7",NA,".621",".298",".160",".091",".072",".379",NA,".513",".621",".411",".427",".399",".349",NA,".515",".823",NA,".060","342",NA,".270","931",NA,".270",".367"
"8","7","Dallas Mavericks","74","17835",".456","13.9",NA,".625",".240",".205",".107",".072",".375",NA,".528",".696",".448",".423",".349",".338",NA,".515",".825",NA,".059","322",NA,".258","932",NA,".251",".380"
"9","8","Denver Nuggets","75","18100",".468","14.3",NA,".607",".222",".218",".098",".070",".393",NA,".549",".726",".468",".458",".368",".344",NA,".527",".827",NA,".059","348",NA,".261","997",NA,".236",".367"
"10","9","Detroit Pistons","74","17860",".471","13.7",NA,".623",".257",".215",".079",".072",".377",NA,".536",".668",".466",".433",".386",".365",NA,".534",".822",NA,".063","353",NA,".283","1003",NA,".249",".417"
"11","10","Golden State Warriors","74","17810",".439","14.8",NA,".581",".178",".254",".087",".063",".419",NA,".510",".693",".452",".426",".343",".340",NA,".491",".847",NA,".046","274",NA,".270","936",NA,".244",".399"
"12","11","Houston Rockets","75","18075",".482","14.1",NA,".594",".276",".172",".085",".061",".406",NA,".571",".710",".459",".463",".411",".351",NA,".503",".801",NA,".074","448",NA,".268","1055",NA,".242",".372"
"13","12","Indiana Pacers","75","18200",".477","13.6",NA,".635",".261",".203",".100",".071",".365",NA,".541",".684",".452",".436",".422",".365",NA,".496",".801",NA,".065","373",NA,".280","1045",NA,".223",".388"
