"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"23","22","Los Angeles Lakers","30.4","31","44","31","44","-2.93","-0.20","-3.14","110.0","112.9","-2.9","99.9",".247",".392",".565",NA,".537","12.9","21.3",".180",NA,".536","12.3","75.4",".192",NA,"Crypto.com Arena","707,640","18,622"
"24","23","Washington Wizards","26.0","33","43","31","45","-3.05","-0.05","-3.10","110.9","114.0","-3.1","96.9",".255",".358",".567",NA,".530","12.1","21.0",".200",NA,".524","10.8","76.6",".204",NA,"Capital One Arena","604,282","15,494"
"25","24","Indiana Pacers","26.2","25","52","31","46","-3.19","0.16","-3.04","112.1","115.4","-3.3","97.8",".238",".394",".561",NA,".529","12.7","25.4",".181",NA,".547","11.8","76.3",".203",NA,"Gainbridge Fieldhouse","555,753","14,250"
"26","25","Sacramento Kings","25.8","28","49","26","51","-5.30","0.18","-5.12","109.9","115.2","-5.3","99.9",".260",".378",".560",NA,".524","12.5","21.8",".200",NA,".551","11.9","76.2",".177",NA,"Golden 1 Center","543,953","13,948"
"27","26","Oklahoma City Thunder","22.4","22","54","21","55","-7.57","0.31","-7.26","104.7","112.3","-7.6","98.6",".224",".422",".530",NA,".497","12.4","21.6",".171",NA,".532","11.9","76.0",".167",NA,"Paycom Center","546,399","14,379"
"28","27","Portland Trail Blazers","25.8","27","49","21","55","-7.50","0.32","-7.18","108.8","116.4","-7.6","98.4",".253",".422",".552",NA,".517","12.8","23.5",".192",NA,".558","12.6","77.5",".218",NA,"Moda Center","687,485","17,187"
"29","28","Orlando Magic","23.3","20","57","20","57","-7.86","0.22","-7.64","104.4","112.3","-7.9","99.3",".226",".412",".537",NA,".501","13.1","20.1",".178",NA,".531","11.9","77.2",".197",NA,"Amway Center","553,418","14,957"
"30","29","Detroit Pistons","23.6","20","56","20","56","-7.82","0.37","-7.44","105.7","113.6","-7.9","98.4",".248",".386",".532",NA,".493","12.7","23.6",".193",NA,".541","13.2","75.6",".225",NA,"Little Caesars Arena","603,023","15,869"
"31","30","Houston Rockets","24.2","20","57","20","57","-8.47","0.25","-8.22","107.9","116.3","-8.4","100.9",".284",".447",".564",NA,".533","14.6","21.5",".203",NA,".552","12.3","74.5",".203",NA,"Toyota Center","589,526","15,514"
"32","","League Average","26.3","","","38","38","0.00","0.00","0.00","111.7","111.7","","98.2",".247",".399",".564",NA,".530","12.4","23.3",".191",NA,".530","12.4","76.7",".191",NA,"","641,601","16,810"
