"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.5","62","14","56","20","8.39","-0.55","7.84","115.4","107.0","+8.4","99.6",".228",".352",".584",NA,".552","11.6","22.3",".182",NA,".508","13.0","77.1",".189",NA,"Phoenix Suns Arena","629,029","16,129"
"3","2","Boston Celtics","26.0","47","30","54","23","6.55","-0.31","6.23","113.3","106.6","+6.7","96.4",".241",".421",".573",NA,".535","12.4","24.0",".197",NA,".500","12.5","77.3",".182",NA,"TD Garden","689,616","17,682"
"4","3","Memphis Grizzlies","24.0","54","23","53","24","6.22","-0.61","5.61","114.8","108.6","+6.2","100.1",".244",".347",".553",NA,".523","11.2","30.2",".179",NA,".520","13.2","77.8",".193",NA,"FedEx Forum","594,343","15,641"
"5","4","Utah Jazz","29.3","45","31","51","25","5.51","-0.34","5.18","116.5","110.9","+5.6","97.1",".264",".470",".590",NA,".557","12.8","25.0",".204",NA,".522","10.9","78.0",".164",NA,"Vivint Smart Home Arena","677,322","18,306"
"6","5","Golden State Warriors","27.6","48","29","51","26","5.04","0.05","5.09","112.1","107.0","+5.1","98.5",".237",".458",".579",NA,".549","13.5","22.9",".182",NA,".511","13.1","78.7",".200",NA,"Chase Center","704,496","18,064"
"7","6","Miami Heat","28.2","49","28","49","28","4.19","-0.19","4.00","112.9","108.6","+4.3","95.8",".249",".420",".579",NA,".542","13.4","23.7",".202",NA,".523","13.9","78.0",".208",NA,"FTX Arena","765,168","19,620"
"8","7","Milwaukee Bucks","28.5","47","28","46","29","3.67","-0.23","3.44","114.9","111.2","+3.7","99.7",".256",".435",".580",NA,".546","11.9","23.0",".198",NA,".532","11.5","78.4",".164",NA,"Fiserv Forum","661,610","17,411"
"9","8","Dallas Mavericks","26.7","48","29","46","31","2.84","0.00","2.85","112.0","109.0","+3.0","95.2",".243",".436",".566",NA,".533","11.6","21.5",".186",NA,".520","12.3","77.8",".183",NA,"American Airlines Center","767,593","19,682"
"10","9","Minnesota Timberwolves","24.2","43","34","45","32","2.84","0.01","2.85","113.8","111.0","+2.8","100.7",".250",".454",".570",NA,".536","12.5","24.6",".194",NA,".531","14.2","75.1",".226",NA,"Target Center","605,740","15,941"
"11","10","Denver Nuggets","27.7","46","31","45","32","2.53","-0.18","2.36","114.2","111.6","+2.6","97.5",".240",".417",".588",NA,".555","13.2","21.9",".191",NA,".536","11.7","78.2",".183",NA,"Ball Arena","619,573","16,745"
"12","11","Cleveland Cavaliers","24.7","42","34","44","32","2.39","-0.10","2.29","111.3","108.8","+2.5","96.1",".259",".387",".569",NA,".535","13.4","24.1",".197",NA,".518","12.5","76.4",".165",NA,"Rocket Mortgage Fieldhouse","719,364","18,445"
"13","12","Toronto Raptors","24.7","44","32","44","32","2.29","0.17","2.46","112.9","110.5","+2.4","96.0",".232",".373",".543",NA,".511","11.1","28.5",".175",NA,".533","14.4","75.3",".201",NA,"Scotiabank Arena","468,143","12,653"
"14","13","Philadelphia 76ers","26.8","46","29","43","32","2.12","0.15","2.27","112.6","110.5","+2.1","96.0",".279",".373",".572",NA,".528","11.4","19.9",".228",NA,".521","12.0","76.7",".189",NA,"Wells Fargo Center","782,728","20,598"
"15","14","Atlanta Hawks","26.1","39","37","40","36","1.05","0.03","1.08","116.1","115.0","+1.1","97.6",".250",".387",".580",NA,".542","10.9","22.9",".203",NA,".544","11.6","76.8",".176",NA,"State Farm Arena","619,744","16,309"
"16","15","Chicago Bulls","26.3","44","32","39","37","0.49","-0.24","0.25","113.1","112.6","+0.5","98.3",".245",".334",".579",NA,".542","11.7","20.0",".199",NA,".535","11.9","78.1",".199",NA,"United Center","749,577","20,822"
"17","16","Charlotte Hornets","25.5","40","37","40","37","0.47","0.12","0.59","113.7","113.2","+0.5","100.0",".235",".419",".568",NA,".540","11.5","23.4",".174",NA,".540","13.1","74.7",".187",NA,"Spectrum Center","665,863","17,073"
"18","17","Brooklyn Nets","29.2","40","36","39","37","0.37","0.09","0.46","113.3","113.0","+0.3","98.9",".247",".357",".575",NA,".538","12.5","23.9",".198",NA,".522","11.8","75.0",".198",NA,"Barclays Center","639,718","17,290"
"19","18","San Antonio Spurs","24.6","31","45","37","39","-0.36","-0.03","-0.38","112.1","112.5","-0.4","100.1",".213",".343",".554",NA,".526","11.1","24.2",".160",NA,".533","12.1","74.9",".175",NA,"AT&T Center","563,633","14,832"
"20","19","New York Knicks","26.1","34","43","37","40","-0.56","0.18","-0.38","110.4","110.9","-0.5","95.9",".280",".427",".549",NA,".513","12.1","25.3",".209",NA,".521","11.6","78.6",".200",NA,"Madison Square Garden (IV)","704,048","18,528"
"21","20","New Orleans Pelicans","25.6","33","43","36","40","-0.84","0.24","-0.61","111.6","112.4","-0.8","97.2",".261",".367",".556",NA,".517","12.6","26.5",".206",NA,".541","12.8","78.2",".198",NA,"Smoothie King Center","606,914","15,562"
"22","21","Los Angeles Clippers","27.5","37","39","34","42","-1.57","0.19","-1.37","108.7","110.3","-1.6","97.9",".222",".387",".557",NA,".524","12.6","20.5",".175",NA,".516","12.2","74.5",".169",NA,"Crypto.com Arena","622,319","16,819"
