"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"23","22","Orlando Magic","74","17835",".458","14.7",NA,".595",".211",".202",".100",".082",".405",NA,".521",".651",".463",".443",".421",".365",NA,".506",".818",NA,".053","320",NA,".255","891",NA,".221",".392"
"24","23","Philadelphia 76ers","72","17405",".455","14.0",NA,".620",".254",".185",".108",".073",".380",NA,".525",".695",".397",".404",".435",".342",NA,".509",".788",NA,".062","347",NA,".258","896",NA,".208",".373"
"25","24","Phoenix Suns","73","17570",".442","14.6",NA,".613",".197",".230",".099",".087",".387",NA,".508",".674",".450",".431",".369",".337",NA,".489",".786",NA,".044","254",NA,".262","933",NA,".193",".357"
"26","25","Portland Trail Blazers","72","17305",".475","14.4",NA,".570",".270",".163",".079",".059",".430",NA,".555",".684",".457",".408",".431",".370",NA,".548",".846",NA,".059","331",NA,".258","940",NA,".289",".403"
"27","26","Sacramento Kings","74","17860",".481","13.9",NA,".618",".247",".208",".092",".072",".382",NA,".550",".713",".446",".429",".444",".368",NA,".484",".809",NA,".058","349",NA,".282","1083",NA,".223",".399"
"28","27","San Antonio Spurs","73","17645",".469","13.4",NA,".640",".267",".208",".095",".070",".360",NA,".531",".655",".436",".449",".451",".358",NA,".466",".799",NA,".058","335",NA,".308","1091",NA,".199",".409"
"29","28","Toronto Raptors","72","17430",".463","14.4",NA,".589",".243",".194",".090",".061",".411",NA,".540",".699",".421",".439",".431",".352",NA,".541",".871",NA,".061","327",NA,".266","902",NA,".310",".376"
"30","29","Utah Jazz","73","17545",".453","14.6",NA,".612",".194",".219",".118",".081",".388",NA,".520",".702",".438",".440",".426",".346",NA,".489",".777",NA,".048","278",NA,".244","896",NA,".207",".368"
"31","30","Washington Wizards","71","17190",".462","14.1",NA,".648",".206",".241",".113",".089",".352",NA,".519",".696",".450",".433",".406",".358",NA,".485",".799",NA,".058","303",NA,".268","938",NA,".203",".373"
"32","","League Average","73","17588",".459","14.3",NA,".601",".242",".193",".095",".071",".399",NA,".530",".683",".436",".430",".401",".352",NA,".510",".820",NA,".057","325",NA,".266","950",NA,".235",".380"
