"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Minnesota Timberwolves",75,241.3,41.4,91.1,0.455,14.7,41.5,0.355,26.7,49.6,0.538,17.8,22.9,0.778,11.4,33.3,44.7,25.5,8.7,5.7,14.3,21.7,115.4
"2",2,"Phoenix Suns",74,240.7,43.7,89.6,0.488,11.7,31.7,0.368,32,57.9,0.553,16.3,20.3,0.801,9.7,35.6,45.3,27.4,8.5,4.4,12.9,19.6,115.3
"3",3,"Milwaukee Bucks",73,240.7,41.5,89,0.467,14.4,38.8,0.37,27.2,50.2,0.541,17.6,22.8,0.775,10.2,36.6,46.8,23.7,7.6,4,13.5,18.2,115.1
"4",4,"Memphis Grizzlies",74,241,43.5,94.2,0.461,11.4,32.5,0.349,32.1,61.6,0.521,16.9,23,0.733,14.2,35.3,49.5,25.6,9.8,6.6,13.2,19.7,115.1
"5",5,"Charlotte Hornets",74,242.7,42.3,91.5,0.463,13.9,38.4,0.361,28.5,53.1,0.536,16,21.7,0.737,11,33.9,44.8,27.5,8.6,5,13.1,19.9,114.5
"6",6,"Utah Jazz",74,240.3,40.5,86.1,0.471,14.7,40.6,0.363,25.8,45.5,0.567,17.7,22.8,0.778,10.6,35.6,46.2,22.3,7.2,4.9,14.2,18.9,113.5
"7",7,"San Antonio Spurs",73,241.7,43.5,93.3,0.466,11.3,32.1,0.352,32.2,61.3,0.525,14.7,19.7,0.748,11.2,34.1,45.3,28,7.6,5.1,12.8,18.1,112.9
"8",8,"Atlanta Hawks",74,240.3,41.2,88.1,0.467,12.6,34,0.37,28.6,54.1,0.528,17.9,22,0.812,10,33.9,43.9,24.4,7,4.4,12,18.6,112.8
"9",9,"Brooklyn Nets",73,240.7,41.7,87.8,0.474,11.2,31.4,0.358,30.4,56.4,0.539,17.2,21.5,0.803,10.2,33.7,43.9,25,7,5.3,13.8,20,111.8
"10",10,"Chicago Bulls",73,240.3,41.9,87.1,0.481,10.9,29.3,0.373,31,57.8,0.536,17.1,21.1,0.81,8.6,33.9,42.5,24.1,7.2,4.3,12.8,18.7,111.8
"11",11,"Denver Nuggets",74,241.4,41.3,86.2,0.479,12.8,36.2,0.355,28.5,50.1,0.569,16.3,20.6,0.791,9.1,34.9,44,27.5,7.2,3.7,14.4,19.8,111.8
"12",12,"Los Angeles Lakers",73,243.8,41.7,89.2,0.468,12.2,34.8,0.35,29.5,54.4,0.543,16.1,22.1,0.728,9.6,34.4,44.1,24.2,7.8,5.4,14.6,20.2,111.6
"13",13,"Golden State Warriors",74,240.7,40.6,86.6,0.468,14.4,39.9,0.361,26.2,46.8,0.56,15.4,20.2,0.764,9.8,35.7,45.6,27.1,8.9,4.6,14.9,20.7,111
"14",14,"Indiana Pacers",74,242.7,41.3,89.5,0.461,12,35.2,0.341,29.3,54.3,0.54,16.2,21.3,0.763,11.2,33.4,44.6,25,6.9,5.6,14.5,20.3,110.8
"15",15,"Sacramento Kings",74,241.4,40.6,88.5,0.459,11.6,33.5,0.345,29.1,55,0.529,17.6,22.9,0.768,9.8,33.3,43.1,23.7,7.2,4.4,14.2,19.2,110.5
"16",16,"Boston Celtics",74,242.7,40.2,87.2,0.461,12.9,36.7,0.351,27.3,50.5,0.541,17.1,20.9,0.817,10.6,35.5,46.1,24.3,7.2,6,13.5,18.5,110.4
"17",17,"Miami Heat",74,242.4,39.4,85.1,0.462,13.3,35.6,0.373,26.1,49.5,0.527,17.3,21.3,0.813,10.2,33.8,44,25.5,7.4,3.3,14.4,20.6,109.3
"18",18,"Philadelphia 76ers",73,241.7,39.1,84.6,0.462,11.3,31.5,0.36,27.8,53.2,0.522,19.4,23.7,0.82,8.5,33.8,42.4,23.2,7.6,5.4,12.3,19.4,108.9
"19",19,"Houston Rockets",74,241,39.1,86,0.454,13.3,38.4,0.347,25.7,47.6,0.541,17.5,24.5,0.712,9.4,32.6,42,23.4,7.3,4.6,16.6,20.4,108.9
"20",20,"New Orleans Pelicans",73,241,40,87.9,0.455,10.8,32.4,0.333,29.2,55.5,0.527,17.9,22.8,0.789,11.8,33.8,45.6,25,8.1,4,14.2,20,108.8
"21",21,"Toronto Raptors",73,242.1,40.4,91.2,0.443,11.9,34,0.35,28.5,57.2,0.498,16.1,21.4,0.755,13.5,31.9,45.4,21.9,8.9,4.6,12.5,19.7,108.8
"22",22,"Washington Wizards",73,242.1,40.2,86,0.468,10.4,30.8,0.337,29.8,55.2,0.54,17.2,22,0.785,9.1,34.1,43.2,24.6,6.4,4.9,13.2,18.9,108.1
