"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.7","46","10","42","14","8.25","-0.23","8.02","114.2","105.9","+8.3","99.4",".224",".352",".576",NA,".544","11.6","23.0",".177",NA,".505","13.1","77.5",".179",NA,"Phoenix Suns Arena","458,319","15,804"
"3","2","Golden State Warriors","27.9","42","15","41","16","7.44","-0.25","7.19","111.9","104.4","+7.5","98.5",".236",".465",".580",NA,".550","13.8","22.9",".181",NA,".499","13.5","78.6",".193",NA,"Chase Center","559,984","18,064"
"4","3","Utah Jazz","29.5","35","21","39","17","6.59","-0.22","6.37","116.0","109.3","+6.7","97.9",".265",".469",".591",NA,".556","12.9","24.2",".207",NA,".516","11.0","78.0",".155",NA,"Vivint Smart Home Arena","549,180","18,306"
"5","4","Miami Heat","28.2","37","20","37","20","4.70","-0.48","4.22","113.0","108.1","+4.9","95.7",".240",".419",".578",NA,".541","13.7","25.1",".196",NA,".522","14.1","78.1",".203",NA,"FTX Arena","490,504","19,620"
"6","5","Memphis Grizzlies","23.9","40","18","38","20","4.88","-0.08","4.80","113.3","108.4","+4.9","99.7",".241",".348",".549",NA,".518","11.5","29.6",".177",NA,".522","13.6","77.8",".189",NA,"FedEx Forum","440,478","15,189"
"7","6","Boston Celtics","26.1","32","25","37","20","4.68","-0.36","4.32","110.5","105.8","+4.7","96.7",".237",".416",".559",NA,".521","12.7","24.1",".193",NA,".499","12.7","77.5",".178",NA,"TD Garden","536,368","18,495"
"8","7","Cleveland Cavaliers","24.8","35","22","37","20","4.35","-0.08","4.27","110.5","106.0","+4.5","96.3",".247",".390",".566",NA,".534","13.7","24.0",".186",NA,".505","12.7","76.0",".156",NA,"Rocket Mortgage Fieldhouse","488,294","18,085"
"9","8","Milwaukee Bucks","28.4","35","22","35","22","3.68","-0.71","2.98","113.4","109.7","+3.7","99.2",".243",".441",".573",NA,".540","12.2","23.0",".189",NA,".524","12.0","77.7",".165",NA,"Fiserv Forum","486,727","17,383"
"10","9","Dallas Mavericks","26.7","33","24","35","22","3.21","-0.29","2.93","110.5","107.1","+3.4","95.7",".237",".428",".559",NA,".526","11.8","21.3",".182",NA,".517","12.6","78.9",".178",NA,"American Airlines Center","606,383","19,561"
"11","10","Philadelphia 76ers","26.6","34","22","32","24","2.41","-0.47","1.94","111.4","108.9","+2.5","95.9",".254",".360",".568",NA,".529","11.7","19.7",".206",NA,".513","12.3","76.3",".184",NA,"Wells Fargo Center","570,350","20,370"
"12","11","Toronto Raptors","24.6","31","24","31","24","2.16","0.20","2.36","112.6","110.4","+2.2","96.0",".227",".385",".545",NA,".514","11.4","28.1",".172",NA,".533","14.7","74.8",".202",NA,"Scotiabank Arena","311,611","10,745"
"13","12","Denver Nuggets","27.6","31","25","32","24","1.96","0.17","2.13","112.6","110.5","+2.1","97.0",".219",".422",".578",NA,".547","13.0","21.5",".173",NA,".533","12.0","78.2",".178",NA,"Ball Arena","406,193","16,248"
"14","13","Chicago Bulls","26.3","36","21","32","25","2.02","-0.71","1.30","113.9","111.8","+2.1","98.4",".243",".344",".583",NA,".546","11.9","20.6",".198",NA,".533","12.1","78.3",".189",NA,"United Center","601,299","20,734"
"15","14","Minnesota Timberwolves","24.1","29","27","31","25","1.48","-0.04","1.44","112.2","110.8","+1.4","100.2",".233",".451",".559",NA,".527","12.5","25.5",".178",NA,".533","14.6","75.0",".225",NA,"Target Center","404,570","15,560"
"16","15","Atlanta Hawks","26.1","26","29","28","27","0.16","0.30","0.46","114.7","114.5","+0.2","97.7",".246",".381",".576",NA,".539","11.3","22.8",".197",NA,".541","11.2","77.8",".175",NA,"State Farm Arena","465,164","16,040"
"17","16","San Antonio Spurs","24.9","22","35","29","28","0.19","0.15","0.34","111.5","111.3","+0.2","99.8",".199",".339",".552",NA,".527","11.1","23.8",".147",NA,".528","12.2","75.1",".166",NA,"AT&T Center","423,439","14,601"
"18","17","Brooklyn Nets","29.2","29","27","28","28","-0.27","-0.14","-0.40","111.8","112.1","-0.3","98.9",".236",".360",".567",NA,".531","12.4","23.2",".191",NA,".516","11.5","75.5",".193",NA,"Barclays Center","445,156","17,121"
"19","18","Charlotte Hornets","25.7","29","29","28","30","-0.76","0.01","-0.75","112.2","112.9","-0.7","100.8",".229",".418",".561",NA,".533","11.6","22.9",".169",NA,".543","13.4","75.4",".188",NA,"Spectrum Center","459,308","17,011"
"20","19","Los Angeles Lakers","30.6","26","31","26","31","-1.58","-0.47","-2.05","109.0","110.5","-1.5","100.2",".251",".387",".562",NA,".534","13.0","21.0",".181",NA,".525","12.6","75.9",".191",NA,"Crypto.com Arena","560,244","18,675"
"21","20","New York Knicks","26.4","25","32","26","31","-1.40","0.04","-1.37","108.8","110.3","-1.5","95.7",".262",".426",".545",NA,".510","12.4","24.8",".196",NA,".519","11.9","78.1",".188",NA,"Madison Square Garden (IV)","509,802","18,207"
"22","21","Los Angeles Clippers","27.6","28","30","26","32","-1.55","0.33","-1.22","107.6","109.2","-1.6","98.4",".221",".392",".555",NA,".522","12.9","19.9",".173",NA,".510","12.3","74.2",".167",NA,"Crypto.com Arena","476,756","16,440"
"23","22","Indiana Pacers","26.8","19","38","24","33","-2.56","0.56","-2.00","110.6","113.2","-2.6","97.4",".236",".396",".555",NA,".522","12.8","24.9",".182",NA,".535","11.8","77.1",".206",NA,"Gainbridge Fieldhouse","406,992","14,034"
"24","23","Washington Wizards","26.0","25","30","22","33","-3.27","0.50","-2.77","109.5","112.9","-3.4","96.9",".257",".360",".558",NA,".521","12.1","21.1",".200",NA,".520","10.7","76.7",".199",NA,"Capital One Arena","443,262","15,285"
"25","24","New Orleans Pelicans","25.6","22","34","22","34","-3.57","0.23","-3.34","108.9","112.6","-3.7","96.8",".257",".377",".545",NA,".505","12.9","25.7",".204",NA,".543","12.5","78.7",".193",NA,"Smoothie King Center","417,591","15,466"
"26","25","Portland Trail Blazers","26.8","23","34","21","36","-4.33","0.48","-3.85","109.9","114.3","-4.4","97.8",".247",".437",".559",NA,".525","12.6","22.7",".188",NA,".553","12.5","78.6",".193",NA,"Moda Center","543,975","16,999"
"27","26","Sacramento Kings","25.6","22","36","21","37","-4.64","0.19","-4.45","110.0","114.7","-4.7","99.6",".252",".380",".557",NA,".523","12.5","22.7",".192",NA,".542","11.6","75.4",".175",NA,"Golden 1 Center","433,978","13,562"
"28","27","Oklahoma City Thunder","22.7","17","39","16","40","-6.80","0.30","-6.51","102.5","109.5","-7.0","97.8",".216",".423",".516",NA,".483","12.3","21.9",".165",NA,".520","12.1","76.3",".160",NA,"Paycom Center","378,731","14,027"
"29","28","Orlando Magic","23.5","13","45","15","43","-8.40","0.37","-8.03","104.0","112.4","-8.4","99.0",".226",".412",".536",NA,".501","13.3","19.8",".177",NA,".532","11.9","76.5",".193",NA,"Amway Center","376,936","15,077"
"30","29","Houston Rockets","24.7","15","40","14","41","-8.95","0.27","-8.68","107.3","116.1","-8.8","100.8",".292",".451",".561",NA,".529","15.0","22.1",".208",NA,".554","12.3","75.3",".201",NA,"Toyota Center","402,286","15,473"
"31","30","Detroit Pistons","23.6","12","44","12","44","-10.27","0.47","-9.80","103.2","113.6","-10.4","99.0",".247",".394",".522",NA,".483","12.9","22.6",".191",NA,".547","13.6","75.6",".216",NA,"Little Caesars Arena","429,376","15,335"
"32","","League Average","26.3","","","28","28","0.00","0.00","0.00","110.6","110.6","","98.1",".240",".400",".560",NA,".526","12.5","23.2",".186",NA,".526","12.5","76.8",".186",NA,"","469,442","16,588"
