"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Golden State Warriors","28.2","37","13","37","13","8.16","0.00","8.16","111.2","103.0","+8.2","98.6",".236",".461",".577",NA,".547","14.0","23.3",".179",NA,".493","13.6","79.0",".192",NA,"Chase Center","505,792","18,064"
"3","2","Phoenix Suns","27.7","39","9","35","13","7.96","-0.14","7.82","113.3","105.3","+8.0","99.4",".226",".354",".574",NA,".542","12.0","22.9",".179",NA,".502","13.3","76.8",".178",NA,"Phoenix Suns Arena","390,035","15,601"
"4","3","Utah Jazz","29.7","30","20","34","16","6.24","-0.36","5.88","116.0","109.6","+6.4","98.0",".269",".469",".591",NA,".557","12.9","24.1",".209",NA,".516","10.7","78.2",".155",NA,"Vivint Smart Home Arena","457,650","18,306"
"5","4","Cleveland Cavaliers","24.7","30","19","32","17","4.94","0.39","5.33","110.9","105.8","+5.1","96.6",".243",".399",".568",NA,".537","13.8","23.9",".184",NA,".507","12.7","76.6",".153",NA,"Quicken Loans Arena","431,793","17,991"
"6","5","Miami Heat","28.2","32","18","32","18","4.54","-0.50","4.04","113.0","108.3","+4.7","95.6",".238",".422",".576",NA,".539","13.5","25.4",".193",NA,".524","14.2","78.4",".202",NA,"FTX Arena","470,904","19,621"
"7","6","Memphis Grizzlies","24.0","35","17","32","20","3.77","0.30","4.07","112.2","108.4","+3.8","99.4",".236",".350",".546",NA,".516","11.6","29.0",".174",NA,".524","13.7","78.1",".187",NA,"FedEx Forum","424,377","15,156"
"8","7","Milwaukee Bucks","28.4","31","20","31","20","3.69","-0.79","2.90","112.3","108.6","+3.7","99.3",".245",".443",".568",NA,".533","12.4","23.2",".191",NA,".517","12.1","77.6",".166",NA,"Fiserv Forum","452,045","17,386"
"9","8","Boston Celtics","26.0","26","25","30","21","2.90","-0.07","2.84","109.9","107.0","+2.9","96.4",".236",".414",".557",NA,".518","12.7","23.8",".194",NA,".506","12.5","77.9",".182",NA,"TD Garden","478,900","18,419"
"10","9","Dallas Mavericks","26.8","29","21","30","20","2.76","0.02","2.78","110.0","107.2","+2.8","96.0",".238",".425",".556",NA,".523","11.5","21.0",".183",NA,".517","12.5","79.1",".178",NA,"American Airlines Center","489,336","19,573"
"11","10","Philadelphia 76ers","26.5","30","19","28","21","2.35","-0.76","1.59","111.4","109.0","+2.4","96.0",".258",".367",".569",NA,".528","11.7","19.6",".209",NA,".516","12.4","76.3",".182",NA,"Wells Fargo Center","467,391","20,321"
"12","11","Brooklyn Nets","29.5","29","20","27","22","1.82","-0.52","1.29","112.3","110.4","+1.9","99.2",".240",".355",".572",NA,".534","12.7","23.2",".197",NA,".506","11.3","75.8",".192",NA,"Barclays Center","427,424","17,097"
"13","12","Chicago Bulls","26.2","30","18","26","22","1.56","-0.58","0.99","112.3","110.8","+1.5","98.4",".240",".348",".576",NA,".540","12.2","20.5",".194",NA,".529","12.6","77.9",".195",NA,"United Center","480,549","20,893"
"14","13","Denver Nuggets","27.6","27","21","26","22","1.44","-0.05","1.38","111.3","109.9","+1.4","97.0",".218",".417",".572",NA,".541","12.9","21.1",".170",NA,".532","12.4","78.2",".177",NA,"Ball Arena","356,707","16,214"
"15","14","Toronto Raptors","24.6","24","23","25","22","0.83","0.48","1.31","111.2","110.4","+0.8","95.8",".227",".387",".536",NA,".504","11.3","28.2",".171",NA,".533","14.8","74.7",".202",NA,"Scotiabank Arena","311,611","12,464"
"16","15","Minnesota Timberwolves","24.0","24","25","25","24","0.59","0.36","0.95","110.7","110.1","+0.6","99.9",".235",".456",".551",NA,".519","12.8","25.8",".179",NA,".529","14.7","74.7",".227",NA,"Target Center","361,837","15,732"
"17","16","Charlotte Hornets","25.8","28","22","26","24","0.36","-0.14","0.22","113.3","112.9","+0.4","100.7",".228",".415",".568",NA,".541","11.4","22.4",".168",NA,".541","13.3","75.4",".190",NA,"Spectrum Center","350,826","16,706"
