"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"16","15","Memphis Grizzlies","76","18315",".451","13.9",NA,".611",".275",".171",".098",".067",".389",NA,".516",".645",".399",".432",".403",".349",NA,".534",".823",NA,".063","368",NA,".273","981",NA,".172",".392"
"17","16","Miami Heat","76","18415",".446","15.3",NA,".545",".218",".171",".096",".059",".455",NA,".533",".696",".439",".418",".392",".341",NA,".505",".831",NA,".046","264",NA,".237","866",NA,".267",".374"
"18","17","Milwaukee Bucks","74","17810",".453","15.6",NA,".553",".214",".167",".101",".071",".447",NA,".535",".696",".435",".437",".422",".351",NA,".510",".826",NA,".046","276",NA,".238","900",NA,".205",".360"
"19","18","Minnesota Timberwolves","76","18340",".455","14.5",NA,".566",".255",".167",".084",".060",".434",NA,".539",".701",".406",".391",".426",".345",NA,".559",".840",NA,".065","392",NA,".269","980",NA,".287",".371"
"20","19","New Orleans Pelicans","75","18075",".467","14.8",NA,".585",".232",".172",".101",".079",".415",NA,".543",".703",".454",".447",".392",".359",NA,".510",".813",NA,".047","277",NA,".252","948",NA,".227",".400"
"21","20","New York Knicks","76","18340",".446","14.7",NA,".571",".260",".148",".089",".073",".429",NA,".524",".662",".420",".441",".346",".343",NA,".520",".836",NA,".053","317",NA,".262","947",NA,".233",".351"
"22","21","Oklahoma City Thunder","75","18125",".455","14.8",NA,".572",".199",".227",".080",".067",".428",NA,".532",".678",".479",".457",".364",".352",NA,".520",".856",NA,".056","318",NA,".274","1026",NA,".262",".402"
"23","22","Orlando Magic","76","18340",".457","14.7",NA,".595",".212",".201",".100",".082",".405",NA,".521",".652",".463",".440",".422",".363",NA,".507",".818",NA,".054","335",NA,".254","913",NA,".220",".393"
"24","23","Philadelphia 76ers","74","17885",".455","14.0",NA,".622",".253",".185",".111",".073",".378",NA,".524",".697",".391",".408",".435",".343",NA,".507",".789",NA,".062","357",NA,".258","916",NA,".209",".375"
"25","24","Phoenix Suns","75","18050",".443","14.6",NA,".613",".199",".228",".099",".086",".387",NA,".510",".672",".453",".437",".368",".338",NA,".489",".786",NA,".044","260",NA,".263","962",NA,".197",".360"
"26","25","Portland Trail Blazers","75","18050",".477","14.4",NA,".568",".273",".161",".077",".057",".432",NA,".557",".687",".453",".406",".431",".373",NA,".551",".843",NA,".062","358",NA,".260","984",NA,".285",".406"
"27","26","Sacramento Kings","76","18365",".481","13.9",NA,".618",".247",".207",".092",".072",".382",NA,".549",".712",".444",".431",".442",".370",NA,".484",".810",NA,".058","359",NA,".282","1113",NA,".227",".400"
"28","27","San Antonio Spurs","75","18125",".468","13.5",NA,".637",".266",".209",".094",".070",".363",NA,".530",".653",".435",".452",".452",".358",NA,".466",".801",NA,".057","337",NA,".308","1116",NA,".195",".406"
"29","28","Toronto Raptors","75","18175",".462","14.4",NA,".588",".243",".196",".089",".061",".412",NA,".539",".701",".418",".439",".427",".351",NA,".540",".873",NA,".060","337",NA,".266","943",NA,".309",".374"
"30","29","Utah Jazz","75","18025",".453","14.6",NA,".611",".195",".218",".117",".081",".389",NA,".520",".704",".436",".439",".424",".348",NA,".489",".778",NA,".048","286",NA,".244","922",NA,".211",".366"
"31","30","Washington Wizards","74","17910",".462","14.1",NA,".647",".202",".245",".113",".087",".353",NA,".520",".695",".455",".437",".403",".356",NA,".482",".800",NA,".057","316",NA,".269","974",NA,".204",".372"
"32","","League Average","75","18169",".459","14.3",NA,".601",".242",".194",".094",".071",".399",NA,".531",".684",".437",".431",".400",".352",NA,".510",".820",NA,".057","337",NA,".266","982",NA,".236",".381"
