"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","75","18025",".472","14.5",NA,".604",".263",".158",".101",".082",".396",NA,".541",".688",".421",".460",".403",".365",NA,".513",".840",NA,".060","351",NA,".259","991",NA,".233",".385"
"3","2","Boston Celtics","76","18465",".432","15.3",NA,".603",".186",".224",".100",".093",".397",NA,".495",".704",".406",".409",".386",".336",NA,".461",".788",NA,".047","292",NA,".256","878",NA,".216",".355"
"4","3","Brooklyn Nets","75","18050",".453","14.2",NA,".600",".256",".175",".094",".075",".400",NA,".524",".679",".397",".430",".407",".346",NA,".504",".783",NA,".056","335",NA,".268","982",NA,".241",".369"
"5","4","Chicago Bulls","75","18025",".469","13.3",NA,".637",".298",".172",".091",".077",".363",NA,".531",".669",".415",".406",".402",".362",NA,".510",".827",NA,".057","344",NA,".290","1060",NA,".231",".421"
"6","5","Charlotte Hornets","76","18440",".463","14.4",NA,".571",".264",".173",".076",".058",".429",NA,".543",".683",".428",".403",".430",".357",NA,".530",".831",NA,".069","406",NA,".266","1004",NA,".277",".366"
"7","6","Cleveland Cavaliers","75","18050",".451","13.7",NA,".621",".298",".160",".091",".072",".379",NA,".514",".624",".414",".427",".397",".348",NA,".517",".825",NA,".060","345",NA,".270","948",NA,".270",".367"
"8","7","Dallas Mavericks","75","18075",".456","13.8",NA,".624",".240",".207",".106",".072",".376",NA,".528",".696",".448",".424",".346",".338",NA,".514",".826",NA,".058","325",NA,".258","947",NA,".252",".379"
"9","8","Denver Nuggets","76","18340",".468","14.3",NA,".606",".223",".217",".097",".069",".394",NA,".550",".726",".468",".456",".370",".343",NA,".530",".827",NA,".059","354",NA,".261","1014",NA,".238",".369"
"10","9","Detroit Pistons","75","18100",".470","13.8",NA,".621",".256",".216",".078",".071",".379",NA,".535",".668",".466",".431",".384",".364",NA,".533",".822",NA,".063","357",NA,".282","1015",NA,".248",".416"
"11","10","Golden State Warriors","76","18290",".440","14.8",NA,".584",".178",".254",".088",".063",".416",NA,".510",".692",".452",".427",".343",".343",NA,".493",".849",NA,".046","280",NA,".268","957",NA,".243",".399"
"12","11","Houston Rockets","76","18315",".482","14.0",NA,".596",".275",".174",".085",".061",".404",NA,".571",".711",".460",".462",".412",".350",NA,".504",".802",NA,".074","453",NA,".269","1078",NA,".242",".372"
"13","12","Indiana Pacers","76","18440",".478","13.6",NA,".634",".262",".202",".100",".071",".366",NA,".542",".685",".452",".433",".424",".367",NA,".498",".800",NA,".066","385",NA,".279","1057",NA,".223",".394"
"14","13","Los Angeles Clippers","75","18075",".450","13.7",NA,".622",".251",".210",".102",".059",".378",NA,".513",".657",".422",".421",".378",".346",NA,".506",".804",NA,".058","343",NA,".273","976",NA,".221",".356"
"15","14","Los Angeles Lakers","74","18035",".466","14.0",NA,".606",".264",".190",".087",".065",".394",NA,".541",".707",".424",".405",".390",".351",NA,".518",".839",NA,".062","369",NA,".274","1047",NA,".204",".371"
