"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","69","16585",".467","14.9",NA,".615",".248",".162",".112",".093",".385",NA,".528",".674",".424",".451",".413",".370",NA,".533",".729",NA,".061","347",NA,".235","783",NA,".219",".402",NA,"14","1"
"3","2","Boston Celtics","70","17000",".456","15.2",NA,".582",".216",".198",".086",".082",".418",NA,".537",".727",".442",".406",".406",".343",NA,".501",".819",NA,".055","301",NA,".275","960",NA,".228",".375",NA,"9","0"
"4","3","Brooklyn Nets","70","16850",".471","13.9",NA,".642",".249",".167",".130",".096",".358",NA,".535",".653",".434",".481",".479",".357",NA,".541",".765",NA,".049","268",NA,".259","870",NA,".228",".391",NA,"6","0"
"5","4","Chicago Bulls","69","16585",".482","13.9",NA,".665",".257",".148",".130",".129",".335",NA,".537",".678",".452",".452",".441",".373",NA,".478",".850",NA,".050","270",NA,".247","858",NA,".274",".438",NA,"14","1"
"6","5","Charlotte Hornets","70","17000",".462","14.0",NA,".582",".285",".178",".072",".048",".418",NA,".534",".682",".378",".399",".434",".361",NA,".542",".862",NA,".076","437",NA,".287","972",NA,".279",".370",NA,"15","0"
"7","6","Cleveland Cavaliers","69","16585",".467","13.8",NA,".613",".284",".179",".094",".056",".387",NA,".540",".696",".403",".415",".395",".351",NA,".562",".819",NA,".079","412",NA,".242","788",NA,".234",".338",NA,"8","1"
"8","7","Dallas Mavericks","69","16635",".456","15.3",NA,".567",".201",".178",".114",".074",".433",NA,".542",".728",".444",".454",".405",".344",NA,".500",".791",NA,".058","296",NA,".205","713",NA,".253",".398",NA,"11","0"
"9","8","Denver Nuggets","70","16875",".478","14.5",NA,".579",".233",".199",".075",".073",".421",NA,".569",".742",".469",".435",".424",".352",NA,".579",".856",NA,".058","308",NA,".267","954",NA,".258",".378",NA,"22","0"
"10","9","Detroit Pistons","69","16660",".426","14.0",NA,".613",".250",".207",".081",".075",".387",NA,".491",".638",".411",".345",".383",".323",NA,".487",".896",NA,".038","205",NA,".307","997",NA,".265",".364",NA,"18","0"
"11","10","Golden State Warriors","70","16850",".469","15.6",NA,".537",".205",".196",".069",".067",".463",NA,".561",".713",".513",".413",".385",".362",NA,".600",".797",NA,".060","332",NA,".279","1010",NA,".221",".343",NA,"21","1"
"12","11","Houston Rockets","69","16635",".454","14.2",NA,".551",".301",".181",".036",".033",".449",NA,".542",".685",".388",".311",".330",".345",NA,".495",".788",NA,".085","440",NA,".304","982",NA,".180",".353",NA,"15","0"
