"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"13","12","Indiana Pacers","70","17000",".460","14.0",NA,".607",".265",".179",".095",".068",".393",NA,".538",".674",".449",".422",".410",".340",NA,".497",".854",NA,".042","240",NA,".305","1113",NA,".249",".368",NA,"22","0"
"14","13","Los Angeles Clippers","72","17355",".455","14.8",NA,".613",".209",".183",".119",".102",".387",NA,".511",".682",".456",".432",".349",".366",NA,".498",".809",NA,".052","281",NA,".212","732",NA,".216",".396",NA,"17","0"
"15","14","Los Angeles Lakers","69","16810",".464","14.1",NA,".608",".284",".154",".084",".087",".392",NA,".539",".696",".412",".387",".402",".347",NA,".474",".831",NA,".062","338",NA,".311","1097",NA,".219",".373",NA,"5","0"
"16","15","Memphis Grizzlies","70","16875",".460","12.8",NA,".655",".273",".231",".108",".044",".345",NA,".522",".673",".416",".430",".370",".342",NA,".501",".848",NA,".056","332",NA,".279","1023",NA,".237",".366",NA,"12","0"
"17","16","Miami Heat","70","16975",".462","14.7",NA,".584",".229",".183",".109",".063",".416",NA,".524",".693",".418",".426",".392",".374",NA,".544",".860",NA,".051","269",NA,".242","822",NA,".303",".415",NA,"20","0"
"18","17","Milwaukee Bucks","70","16850",".464","15.2",NA,".564",".227",".163",".105",".068",".436",NA,".539",".712",".419",".447",".393",".368",NA,".452",".794",NA,".046","254",NA,".247","898",NA,".244",".393",NA,"8","0"
"19","18","Minnesota Timberwolves","71","17140",".454","14.6",NA,".544",".265",".172",".060",".046",".456",NA,".538",".672",".418",".417",".371",".354",NA,".517",".795",NA,".065","363",NA,".278","982",NA,".223",".383",NA,"17","0"
"20","19","New Orleans Pelicans","69","16635",".454","13.8",NA,".627",".268",".182",".094",".083",".373",NA,".528",".668",".425",".458",".384",".330",NA,".539",".874",NA,".056","306",NA,".291","944",NA,".239",".373",NA,"17","2"
"21","20","New York Knicks","69","16660",".437","14.6",NA,".578",".253",".161",".086",".078",".422",NA,".497",".653",".377",".383",".363",".355",NA,".456",".796",NA,".068","355",NA,".239","732",NA,".206",".380",NA,"6","0"
"22","21","Oklahoma City Thunder","69","16660",".425","14.3",NA,".582",".210",".252",".076",".044",".418",NA,".504",".636",".435",".434",".387",".316",NA,".461",".829",NA,".052","271",NA,".319","997",NA,".205",".343",NA,"6","0"
"23","22","Orlando Magic","70","16875",".434","14.4",NA,".586",".227",".224",".070",".065",".414",NA,".506",".660",".430",".418",".326",".331",NA,".497",".868",NA,".062","333",NA,".268","867",NA,".209",".381",NA,"11","0"
"24","23","Philadelphia 76ers","68","16445",".461","14.0",NA,".630",".235",".195",".123",".078",".370",NA,".521",".693",".410",".419",".439",".358",NA,".494",".836",NA,".047","243",NA,".247","795",NA,".232",".385",NA,"9","0"
"25","24","Phoenix Suns","70","16825",".485","14.3",NA,".645",".186",".223",".147",".089",".355",NA,".550",".699",".513",".489",".433",".365",NA,".557",".832",NA,".052","308",NA,".220","803",NA,".261",".387",NA,"12","0"
"26","25","Portland Trail Blazers","68","16345",".444","14.7",NA,".572",".257",".167",".074",".074",".428",NA,".514",".625",".428",".422",".411",".350",NA,".489",".777",NA,".043","221",NA,".272","855",NA,".210",".370",NA,"7","0"
"27","26","Sacramento Kings","71","17115",".459","13.8",NA,".623",".231",".222",".101",".069",".377",NA,".530",".695",".435",".428",".430",".343",NA,".491",".802",NA,".060","323",NA,".262","922",NA,".215",".390",NA,"12","1"
"28","27","San Antonio Spurs","70","16925",".468","13.2",NA,".661",".239",".226",".126",".070",".339",NA,".527",".666",".460",".448",".411",".352",NA,".551",".913",NA,".036","213",NA,".296","1083",NA,".225",".370",NA,"9","1"
"29","28","Toronto Raptors","69","16685",".443","14.3",NA,".626",".222",".208",".101",".095",".374",NA,".497",".651",".425",".414",".380",".352",NA,".434",".793",NA,".055","293",NA,".248","820",NA,".226",".407",NA,"14","2"
"30","29","Utah Jazz","69","16585",".472","15.1",NA,".530",".204",".232",".067",".028",".470",NA,".567",".726",".484",".443",".395",".365",NA,".451",".729",NA,".068","368",NA,".248","838",NA,".238",".393",NA,"10","1"
"31","30","Washington Wizards","68","16470",".469","13.7",NA,".643",".232",".232",".105",".075",".357",NA,".541",".721",".457",".420",".412",".339",NA,".527",".849",NA,".065","336",NA,".288","971",NA,".249",".406",NA,"7","0"
"32","","League Average","70","16777",".459","14.3",NA,".601",".242",".193",".095",".072",".399",NA,".530",".682",".436",".430",".402",".351",NA,".509",".820",NA,".057","309",NA,".266","906",NA,".234",".381",NA,"12.5","0.4"
