"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.6","51","13","47","17","7.72","-0.44","7.28","114.3","106.6","+7.7","99.4",".227",".353",".580",NA,".547","11.6","22.3",".181",NA,".507","13.0","77.1",".183",NA,"Phoenix Suns Arena","560,745","16,021"
"3","2","Golden State Warriors","27.7","43","22","45","20","6.15","-0.15","6.00","112.3","106.0","+6.3","98.7",".236",".461",".582",NA,".552","13.7","22.8",".179",NA,".510","13.5","78.7",".196",NA,"Chase Center","596,112","18,064"
"4","3","Utah Jazz","29.5","40","24","44","20","5.98","-0.33","5.65","116.3","110.2","+6.1","97.5",".264",".468",".591",NA,".557","13.0","24.8",".205",NA,".520","10.9","77.9",".157",NA,"Vivint Smart Home Arena","585,792","18,306"
"5","4","Boston Celtics","26.0","39","27","44","22","5.50","-0.53","4.97","112.0","106.4","+5.6","96.6",".241",".419",".567",NA,".529","12.6","24.0",".197",NA,".498","12.5","77.2",".181",NA,"TD Garden","632,148","18,593"
"6","5","Miami Heat","28.1","44","22","44","22","5.08","-0.40","4.67","113.4","108.1","+5.3","95.7",".247",".415",".579",NA,".543","13.4","24.6",".199",NA,".521","14.0","78.0",".205",NA,"FTX Arena","588,768","19,626"
"7","6","Memphis Grizzlies","23.9","44","22","42","24","4.68","-0.31","4.37","113.6","108.9","+4.7","99.8",".248",".345",".548",NA,".518","11.3","29.9",".181",NA,".523","13.3","77.9",".190",NA,"FedEx Forum","491,918","15,372"
"8","7","Dallas Mavericks","26.7","40","25","40","25","3.42","0.04","3.46","111.7","108.1","+3.6","95.5",".241",".432",".565",NA,".533","11.7","21.3",".184",NA,".520","12.7","78.2",".178",NA,"American Airlines Center","666,749","19,610"
"9","8","Cleveland Cavaliers","24.8","37","27","39","25","3.42","-0.15","3.28","110.9","107.3","+3.6","96.2",".253",".392",".568",NA,".536","13.7","24.1",".191",NA,".510","12.6","76.3",".163",NA,"Rocket Mortgage Fieldhouse","564,598","18,213"
"10","9","Milwaukee Bucks","28.4","40","25","40","25","3.68","-0.47","3.21","114.1","110.5","+3.6","99.6",".256",".439",".576",NA,".542","12.1","23.1",".199",NA,".528","11.8","78.1",".164",NA,"Fiserv Forum","608,268","17,379"
"11","10","Denver Nuggets","27.7","39","26","39","26","2.98","-0.23","2.75","113.3","110.3","+3.0","97.7",".235",".423",".583",NA,".551","13.0","21.3",".185",NA,".533","12.1","78.5",".182",NA,"Ball Arena","506,663","16,344"
"12","11","Minnesota Timberwolves","24.1","37","29","38","28","2.64","-0.04","2.60","113.1","110.5","+2.6","100.6",".246",".454",".565",NA,".532","12.6","25.1",".189",NA,".528","14.5","74.8",".232",NA,"Target Center","521,005","15,788"
"13","12","Philadelphia 76ers","26.6","40","24","37","27","2.44","-0.15","2.29","112.3","109.8","+2.5","96.0",".274",".368",".573",NA,".530","11.6","19.6",".224",NA,".516","12.2","76.3",".191",NA,"Wells Fargo Center","654,415","20,450"
"14","13","Chicago Bulls","26.3","39","26","35","30","1.40","-0.46","0.94","113.8","112.4","+1.4","98.6",".241",".337",".583",NA,".547","11.9","20.5",".195",NA,".533","11.8","78.2",".194",NA,"United Center","706,072","20,767"
"15","14","Toronto Raptors","24.6","34","30","34","30","0.98","-0.02","0.96","111.6","110.6","+1.0","96.2",".232",".376",".540",NA,".508","11.2","27.8",".174",NA,".535","14.6","75.0",".201",NA,"Scotiabank Arena","369,143","11,536"
"16","15","Atlanta Hawks","26.2","31","33","33","31","0.75","0.21","0.96","115.3","114.6","+0.7","97.4",".251",".382",".576",NA,".539","11.0","22.8",".202",NA,".542","11.3","77.5",".172",NA,"State Farm Arena","516,503","16,141"
"17","16","San Antonio Spurs","24.8","25","40","32","33","-0.11","0.05","-0.06","111.8","111.9","-0.1","100.1",".205",".337",".554",NA,".529","11.1","23.8",".151",NA,".532","12.1","75.2",".171",NA,"AT&T Center","454,842","14,672"
"18","17","Charlotte Hornets","25.6","32","33","32","33","-0.31","0.03","-0.28","112.2","112.5","-0.3","100.5",".237",".417",".561",NA,".533","11.6","23.2",".174",NA,".538","13.2","75.1",".189",NA,"Spectrum Center","528,203","17,039"
"19","18","Los Angeles Clippers","27.6","34","32","32","34","-0.55","0.02","-0.53","108.3","108.9","-0.6","98.4",".220",".388",".558",NA,".526","12.9","20.5",".172",NA,".510","12.3","74.6",".165",NA,"Crypto.com Arena","549,833","16,662"
"20","19","Brooklyn Nets","29.1","32","33","30","35","-1.06","0.12","-0.94","111.7","112.8","-1.1","98.9",".239",".358",".566",NA,".529","12.4","23.4",".192",NA,".522","11.6","75.6",".197",NA,"Barclays Center","532,336","17,172"
"21","20","New Orleans Pelicans","25.7","27","37","29","35","-1.41","0.48","-0.93","110.5","112.0","-1.5","97.0",".257",".372",".553",NA,".514","12.8","26.1",".202",NA,".536","12.5","78.0",".198",NA,"Smoothie King Center","496,385","15,512"
