"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"18","17","Milwaukee Bucks","53","12770",".443","15.7",NA,".542",".220",".165",".090",".067",".458",NA,".528",".683",".425",".421",".416",".342",NA,".511",".826",NA,".043","184",NA,".247","657",NA,".217",".358"
"19","18","Minnesota Timberwolves","51","12315",".453","14.6",NA,".560",".250",".164",".083",".063",".440",NA,".535",".688",".415",".395",".425",".348",NA,".559",".842",NA,".069","273",NA,".262","620",NA,".285",".384"
"20","19","New Orleans Pelicans","51","12290",".468","14.8",NA,".592",".226",".175",".106",".084",".408",NA,".539",".693",".460",".462",".386",".365",NA,".507",".813",NA,".043","171",NA,".251","635",NA,".223",".426"
"21","20","New York Knicks","51","12290",".441","14.8",NA,".562",".263",".137",".087",".076",".438",NA,".514",".647",".395",".453",".337",".347",NA,".533",".842",NA,".054","212",NA,".262","603",NA,".239",".368"
"22","21","Oklahoma City Thunder","49","11785",".445","15.0",NA,".568",".204",".207",".087",".070",".432",NA,".521",".679",".445",".444",".379",".346",NA,".518",".855",NA,".054","191",NA,".266","626",NA,".255",".398"
"23","22","Orlando Magic","52","12505",".460","14.7",NA,".600",".219",".192",".102",".087",".400",NA,".523",".647",".455",".461",".435",".364",NA,".501",".834",NA,".052","216",NA,".255","620",NA,".229",".388"
"24","23","Philadelphia 76ers","50","12100",".450","14.0",NA,".615",".253",".188",".106",".068",".385",NA,".518",".688",".391",".379",".451",".341",NA,".508",".795",NA,".064","246",NA,".264","627",NA,".205",".364"
"25","24","Phoenix Suns","50","12025",".440","14.6",NA,".614",".195",".233",".099",".086",".386",NA,".507",".671",".455",".413",".383",".333",NA,".485",".786",NA,".041","164",NA,".261","636",NA,".191",".346"
"26","25","Portland Trail Blazers","51","12265",".475","14.5",NA,".577",".264",".168",".084",".061",".423",NA,".554",".690",".463",".396",".428",".368",NA,".532",".831",NA,".057","224",NA,".255","673",NA,".278",".408"
"27","26","Sacramento Kings","52","12555",".473","13.7",NA,".627",".254",".206",".095",".072",".373",NA,".542",".708",".431",".423",".426",".357",NA,".482",".799",NA,".058","250",NA,".284","760",NA,".204",".373"
"28","27","San Antonio Spurs","52","12555",".464","13.5",NA,".638",".267",".204",".094",".072",".362",NA,".527",".651",".430",".442",".449",".352",NA,".468",".818",NA,".059","239",NA,".307","768",NA,".194",".400"
"29","28","Toronto Raptors","49","11860",".460","14.5",NA,".587",".231",".200",".098",".058",".413",NA,".532",".705",".406",".444",".429",".357",NA,".525",".865",NA,".056","201",NA,".263","597",NA,".306",".380"
"30","29","Utah Jazz","51","12240",".453","14.5",NA,".621",".198",".221",".121",".080",".379",NA,".520",".703",".441",".446",".399",".343",NA,".482",".777",NA,".047","188",NA,".250","657",NA,".200",".366"
"31","30","Washington Wizards","50","12100",".456","14.1",NA,".650",".199",".248",".116",".086",".350",NA,".513",".707",".436",".431",".402",".349",NA,".479",".802",NA,".057","215",NA,".265","655",NA,".191",".352"
"32","","League Average","51","12305",".455","14.4",NA,".598",".240",".191",".096",".072",".402",NA,".526",".679",".430",".428",".404",".349",NA,".507",".818",NA,".055","220",NA,".265","656",NA,".231",".378"
