"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Utah Jazz",55,240,40.6,86.1,0.472,14.6,40.4,0.361,26.1,45.7,0.57,17.8,22.8,0.779,10.2,35.8,46,22.2,7,4.9,14.2,18.9,113.6
"2",2,"Memphis Grizzlies",57,241.3,42.9,93.5,0.458,11.1,32.6,0.342,31.8,61,0.521,16.5,22.4,0.737,13.8,35.1,48.9,25.3,10.1,6.4,13.3,19.2,113.4
"3",3,"Charlotte Hornets",56,241.8,42.1,91.9,0.457,13.8,38.3,0.36,28.3,53.6,0.527,15.4,20.9,0.737,10.7,33.7,44.4,26.9,8.7,4.8,13.1,19.5,113.3
"4",4,"Phoenix Suns",55,240.5,43,89.5,0.48,11.3,31.5,0.36,31.6,58,0.545,16.1,20.3,0.793,10.2,35.9,46.1,26.7,8.5,4.2,13,19.3,113.3
"5",5,"Minnesota Timberwolves",55,241.4,41,91.7,0.447,14.5,41.4,0.35,26.5,50.3,0.527,16.4,21.5,0.765,12.1,32.9,45,25,8.7,5.8,14.5,21.7,112.9
"6",6,"Milwaukee Bucks",57,240.9,40.9,89,0.46,14.2,39.3,0.363,26.7,49.7,0.536,16.8,21.7,0.777,10.3,36.3,46.5,23.4,7.7,4.2,13.7,18,112.9
"7",7,"Chicago Bulls",55,240.5,41.7,86.9,0.48,11.3,30,0.375,30.5,56.9,0.535,17.3,21.3,0.814,8.8,34,42.9,24.4,7.2,4.6,12.9,18.7,112
"8",8,"Atlanta Hawks",54,240,41,87.5,0.468,12.5,33.3,0.376,28.4,54.2,0.525,17.4,21.7,0.802,9.8,34.5,44.3,24.4,6.9,4.4,12.4,18.4,111.9
"9",9,"San Antonio Spurs",55,241.4,43.2,93.2,0.464,11.1,31.5,0.352,32.2,61.7,0.521,13.6,18.4,0.738,11.3,34.4,45.6,27.9,7.7,5.2,12.7,17.9,111.1
"10",10,"Los Angeles Lakers",56,244,41.4,88.9,0.466,12.1,34.5,0.349,29.4,54.4,0.54,16,22.1,0.723,9.5,35.2,44.7,24.2,8,5.6,14.8,20.1,110.9
"11",11,"Brooklyn Nets",55,240.9,41.4,88.5,0.468,11.2,31.7,0.352,30.3,56.8,0.533,16.9,20.9,0.813,10.2,34.6,44.8,25.1,7,5.5,13.9,19.8,110.9
"12",12,"Golden State Warriors",56,240.9,40.2,86.3,0.466,14.6,40.3,0.363,25.6,46.1,0.556,15.4,20.2,0.766,9.8,36.2,46,27.4,9.4,4.9,15.4,20.3,110.5
"13",13,"Sacramento Kings",57,241.3,40.6,89.2,0.456,11.7,33.9,0.344,29,55.3,0.524,17,22.3,0.76,10.3,33.6,43.9,23.5,7.2,4.7,14.1,19.2,109.9
"14",14,"Denver Nuggets",54,240.9,40.9,86.5,0.474,12.9,36.3,0.355,28.1,50.1,0.559,14.9,19,0.786,9,34.5,43.5,27.2,7.2,3.7,13.9,19.3,109.7
"15",15,"Toronto Raptors",54,242.3,40.4,91,0.444,12.5,35,0.357,27.9,56,0.499,15.7,20.7,0.759,13.2,31.8,45,22.2,9.3,4.9,13,19.9,109.1
"16",16,"Miami Heat",56,242.2,39.4,85.4,0.461,13.5,35.9,0.377,25.9,49.5,0.522,16.6,20.4,0.816,10.7,33.7,44.4,25.9,7.7,3.3,14.9,20.5,108.9
"17",17,"Indiana Pacers",56,242.7,40.4,88.9,0.455,11.7,35.1,0.333,28.8,53.8,0.535,16.2,21.1,0.77,11,33.6,44.6,24.2,6.9,5.6,14.3,20.4,108.8
"18",18,"Boston Celtics",56,243.6,39.6,87.6,0.452,12.4,36.5,0.34,27.2,51.1,0.531,16.8,20.6,0.816,10.8,35.8,46.6,23.5,7.3,5.9,14.2,18.7,108.4
"19",19,"Houston Rockets",55,240.5,38.6,85.5,0.451,13.3,38.6,0.345,25.3,47,0.539,17.8,25,0.714,9.7,32.8,42.5,22.9,7.3,4.7,17.1,20.1,108.3
"20",20,"Philadelphia 76ers",54,241.9,39.6,85.1,0.466,11,30.9,0.357,28.6,54.2,0.528,17.5,21.6,0.811,8.4,33.7,42.1,23.2,7.6,5.6,12.6,19.2,107.8
"21",21,"Portland Trail Blazers",56,240.4,38.9,87,0.447,13.4,38,0.354,25.5,49,0.52,16.4,21.5,0.761,10.2,33.6,43.8,22.7,7.7,4.6,13.8,19.8,107.6
"22",22,"Washington Wizards",54,241.9,39.8,86,0.463,10,30.9,0.323,29.9,55.1,0.542,17.3,22.1,0.781,9.2,34.9,44.1,24,6.1,4.9,13.3,18.8,106.9
"23",23,"Dallas Mavericks",56,241.3,39.1,86.2,0.454,12.4,36.8,0.338,26.7,49.4,0.541,15.8,20.4,0.773,9.4,34.4,43.8,23.9,7.1,4.1,12.6,19.8,106.5
"24",24,"Cleveland Cavaliers",55,240,39.5,85.1,0.464,11.8,33.4,0.352,27.7,51.6,0.537,15.7,20.9,0.751,10.4,35,45.4,25.3,7.2,4.3,14.9,16.9,106.5
"25",25,"Los Angeles Clippers",57,240.9,39.3,87.3,0.451,12.4,34.4,0.36,26.9,52.9,0.509,15.3,19.4,0.788,8.9,34.9,43.8,23.4,7.5,4.5,14.2,18.8,106.4
"26",26,"New Orleans Pelicans",55,240.9,38.6,87.2,0.442,10.7,32.9,0.326,27.8,54.3,0.512,17.8,22.5,0.793,11.5,33.6,45.1,24.7,7.7,4.2,14.4,19.7,105.7
"27",27,"New York Knicks",56,241.3,37.5,86.2,0.435,13,36.7,0.354,24.6,49.6,0.495,16.7,22.4,0.746,11.4,34.6,46,21.4,6.9,4.8,13.6,19.8,104.8
"28",28,"Orlando Magic",56,240.4,37.9,87.5,0.433,11.9,36,0.33,26,51.5,0.505,15.5,19.7,0.787,9.1,34.4,43.4,23.2,6.8,4.8,14.6,19.9,103.1
"29",29,"Detroit Pistons",55,240.9,37.1,88.3,0.42,11,34.9,0.316,26.1,53.4,0.488,17,21.9,0.777,10.6,32.1,42.7,22.5,7.7,4.9,14.5,21.7,102.2
"30",30,"Oklahoma City Thunder",54,240.9,37.2,89.1,0.418,11.9,37.8,0.314,25.3,51.3,0.494,14.6,19.1,0.765,10.6,35.4,46,21.2,7.5,4.5,13.7,18.1,100.9
"31",NA,"League Average",55,241.3,40.1,88.1,0.456,12.3,35.3,0.349,27.8,52.8,0.527,16.3,21.2,0.773,10.4,34.4,44.7,24.3,7.7,4.8,13.9,19.4,109
