"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Minnesota Timberwolves",71,241.4,41.4,91.1,0.454,14.7,41.6,0.354,26.7,49.5,0.538,17.7,22.8,0.775,11.4,33.3,44.7,25.5,8.8,5.8,14.5,21.8,115.2
"2",2,"Milwaukee Bucks",70,240.7,41.4,89.1,0.464,14.3,38.9,0.368,27.1,50.3,0.539,17.8,23,0.774,10.3,36.5,46.8,23.6,7.7,4,13.4,18.3,114.9
"3",3,"Charlotte Hornets",70,242.9,42.4,91.9,0.462,13.9,38.4,0.361,28.6,53.5,0.534,16.1,21.9,0.738,11,34,44.9,27.4,8.8,4.9,13.2,20,114.9
"4",4,"Phoenix Suns",71,240.4,43.5,89.7,0.486,11.6,31.8,0.366,31.9,57.9,0.551,16,20,0.8,9.7,35.8,45.5,27.4,8.5,4.4,12.8,19.4,114.7
"5",5,"Memphis Grizzlies",71,241.1,43.3,94.1,0.46,11,32.3,0.342,32.2,61.8,0.522,17,23.2,0.731,14.2,35.2,49.4,25.5,9.8,6.6,13.2,19.6,114.6
"6",6,"Utah Jazz",70,240.4,40.8,86.3,0.472,14.8,40.5,0.365,26,45.8,0.568,17.8,22.9,0.776,10.6,35.9,46.5,22.6,7.1,4.9,14.2,19.1,114.1
"7",7,"Atlanta Hawks",70,240.4,41.2,88.2,0.467,12.6,33.9,0.371,28.7,54.4,0.527,17.9,22.1,0.81,10,34,44,24.5,7,4.4,11.9,18.6,112.9
"8",8,"San Antonio Spurs",71,241.8,43.5,93.3,0.466,11.1,31.8,0.35,32.4,61.5,0.526,14.6,19.6,0.745,11.1,34.2,45.3,28,7.6,5,12.8,18.2,112.7
"9",9,"Brooklyn Nets",71,240.7,41.8,88.4,0.473,11.3,31.6,0.358,30.5,56.8,0.537,17.2,21.5,0.8,10.3,33.9,44.2,25.1,7,5.3,13.9,20.2,112.1
"10",10,"Chicago Bulls",70,240.4,41.9,87.1,0.481,10.8,29.2,0.372,31.1,57.9,0.537,17.3,21.2,0.816,8.6,34.1,42.8,24.1,7.2,4.3,12.9,18.8,112
"11",11,"Denver Nuggets",71,241.4,41.3,86.4,0.478,12.7,36.2,0.351,28.5,50.1,0.569,16.2,20.5,0.79,9.1,35.1,44.2,27.5,7.3,3.7,14.4,19.9,111.4
"12",12,"Golden State Warriors",70,240.7,40.6,86.7,0.469,14.5,40.1,0.362,26.1,46.6,0.561,15.4,20.2,0.764,9.6,35.7,45.3,27.3,9.2,4.7,14.8,20.7,111.2
"13",13,"Los Angeles Lakers",70,243.9,41.3,88.9,0.465,12.2,34.9,0.349,29.1,54,0.539,16.3,22.4,0.727,9.6,34.5,44.2,24,7.9,5.5,14.8,20.2,111.1
"14",14,"Indiana Pacers",71,242.8,41.2,89.5,0.461,12,35.2,0.34,29.3,54.3,0.539,16.3,21.4,0.761,11.3,33.6,44.9,24.8,6.8,5.6,14.5,20.4,110.7
"15",15,"Sacramento Kings",72,241,40.6,88.6,0.459,11.5,33.5,0.344,29.1,55.1,0.529,17.5,22.8,0.767,9.8,33.3,43.2,23.6,7.2,4.5,14.1,19.3,110.3
"16",16,"Boston Celtics",71,242.8,39.9,87.3,0.457,12.7,36.6,0.347,27.3,50.7,0.538,17.1,21,0.815,10.7,35.6,46.4,24.1,7.2,5.9,13.7,18.5,109.7
"17",17,"Miami Heat",71,242.5,39.5,85.4,0.462,13.4,35.7,0.374,26.1,49.7,0.526,17.2,21.2,0.81,10.3,34.1,44.4,25.6,7.4,3.3,14.5,20.6,109.5
"18",18,"Houston Rockets",70,241.1,39.1,86.1,0.454,13.3,38.5,0.346,25.8,47.5,0.542,17.5,24.7,0.71,9.5,32.4,42,23.3,7.3,4.5,16.6,20.5,109
"19",19,"Toronto Raptors",70,242.1,40.4,91.2,0.444,12,34.1,0.352,28.4,57.1,0.498,16.2,21.5,0.753,13.4,31.8,45.2,21.9,9,4.6,12.6,19.7,109
"20",20,"Philadelphia 76ers",69,241.8,39,84.6,0.461,11.3,31.4,0.359,27.7,53.1,0.521,19.4,23.6,0.822,8.5,33.7,42.2,23.1,7.6,5.3,12.4,19.5,108.7
"21",21,"New Orleans Pelicans",70,241.1,40,87.8,0.455,10.8,32.7,0.331,29.1,55.1,0.529,17.7,22.6,0.783,11.6,33.9,45.5,25.1,8,4.1,14.3,20,108.5
"22",22,"Washington Wizards",69,242.2,40.3,86,0.468,10.4,30.8,0.339,29.8,55.2,0.54,17.2,22,0.783,9.1,34.1,43.2,24.5,6.3,5,13.2,19.1,108.2
"23",23,"Portland Trail Blazers",69,240.4,38.7,87.1,0.445,13.1,37.2,0.351,25.7,49.9,0.515,16.8,22.1,0.76,10.2,33.3,43.6,22.7,7.6,4.5,14.1,20.8,107.3
