"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Cleveland Cavaliers",62,240,38.7,87.3,0.444,11.6,33.5,0.345,27.2,53.7,0.506,14,18.3,0.762,10.8,32.5,43.2,23.3,8.7,4.6,13.9,19.7,103
"2",2,"Dallas Mavericks",62,241.2,38.7,85.1,0.455,10.7,31.9,0.337,28,53.2,0.526,15.2,20.2,0.754,9.4,34.7,44.1,23.3,7,3.8,13.6,20,103.4
"3",3,"Boston Celtics",64,243.1,38,88.2,0.43,11.7,34.7,0.337,26.3,53.5,0.491,16.1,20.6,0.782,10.4,34.1,44.5,21.5,7.5,4.6,14,19.3,103.8
"4",4,"Golden State Warriors",62,240.8,37.6,86.4,0.435,12.1,36.1,0.335,25.5,50.3,0.507,16.7,22.3,0.752,9.7,33,42.7,22.3,7.9,4.1,15.2,18,104
"5",5,"Miami Heat",63,242.8,37.2,83.8,0.444,13.2,38.4,0.344,24,45.4,0.529,17.2,22.4,0.77,9.6,32.3,41.9,23.3,7.4,4.2,15.4,20.7,104.9
"6",6,"Phoenix Suns",62,240.4,39.1,88.8,0.44,11.4,34.3,0.332,27.7,54.5,0.508,16,21.3,0.754,10.5,33.9,44.4,22.2,7.5,4,14.7,19.2,105.6
"7",7,"Philadelphia 76ers",61,241.6,39.2,87,0.45,11.2,33.3,0.337,28,53.8,0.521,16.4,21.2,0.773,10.5,34.5,45,23,6.4,4.5,13.3,19.3,106
"8",8,"Los Angeles Clippers",64,240.8,40.4,90.9,0.445,11.6,34.4,0.338,28.8,56.5,0.51,14.9,19,0.781,12,35.3,47.3,23.8,7.9,4.2,13.9,18.6,107.3
"9",9,"New York Knicks",62,241.6,38.6,86.5,0.447,13,37.5,0.348,25.6,48.9,0.523,17,22.1,0.769,9.5,34.7,44.3,24.5,7.3,4.6,12.7,20,107.3
"10",10,"Utah Jazz",61,240.4,40.7,89.8,0.453,12,34.6,0.347,28.6,55.2,0.519,14,18.8,0.746,10,31.6,41.6,23.1,7.7,4.2,12.2,20.1,107.4
"11",11,"Toronto Raptors",61,242,39,84.3,0.463,12.4,34.8,0.356,26.7,49.4,0.539,16.9,21.2,0.797,10.4,33.9,44.3,25,6.9,5.1,16.2,19,107.4
"12",12,"Denver Nuggets",62,240.8,40.3,86.7,0.465,11.5,34.2,0.337,28.7,52.4,0.548,15.7,20.9,0.753,9.6,33.2,42.7,24.4,8,4.9,13.1,19.4,107.8
"13",13,"Oklahoma City Thunder",62,241.6,40.6,90.2,0.45,13,38.1,0.34,27.6,52.1,0.531,14.6,19.4,0.755,11.1,37.8,48.9,25.4,8.2,6.3,13.6,17.7,108.7
"14",14,"New Orleans Pelicans",62,240.8,39.8,85.8,0.463,12.7,35.4,0.358,27.1,50.4,0.537,16.7,21.4,0.783,9.3,32.8,42.1,23.7,7.6,5,13.5,20.3,109
"15",15,"Memphis Grizzlies",63,241.2,39.9,88.5,0.451,12.3,35,0.353,27.6,53.5,0.516,16.8,21.6,0.778,10.1,32.7,42.7,25.1,7.3,6.3,15,19.5,109.1
"16",16,"Milwaukee Bucks",63,240.8,40.5,90.4,0.448,14.2,40.9,0.347,26.3,49.5,0.531,15.1,20.3,0.741,10.4,34.5,44.9,25.2,7.3,4.4,13.3,19.6,110.2
"17",17,"Washington Wizards",61,242.5,40.8,89,0.458,10.8,30.7,0.35,30,58.3,0.515,18.1,22.7,0.798,10.8,34.1,44.9,23.3,7.4,4.2,12,20,110.4
"18",18,"Chicago Bulls",62,240.4,41.1,88.2,0.466,11.6,32,0.362,29.5,56.2,0.525,16.8,21.1,0.794,9.6,33.9,43.4,25,7.3,5.1,13.2,17.7,110.5
"19",19,"Atlanta Hawks",61,240,41.4,89,0.465,13,36.1,0.36,28.5,52.9,0.538,15.6,19.5,0.802,10,33.7,43.7,25.6,7.2,4.6,12.3,20.2,111.5
"20",20,"Brooklyn Nets",63,240.8,40.9,90.4,0.453,12.2,36.1,0.338,28.7,54.3,0.529,17.5,22,0.796,11.1,33.7,44.9,24,7.8,5,13.2,19.4,111.6
"21",21,"Orlando Magic",63,240.8,40.8,88.7,0.46,13,35.7,0.364,27.8,53,0.525,17.3,22.4,0.772,10.6,36.3,46.9,24.7,8,5.3,13.6,18.4,112
"22",22,"Minnesota Timberwolves",63,241.6,39.7,86.9,0.456,13,37.3,0.349,26.7,49.6,0.537,19.9,25.5,0.781,11.2,35.1,46.3,26,7.4,5.1,16.5,20.7,112.3
