"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.7","49","11","44","16","7.95","-0.47","7.48","114.0","106.0","+8.0","99.5",".226",".352",".577",NA,".545","11.7","22.6",".179",NA,".504","13.0","77.4",".181",NA,"Phoenix Suns Arena","509,532","15,923"
"3","2","Golden State Warriors","27.9","43","17","43","17","7.42","-0.31","7.10","112.2","104.7","+7.5","98.6",".238",".464",".581",NA,".551","13.7","22.8",".182",NA,".502","13.6","78.7",".193",NA,"Chase Center","578,048","18,064"
"4","3","Utah Jazz","29.5","37","22","42","17","6.83","-0.37","6.46","116.4","109.4","+7.0","97.7",".265",".469",".593",NA,".559","13.0","24.3",".208",NA,".517","11.0","78.0",".155",NA,"Vivint Smart Home Arena","585,792","18,306"
"5","4","Boston Celtics","26.0","35","26","41","20","5.69","-0.51","5.18","111.4","105.6","+5.8","96.7",".240",".420",".565",NA,".527","12.7","23.8",".195",NA,".495","12.6","77.4",".181",NA,"TD Garden","574,680","18,538"
"6","5","Miami Heat","28.2","39","21","39","21","4.65","-0.40","4.25","112.8","108.0","+4.8","95.5",".244",".418",".575",NA,".538","13.5","25.0",".198",NA,".521","14.1","78.0",".207",NA,"FTX Arena","510,104","19,619"
"7","6","Memphis Grizzlies","23.9","41","20","39","22","4.69","-0.14","4.55","113.6","108.9","+4.7","99.7",".249",".348",".548",NA,".517","11.4","30.0",".182",NA,".523","13.5","77.6",".190",NA,"FedEx Forum","457,312","15,244"
"8","7","Cleveland Cavaliers","24.8","35","24","37","22","4.02","-0.21","3.81","110.8","106.6","+4.2","96.2",".248",".392",".567",NA,".535","13.6","24.0",".187",NA,".506","12.6","76.0",".161",NA,"Rocket Mortgage Fieldhouse","488,294","18,085"
"9","8","Milwaukee Bucks","28.4","36","24","36","24","3.35","-0.73","2.62","113.5","110.1","+3.4","99.4",".246",".440",".573",NA,".540","12.1","22.8",".191",NA,".526","12.0","77.7",".165",NA,"Fiserv Forum","538,750","17,379"
"10","9","Dallas Mavericks","26.7","35","25","36","24","3.22","-0.12","3.10","111.1","107.8","+3.3","95.5",".238",".431",".562",NA,".529","11.7","21.3",".183",NA,".519","12.7","78.3",".180",NA,"American Airlines Center","606,383","19,561"
