"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.5","57","14","53","18","8.48","-0.68","7.80","115.1","106.6","+8.5","99.5",".223",".354",".582",NA,".550","11.5","22.4",".178",NA,".507","13.0","77.3",".186",NA,"Phoenix Suns Arena","611,958","16,104"
"3","2","Utah Jazz","29.4","44","26","49","21","6.66","-0.49","6.17","116.6","109.8","+6.8","97.7",".265",".470",".592",NA,".558","12.9","25.0",".206",NA,".517","10.9","78.3",".163",NA,"Vivint Smart Home Arena","677,322","18,306"
"4","3","Boston Celtics","26.1","43","28","49","22","6.14","-0.50","5.64","112.4","106.1","+6.3","96.5",".241",".419",".568",NA,".530","12.4","24.1",".196",NA,".497","12.6","77.4",".184",NA,"TD Garden","670,460","18,624"
"5","4","Golden State Warriors","27.7","47","23","48","22","6.16","-0.07","6.09","112.5","106.3","+6.2","98.6",".233",".463",".582",NA,".552","13.4","22.6",".178",NA,".509","13.3","78.8",".198",NA,"Chase Center","668,368","18,064"
"6","5","Memphis Grizzlies","24.0","48","23","46","25","5.06","-0.55","4.50","114.1","109.0","+5.1","100.0",".247",".343",".549",NA,".519","11.2","30.2",".180",NA,".522","13.2","77.5",".192",NA,"FedEx Forum","525,539","15,457"
"7","6","Miami Heat","28.1","47","24","46","25","4.73","-0.37","4.36","113.1","108.2","+4.9","95.9",".249",".418",".578",NA,".540","13.3","24.2",".202",NA,".521","14.0","78.1",".207",NA,"FTX Arena","686,768","19,622"
"8","7","Milwaukee Bucks","28.4","44","27","43","28","3.63","-0.30","3.34","114.8","111.2","+3.6","99.8",".256",".438",".579",NA,".545","11.9","23.1",".199",NA,".532","11.7","78.3",".167",NA,"Fiserv Forum","625,609","17,378"
"9","8","Minnesota Timberwolves","24.1","42","30","44","28","3.53","-0.24","3.29","113.9","110.5","+3.4","100.8",".251",".457",".571",NA,".536","12.5","24.6",".195",NA,".528","14.3","75.0",".229",NA,"Target Center","571,468","15,874"
"10","9","Cleveland Cavaliers","24.7","41","30","42","29","2.99","-0.07","2.91","111.2","108.1","+3.1","96.1",".258",".386",".568",NA,".535","13.5","24.2",".196",NA,".515","12.6","76.3",".165",NA,"Rocket Mortgage Fieldhouse","641,636","18,332"
"11","10","Denver Nuggets","27.7","42","29","42","29","2.76","-0.19","2.57","113.5","110.7","+2.8","97.6",".237",".420",".584",NA,".552","13.1","21.5",".187",NA,".532","11.9","78.0",".184",NA,"Ball Arena","544,842","16,510"
"12","11","Dallas Mavericks","26.7","43","28","41","30","2.52","-0.03","2.49","111.4","108.7","+2.7","95.3",".243",".433",".563",NA,".530","11.7","21.5",".186",NA,".521","12.5","77.9",".181",NA,"American Airlines Center","686,931","19,627"
"13","12","Philadelphia 76ers","26.7","43","26","39","30","2.01","-0.04","1.97","112.5","110.4","+2.1","95.9",".279",".372",".572",NA,".528","11.6","19.8",".230",NA,".521","12.1","76.6",".190",NA,"Wells Fargo Center","718,695","20,534"
"14","13","Toronto Raptors","24.7","39","31","38","32","1.49","0.06","1.54","112.4","110.8","+1.6","96.2",".236",".374",".542",NA,".509","11.2","28.3",".177",NA,".536","14.5","75.4",".200",NA,"Scotiabank Arena","388,943","11,786"
"15","14","Chicago Bulls","26.3","41","29","37","33","0.80","-0.34","0.46","113.4","112.5","+0.9","98.6",".243",".335",".581",NA,".543","11.8","20.3",".199",NA,".535","12.0","78.4",".197",NA,"United Center","727,799","20,794"
"16","15","Atlanta Hawks","26.2","35","35","37","33","0.89","0.21","1.10","115.8","114.9","+0.9","97.4",".250",".384",".576",NA,".539","10.8","22.9",".203",NA,".543","11.4","77.2",".175",NA,"State Farm Arena","584,897","16,247"
"17","16","Charlotte Hornets","25.6","36","35","36","35","0.37","0.02","0.39","113.4","113.0","+0.4","100.3",".239",".418",".567",NA,".538","11.5","23.2",".177",NA,".540","13.2","74.9",".188",NA,"Spectrum Center","599,446","17,127"
"18","17","Brooklyn Nets","29.2","37","34","36","35","0.27","-0.04","0.23","113.0","112.8","+0.2","98.9",".243",".358",".573",NA,".537","12.4","23.8",".195",NA,".521","11.7","75.3",".199",NA,"Barclays Center","586,106","17,238"
"19","18","New York Knicks","26.2","30","40","34","36","-0.59","0.10","-0.48","109.7","110.3","-0.6","96.2",".278",".421",".548",NA,".510","12.3","25.1",".208",NA,".518","11.5","78.7",".196",NA,"Madison Square Garden (IV)","624,800","18,376"
"20","19","San Antonio Spurs","24.7","27","44","33","38","-1.01","0.02","-0.99","111.6","112.6","-1.0","100.2",".210",".341",".553",NA,".526","11.2","23.7",".156",NA,".535","12.2","75.1",".175",NA,"AT&T Center","547,812","14,806"
"21","20","Los Angeles Clippers","27.5","36","37","34","39","-1.21","0.08","-1.13","108.4","109.7","-1.3","98.0",".218",".388",".557",NA,".524","12.7","20.5",".172",NA,".513","12.1","74.5",".167",NA,"Crypto.com Arena","584,183","16,691"
"22","21","New Orleans Pelicans","25.7","29","41","32","38","-1.39","0.36","-1.02","111.0","112.4","-1.4","97.3",".258",".373",".555",NA,".517","12.7","26.2",".202",NA,".540","12.7","78.2",".198",NA,"Smoothie King Center","561,328","15,592"
"23","22","Indiana Pacers","26.3","24","47","30","41","-2.68","0.16","-2.52","111.7","114.4","-2.7","97.9",".239",".393",".559",NA,".527","12.8","25.4",".182",NA,".539","11.6","76.7",".206",NA,"Gainbridge Fieldhouse","496,211","14,177"
"24","23","Los Angeles Lakers","30.5","30","41","29","42","-2.82","-0.31","-3.13","109.3","112.1","-2.8","100.1",".250",".392",".563",NA,".534","13.0","21.2",".182",NA,".534","12.5","75.3",".191",NA,"Crypto.com Arena","688,643","18,612"
"25","24","Washington Wizards","26.0","30","40","28","42","-3.10","0.13","-2.97","111.0","114.2","-3.2","96.8",".257",".358",".567",NA,".530","12.1","21.1",".202",NA,".524","10.7","76.2",".205",NA,"Capital One Arena","547,145","15,198"
"26","25","Sacramento Kings","25.7","25","47","24","48","-5.42","0.31","-5.11","109.9","115.3","-5.4","99.9",".258",".378",".559",NA,".524","12.5","21.9",".198",NA,".551","11.8","76.3",".179",NA,"Golden 1 Center","526,370","13,852"
"27","26","Portland Trail Blazers","26.1","26","43","21","48","-6.62","0.85","-5.77","109.0","115.7","-6.7","98.4",".254",".427",".554",NA,".520","12.7","22.6",".193",NA,".554","12.3","78.1",".214",NA,"Moda Center","599,368","17,125"
