"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Charlotte Hornets",64,243.1,42.3,92.2,0.458,13.8,38.3,0.359,28.5,53.8,0.529,15.9,21.7,0.732,11,34.1,45.2,27.2,8.7,4.9,13.4,20.1,114.1
"2",2,"Utah Jazz",61,240.4,40.9,86.1,0.475,14.6,40.2,0.363,26.3,45.8,0.574,17.7,22.7,0.78,10.3,35.7,46,22.5,7.3,4.9,14.3,18.9,114.1
"3",3,"Memphis Grizzlies",63,241.2,42.9,93.6,0.459,11,32.3,0.341,31.9,61.3,0.521,17,23.2,0.733,14.1,35.2,49.3,25.3,9.9,6.4,13.5,19.5,113.9
"4",4,"Milwaukee Bucks",63,240.8,41,88.9,0.461,14.2,39.2,0.363,26.7,49.7,0.538,17.5,22.5,0.777,10.2,36.5,46.7,23.4,7.6,4,13.6,18.3,113.7
"5",5,"Phoenix Suns",62,240.4,43.1,89.3,0.482,11.4,31.5,0.361,31.7,57.8,0.549,16.2,20.4,0.794,9.9,35.9,45.8,27.1,8.6,4.4,13,19.2,113.7
"6",6,"Minnesota Timberwolves",63,241.6,41.1,91.5,0.45,14.4,41.5,0.348,26.7,50,0.533,16.9,22,0.765,11.7,32.7,44.4,25.2,8.6,5.8,14.5,21.9,113.6
"7",7,"San Antonio Spurs",62,242,43.7,93.4,0.468,11.1,31.4,0.354,32.6,62,0.526,14.2,19,0.745,11.1,34.2,45.3,28.2,7.7,5,12.7,18.1,112.7
"8",8,"Chicago Bulls",62,240.4,42,87.1,0.482,11.1,29.6,0.374,30.9,57.5,0.538,17.3,21.3,0.814,8.8,34.5,43.2,24.2,7.1,4.5,13,18.7,112.4
"9",9,"Atlanta Hawks",61,240,41.1,87.8,0.468,12.5,33.4,0.374,28.6,54.4,0.525,17.5,21.8,0.804,9.8,34.4,44.3,24.2,6.9,4.4,12.3,18.5,112.2
"10",10,"Golden State Warriors",62,240.8,40.4,86.5,0.466,14.4,40.2,0.359,25.9,46.4,0.559,15.7,20.5,0.765,9.7,35.9,45.7,27.3,9.4,4.8,15.1,20.5,110.9
"11",11,"Brooklyn Nets",63,240.8,41.3,88.7,0.465,11.1,31.8,0.35,30.1,56.8,0.53,17,21.2,0.802,10.3,34.3,44.5,24.7,6.9,5.3,13.8,19.9,110.7
"12",12,"Denver Nuggets",62,240.8,41,86.5,0.474,13,36.8,0.354,28,49.8,0.563,15.4,19.4,0.792,9,35.1,44.1,27.2,7.3,3.6,14.5,19.4,110.4
"13",13,"Los Angeles Lakers",61,243.7,41.2,88.7,0.464,11.9,34.3,0.346,29.3,54.4,0.539,16.1,22.2,0.725,9.5,35,44.6,23.9,8,5.7,14.7,20,110.4
"14",14,"Sacramento Kings",64,241.2,40.6,88.8,0.457,11.5,33.6,0.342,29.1,55.2,0.528,17.3,22.6,0.764,10.1,33.4,43.5,23.4,7.2,4.6,14.2,19.3,110
"15",15,"Indiana Pacers",64,243.1,40.9,89.1,0.459,11.9,35.2,0.339,28.9,53.9,0.537,16.3,21.4,0.76,11,33.7,44.8,24.6,7,5.6,14.5,20.4,109.9
"16",16,"Miami Heat",63,242.8,39.6,85.6,0.462,13.4,35.7,0.376,26.2,49.9,0.524,17,21.1,0.807,10.6,34,44.6,25.8,7.6,3.3,14.7,20.7,109.6
"17",17,"Boston Celtics",64,243.1,39.8,87.4,0.455,12.6,36.6,0.343,27.2,50.8,0.535,17.1,20.9,0.816,10.7,35.7,46.4,23.9,7.1,6.1,14,18.6,109.2
"18",18,"Toronto Raptors",61,242,40.4,91,0.443,12.2,34.4,0.354,28.2,56.6,0.498,15.7,20.9,0.753,13.1,31.6,44.7,22.2,9.2,4.7,12.9,19.8,108.7
"19",19,"Philadelphia 76ers",61,241.6,39.4,84.8,0.464,11.1,31,0.359,28.2,53.8,0.525,18.6,22.8,0.817,8.4,34,42.3,23.2,7.6,5.5,12.4,19.4,108.5
"20",20,"Houston Rockets",62,240.8,38.8,86.2,0.45,13.5,39,0.345,25.3,47.2,0.536,17.5,24.7,0.71,9.7,32.4,42.2,23.1,7.4,4.5,16.7,20.4,108.5
"21",21,"Washington Wizards",61,242.5,40.2,86.2,0.466,10.3,30.9,0.334,29.9,55.4,0.539,16.9,21.7,0.781,9.3,34.4,43.6,24.2,6.4,5,13.4,19.1,107.6
"22",22,"Portland Trail Blazers",62,240.4,38.7,86.9,0.446,13.3,37.8,0.352,25.4,49.1,0.518,16.7,21.9,0.762,10.1,33.6,43.7,22.8,7.7,4.5,14,20.2,107.4
"23",23,"New Orleans Pelicans",62,240.8,39.3,87.2,0.451,10.7,32.5,0.33,28.6,54.7,0.522,17.8,22.5,0.792,11.5,33.9,45.3,24.8,7.6,4.2,14.4,19.8,107.1
"24",24,"Los Angeles Clippers",64,240.8,39.7,87.3,0.455,12.4,34,0.363,27.3,53.3,0.513,15,19.2,0.781,9,35.3,44.3,23.5,7.5,4.8,14.3,18.7,106.8
"25",25,"Dallas Mavericks",62,241.2,39.1,85.7,0.457,12.7,36.9,0.344,26.4,48.8,0.541,15.7,20.6,0.765,9.4,34.1,43.5,23.5,7,4.2,12.6,19.8,106.7
"26",26,"Cleveland Cavaliers",62,240,39.3,84.5,0.466,11.7,33.2,0.353,27.6,51.3,0.539,16.1,21.3,0.755,10.2,34.4,44.7,25.1,7.1,4.3,14.9,16.9,106.5
"27",27,"New York Knicks",62,241.6,37.5,86.4,0.434,13,36.9,0.351,24.5,49.5,0.495,17.2,23.1,0.746,11.4,34.6,46,21.5,6.9,4.9,13.6,20.2,105.1
"28",28,"Orlando Magic",63,240.8,38.2,87.9,0.435,11.9,36.1,0.33,26.3,51.7,0.508,15.6,19.9,0.787,9.1,34.5,43.6,23.3,7,4.7,14.8,19.8,104
"29",29,"Detroit Pistons",62,241.2,37.6,88.9,0.423,11,34.4,0.32,26.6,54.5,0.488,17,21.9,0.779,11.1,31.9,43.1,22.7,7.7,4.8,14.5,21.7,103.2
