"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"11","10","Golden State Warriors","63","15170",".436","14.8",NA,".581",".178",".256",".086",".062",".419",NA,".508",".691",".446",".426",".346",".337",NA,".480",".837",NA,".045","227",NA,".274","811",NA,".245",".398"
"12","11","Houston Rockets","63","15170",".483","14.2",NA,".586",".273",".167",".082",".064",".414",NA,".572",".711",".459",".456",".424",".356",NA,".498",".805",NA,".074","368",NA,".261","860",NA,".239",".386"
"13","12","Indiana Pacers","65","15800",".472","13.6",NA,".640",".255",".206",".105",".074",".360",NA,".534",".675",".447",".435",".428",".361",NA,".486",".795",NA,".063","313",NA,".279","887",NA,".225",".385"
"14","13","Los Angeles Clippers","65","15650",".445","13.7",NA,".621",".254",".207",".102",".058",".379",NA,".511",".650",".423",".423",".371",".338",NA,".504",".803",NA,".056","288",NA,".276","858",NA,".218",".339"
"15","14","Los Angeles Lakers","62","15105",".460","14.0",NA,".600",".263",".189",".086",".062",".400",NA,".534",".704",".415",".387",".383",".348",NA,".529",".838",NA,".063","312",NA,".270","856",NA,".199",".366"
"16","15","Memphis Grizzlies","64","15435",".452","14.1",NA,".604",".274",".165",".098",".067",".396",NA,".517",".649",".391",".432",".413",".354",NA,".544",".824",NA,".062","307",NA,".268","810",NA,".175",".403"
"17","16","Miami Heat","64","15535",".445","15.4",NA,".543",".213",".173",".096",".061",".457",NA,".529",".696",".433",".421",".385",".345",NA,".506",".840",NA,".046","219",NA,".235","717",NA,".268",".377"
"18","17","Milwaukee Bucks","64","15410",".449","15.6",NA,".551",".219",".165",".097",".070",".449",NA,".531",".692",".434",".417",".418",".347",NA,".508",".832",NA,".045","233",NA,".243","795",NA,".211",".366"
"19","18","Minnesota Timberwolves","64","15460",".456","14.4",NA,".571",".255",".168",".085",".063",".429",NA,".538",".688",".418",".403",".432",".347",NA,".564",".841",NA,".069","345",NA,".267","804",NA,".288",".383"
"20","19","New Orleans Pelicans","63","15170",".462","14.8",NA,".586",".226",".177",".104",".080",".414",NA,".535",".693",".455",".446",".384",".357",NA,".495",".806",NA,".044","218",NA,".250","780",NA,".220",".414"
"21","20","New York Knicks","63","15220",".447","14.8",NA,".566",".263",".141",".088",".074",".434",NA,".521",".663",".404",".439",".337",".350",NA,".531",".843",NA,".055","272",NA,".261","778",NA,".236",".357"
"22","21","Oklahoma City Thunder","63","15220",".452","14.8",NA,".576",".201",".220",".084",".071",".424",NA,".532",".675",".481",".462",".364",".342",NA,".522",".848",NA,".055","257",NA,".274","862",NA,".255",".400"
"23","22","Orlando Magic","64","15410",".459","14.7",NA,".598",".216",".198",".100",".084",".402",NA,".524",".652",".466",".451",".421",".363",NA,".503",".824",NA,".053","277",NA,".255","778",NA,".227",".382"
"24","23","Philadelphia 76ers","62","14980",".452","14.0",NA,".618",".254",".188",".108",".068",".382",NA,".522",".688",".396",".399",".450",".337",NA,".509",".792",NA,".062","293",NA,".261","776",NA,".205",".361"
"25","24","Phoenix Suns","63","15145",".441","14.6",NA,".615",".188",".239",".101",".087",".385",NA,".508",".672",".463",".430",".366",".334",NA,".481",".782",NA,".043","216",NA,".260","801",NA,".189",".356"
"26","25","Portland Trail Blazers","62","14905",".474","14.5",NA,".572",".267",".162",".080",".063",".428",NA,".551",".683",".452",".400",".437",".371",NA,".540",".840",NA,".057","271",NA,".253","802",NA,".283",".402"
"27","26","Sacramento Kings","65","15675",".478","13.8",NA,".623",".248",".208",".092",".074",".377",NA,".548",".714",".440",".428",".447",".363",NA,".487",".814",NA,".059","318",NA,".281","945",NA,".218",".389"
"28","27","San Antonio Spurs","63","15245",".468","13.4",NA,".641",".264",".210",".095",".073",".359",NA,".531",".653",".445",".437",".455",".356",NA,".474",".802",NA,".059","291",NA,".307","942",NA,".194",".415"
"29","28","Toronto Raptors","63","15245",".462","14.4",NA,".587",".236",".198",".091",".061",".413",NA,".538",".710",".415",".437",".420",".354",NA,".536",".871",NA,".061","284",NA,".264","792",NA,".306",".388"
"30","29","Utah Jazz","62","14905",".454","14.6",NA,".615",".198",".217",".118",".082",".385",NA,".521",".703",".435",".445",".420",".346",NA,".484",".773",NA,".049","235",NA,".247","778",NA,".205",".370"
"31","30","Washington Wizards","62","15030",".457","14.0",NA,".654",".202",".247",".117",".089",".346",NA,".514",".695",".446",".429",".404",".351",NA,".486",".807",NA,".057","265",NA,".265","803",NA,".197",".386"
"32","","League Average","63","15303",".457","14.3",NA,".601",".241",".192",".096",".072",".399",NA,".529",".681",".436",".428",".402",".350",NA,".509",".820",NA,".057","279",NA,".265","823",NA,".234",".381"
