"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"19","18","Minnesota Timberwolves","81","19540",".460","14.4",NA,".570",".259",".167",".086",".060",".430",NA,".543",".706",".408",".396",".422",".349",NA,".561",".845",NA,".068","435",NA,".267","1050",NA,".288",".377"
"20","19","New Orleans Pelicans","81","19515",".469","14.8",NA,".584",".232",".173",".100",".078",".416",NA,".545",".705",".458",".443",".394",".363",NA,".522",".818",NA,".048","303",NA,".250","1015",NA,".227",".402"
"21","20","New York Knicks","81","19540",".448","14.7",NA,".570",".259",".148",".089",".074",".430",NA,".527",".664",".423",".448",".355",".343",NA,".524",".837",NA,".054","343",NA,".259","994",NA,".235",".346"
"22","21","Oklahoma City Thunder","81","19565",".457","14.8",NA,".572",".195",".231",".078",".067",".428",NA,".536",".682",".483",".469",".372",".351",NA,".521",".853",NA,".058","356",NA,".272","1094",NA,".264",".394"
"23","22","Orlando Magic","81","19540",".459","14.7",NA,".594",".211",".201",".099",".082",".406",NA,".524",".663",".458",".448",".424",".363",NA,".509",".821",NA,".055","367",NA,".254","979",NA,".224",".392"
"24","23","Philadelphia 76ers","81","19565",".458","14.0",NA,".621",".253",".186",".109",".073",".379",NA,".527",".694",".404",".412",".433",".346",NA,".512",".795",NA,".063","395",NA,".258","1005",NA,".217",".370"
"25","24","Phoenix Suns","81","19490",".443","14.6",NA,".612",".195",".233",".099",".086",".388",NA,".510",".675",".457",".435",".365",".338",NA,".495",".789",NA,".044","279",NA,".263","1041",NA,".197",".353"
"26","25","Portland Trail Blazers","81","19490",".479","14.4",NA,".568",".270",".164",".077",".056",".432",NA,".561",".694",".456",".414",".427",".372",NA,".550",".841",NA,".063","393",NA,".259","1060",NA,".285",".398"
"27","26","Sacramento Kings","81","19565",".480","13.9",NA,".615",".250",".204",".090",".071",".385",NA,".547",".712",".437",".425",".437",".373",NA,".489",".803",NA,".061","398",NA,".281","1177",NA,".225",".395"
"28","27","San Antonio Spurs","81","19565",".465","13.6",NA,".632",".265",".207",".092",".068",".368",NA,".528",".649",".434",".443",".452",".357",NA,".467",".809",NA,".057","356",NA,".305","1189",NA,".197",".402"
"29","28","Toronto Raptors","81","19615",".462","14.4",NA,".588",".241",".197",".088",".062",".412",NA,".538",".703",".414",".440",".422",".355",NA,".543",".873",NA,".061","369",NA,".265","1006",NA,".309",".385"
"30","29","Utah Jazz","81","19490",".454","14.6",NA,".613",".193",".220",".119",".081",".387",NA,".519",".706",".433",".442",".415",".351",NA,".492",".777",NA,".049","310",NA,".243","986",NA,".211",".371"
"31","30","Washington Wizards","81","19590",".463","14.2",NA,".642",".200",".243",".113",".087",".358",NA,".522",".700",".455",".437",".405",".359",NA,".485",".798",NA,".057","350",NA,".267","1061",NA,".204",".396"
"32","","League Average","81","19550",".461","14.3",NA,".601",".241",".195",".094",".071",".399",NA,".532",".687",".439",".432",".400",".353",NA,".512",".820",NA,".058","365",NA,".265","1054",NA,".237",".382"
