"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"15","14","Atlanta Hawks","26.2","36","37","38","35","0.58","0.08","0.65","115.5","114.9","+0.6","97.5",".250",".386",".576",NA,".538","10.9","22.8",".203",NA,".543","11.5","76.9",".176",NA,"State Farm Arena","602,020","16,271"
"16","15","Chicago Bulls","26.3","42","31","37","36","0.34","-0.26","0.08","113.3","112.9","+0.4","98.5",".242",".336",".580",NA,".544","11.7","20.1",".196",NA,".537","12.0","78.3",".198",NA,"United Center","749,577","20,822"
"17","16","Brooklyn Nets","29.2","38","35","37","36","0.21","0.11","0.31","113.2","113.0","+0.2","98.9",".243",".357",".574",NA,".538","12.4","23.8",".195",NA,".522","11.7","75.1",".199",NA,"Barclays Center","603,993","17,257"
"18","17","Charlotte Hornets","25.6","37","36","37","36","0.19","0.01","0.20","113.4","113.2","+0.2","100.1",".238",".420",".567",NA,".539","11.5","23.2",".175",NA,".541","13.1","74.9",".188",NA,"Spectrum Center","629,087","17,002"
"19","18","San Antonio Spurs","24.6","29","44","35","38","-0.45","0.03","-0.43","111.9","112.4","-0.5","100.2",".211",".344",".554",NA,".526","11.1","23.9",".158",NA,".533","12.2","74.9",".175",NA,"AT&T Center","547,812","14,806"
"20","19","New York Knicks","26.2","31","42","35","38","-0.64","0.21","-0.44","110.0","110.7","-0.7","96.0",".277",".423",".549",NA,".512","12.2","25.0",".207",NA,".520","11.5","78.5",".197",NA,"Madison Square Garden (IV)","664,424","18,456"
"21","20","New Orleans Pelicans","25.6","31","42","34","39","-1.07","0.38","-0.69","111.3","112.4","-1.1","97.3",".259",".368",".556",NA,".517","12.7","26.4",".204",NA,".541","12.8","78.5",".198",NA,"Smoothie King Center","575,301","15,549"
"22","21","Los Angeles Clippers","27.5","36","38","34","40","-1.35","0.12","-1.24","108.6","110.0","-1.4","97.9",".220",".388",".557",NA,".524","12.6","20.5",".173",NA,".515","12.1","74.6",".168",NA,"Crypto.com Arena","584,183","16,691"
"23","22","Los Angeles Lakers","30.4","31","42","31","42","-2.66","-0.24","-2.89","109.8","112.4","-2.6","100.1",".248",".390",".564",NA,".536","12.9","21.2",".180",NA,".535","12.4","75.4",".192",NA,"Crypto.com Arena","707,640","18,622"
"24","23","Indiana Pacers","26.2","25","49","31","43","-2.57","0.04","-2.53","111.9","114.5","-2.6","97.9",".238",".393",".560",NA,".528","12.8","25.3",".181",NA,".542","11.7","76.6",".203",NA,"Gainbridge Fieldhouse","526,505","14,230"
"25","24","Washington Wizards","26.0","30","42","28","44","-3.43","0.06","-3.38","110.8","114.3","-3.5","96.8",".255",".359",".565",NA,".529","12.0","21.1",".200",NA,".527","10.8","76.5",".204",NA,"Capital One Arena","547,145","15,198"
"26","25","Sacramento Kings","25.7","26","48","25","49","-5.30","0.37","-4.93","110.0","115.2","-5.2","99.9",".259",".379",".560",NA,".525","12.6","21.7",".199",NA,".551","11.8","76.3",".180",NA,"Golden 1 Center","543,953","13,948"
"27","26","Portland Trail Blazers","26.0","27","45","21","51","-7.24","0.68","-6.56","108.8","116.1","-7.3","98.5",".257",".423",".553",NA,".517","12.7","22.8",".196",NA,".555","12.4","77.7",".217",NA,"Moda Center","615,978","17,111"
"28","27","Oklahoma City Thunder","22.5","21","52","20","53","-7.59","0.38","-7.21","104.2","111.9","-7.7","98.6",".222",".420",".527",NA,".493","12.3","21.7",".170",NA,".530","11.9","76.1",".166",NA,"Paycom Center","530,804","14,346"
"29","28","Orlando Magic","23.3","20","54","20","54","-7.81","0.27","-7.55","104.4","112.2","-7.8","99.3",".229",".414",".538",NA,".501","13.1","19.9",".181",NA,".531","11.9","77.3",".197",NA,"Amway Center","537,052","14,918"
"30","29","Detroit Pistons","23.7","20","53","19","54","-7.97","0.42","-7.56","105.6","113.6","-8.0","98.3",".251",".388",".531",NA,".492","12.8","23.6",".195",NA,".541","13.1","75.5",".222",NA,"Little Caesars Arena","564,776","15,688"
"31","30","Houston Rockets","24.4","18","55","17","56","-9.34","0.58","-8.77","107.4","116.6","-9.2","100.8",".285",".445",".561",NA,".531","14.6","21.4",".203",NA,".555","12.2","74.9",".203",NA,"Toyota Center","558,106","15,503"
"32","","League Average","26.3","","","37","36","0.00","0.00","0.00","111.5","111.5","","98.2",".247",".399",".564",NA,".529","12.4","23.2",".191",NA,".529","12.4","76.8",".191",NA,"","613,627","16,766"
