"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"11","10","Golden State Warriors","70","16850",".438","14.8",NA,".581",".177",".255",".087",".062",".419",NA,".510",".697",".451",".423",".343",".339",NA,".488",".844",NA,".046","258",NA,".271","894",NA,".244",".399"
"12","11","Houston Rockets","69","16635",".484","14.1",NA,".590",".275",".169",".084",".062",".410",NA,".573",".713",".454",".469",".419",".356",NA,".499",".801",NA,".074","408",NA,".266","965",NA,".243",".378"
"13","12","Indiana Pacers","70","17000",".474","13.6",NA,".638",".257",".204",".104",".072",".362",NA,".537",".683",".446",".433",".425",".362",NA,".493",".797",NA,".065","350",NA,".279","967",NA,".224",".390"
"14","13","Los Angeles Clippers","72","17355",".448","13.7",NA,".623",".254",".207",".103",".059",".377",NA,".511",".655",".419",".423",".369",".342",NA,".506",".802",NA,".057","327",NA,".274","941",NA,".218",".349"
"15","14","Los Angeles Lakers","69","16810",".463","14.0",NA,".603",".265",".190",".086",".062",".397",NA,".537",".704",".418",".395",".383",".350",NA,".521",".835",NA,".061","341",NA,".276","982",NA,".199",".374"
"16","15","Memphis Grizzlies","70","16875",".452","14.0",NA,".606",".274",".170",".097",".065",".394",NA,".517",".649",".395",".430",".411",".351",NA,".539",".828",NA,".063","339",NA,".270","895",NA,".175",".388"
"17","16","Miami Heat","70","16975",".443","15.4",NA,".545",".216",".173",".096",".060",".455",NA,".529",".693",".434",".420",".389",".340",NA,".507",".836",NA,".045","238",NA,".237","792",NA,".268",".374"
"18","17","Milwaukee Bucks","70","16850",".452","15.6",NA,".551",".214",".167",".099",".071",".449",NA,".535",".697",".434",".437",".421",".350",NA,".510",".830",NA,".046","258",NA,".241","859",NA,".208",".364"
"19","18","Minnesota Timberwolves","71","17140",".453","14.4",NA,".570",".255",".169",".084",".061",".430",NA,".534",".691",".406",".391",".437",".346",NA,".560",".843",NA,".066","369",NA,".270","900",NA,".287",".375"
"20","19","New Orleans Pelicans","69","16635",".467","14.8",NA,".584",".232",".172",".102",".078",".416",NA,".542",".700",".456",".447",".388",".361",NA,".507",".808",NA,".047","257",NA,".251","866",NA,".222",".417"
"21","20","New York Knicks","69","16660",".445","14.7",NA,".572",".263",".146",".089",".074",".428",NA,".520",".660",".411",".435",".344",".344",NA,".527",".841",NA,".054","293",NA,".263","866",NA,".234",".352"
"22","21","Oklahoma City Thunder","69","16660",".455","14.8",NA,".575",".200",".223",".083",".069",".425",NA,".530",".675",".477",".459",".369",".354",NA,".521",".860",NA,".056","289",NA,".274","944",NA,".261",".412"
"23","22","Orlando Magic","70","16875",".459","14.7",NA,".599",".214",".199",".101",".084",".401",NA,".523",".652",".463",".452",".424",".364",NA,".505",".820",NA,".054","308",NA,".253","839",NA,".225",".390"
"24","23","Philadelphia 76ers","68","16445",".455","14.0",NA,".618",".253",".185",".108",".072",".382",NA,".525",".695",".395",".402",".444",".343",NA,".512",".790",NA,".062","329",NA,".258","841",NA,".207",".373"
"25","24","Phoenix Suns","70","16825",".442","14.6",NA,".613",".193",".233",".100",".087",".387",NA,".509",".676",".456",".432",".367",".337",NA,".486",".784",NA,".044","245",NA,".261","892",NA,".189",".352"
"26","25","Portland Trail Blazers","68","16345",".473","14.5",NA,".569",".270",".160",".078",".060",".431",NA,".552",".679",".453",".403",".436",".369",NA,".546",".843",NA,".058","303",NA,".257","887",NA,".288",".401"
"27","26","Sacramento Kings","71","17115",".480","13.9",NA,".619",".245",".210",".092",".073",".381",NA,".550",".714",".448",".431",".448",".364",NA,".481",".804",NA,".058","337",NA,".280","1030",NA,".222",".394"
"28","27","San Antonio Spurs","70","16925",".470","13.4",NA,".638",".267",".208",".094",".069",".362",NA,".533",".657",".437",".452",".451",".359",NA,".467",".796",NA,".059","322",NA,".308","1048",NA,".198",".408"
"29","28","Toronto Raptors","69","16685",".463","14.4",NA,".587",".240",".196",".090",".061",".413",NA,".541",".704",".423",".440",".424",".351",NA,".539",".871",NA,".061","314",NA,".264","863",NA,".306",".379"
"30","29","Utah Jazz","69","16585",".452","14.6",NA,".613",".193",".220",".118",".083",".387",NA,".521",".701",".437",".447",".428",".342",NA,".482",".772",NA,".048","259",NA,".245","853",NA,".206",".368"
"31","30","Washington Wizards","68","16470",".463","14.1",NA,".650",".205",".242",".114",".089",".350",NA,".520",".697",".453",".432",".407",".356",NA,".485",".798",NA,".057","287",NA,".268","900",NA,".200",".381"
"32","","League Average","70","16783",".459","14.3",NA,".601",".242",".193",".095",".072",".399",NA,".530",".682",".436",".430",".402",".351",NA,".509",".820",NA,".057","309",NA,".266","906",NA,".234",".381"
